paper_signal_type,paper_ready,core_preset,regime_mode,current_regime,score_source,target_spy_weight,target_qqq_weight,target_cash_weight,gross_exposure,max_gross_exposure,paper_max_gross_exposure,raw_research_gross_exposure,paper_weight_scale,paper_weights_scaled,overlay_gross,raw_overlay_gross,core_gross,raw_core_gross,max_single_name_weight,robust_cost_stress_pass,adaptive_exit_mode,earnings_blackout_days,holding_days,overlay_tickers,overlay_weights_json,raw_overlay_weights_json,single_name_stock_picker_enabled,ml_overlay_enabled,factor_overlay_enabled,latest_factor_date,cost_stress,gates_all_pass,reason,predicted_at
core_satellite_alpha,True,qqq_trend_switch_overlay70_core55,qqq_trend_switch_overlay70_core55,risk_on,regime_adaptive,0.0,0.44,0.0,1.0,1.25,1.0,1.25,0.8,True,0.56,0.7,0.44,0.55,0.35,True,fixed,0,10,"MU,INTC,CAT","{""CAT"": 0.111093, ""INTC"": 0.186667, ""MU"": 0.26224}","{""CAT"": 0.138866, ""INTC"": 0.233333, ""MU"": 0.3278}",False,False,True,2026-05-01,2.0,True,hardened core-satellite gates pass,2026-05-08T21:17+08:00
