ticker,signal,direction_vote,signal_quality,actionable,confidence,conf_threshold,model_conf_threshold,rule_conf_threshold,up_pct,down_pct,expected_return,horizon_days,price,rsi,sentiment,live_news_headlines,live_news_breaking,live_news_score_abs,live_news_has_signal,sentiment_health,sentiment_nonzero_ratio,sentiment_feature_count,single_name_crash_filter_reason,conformal_qhat,conformal_set_size,conformal_singleton,conformal_gate_enabled,recent_accuracy,recent_accuracy_n,model_approved,approval_reason,trade_rule_min_expected_return,trade_rule_qualities,trade_rule_exit_horizon_days,trade_rule_stop_loss_pct,trade_rule_take_profit_pct,trade_rule_max_position_pct,suppressed_reason,selected_mode,selected_model_name,feature_health,models_used,model_version,predicted_at,live_short_enabled,alt_eps_revision_7d,alt_eps_revision_30d,alt_eps_revision_60d,alt_eps_revision_90d,alt_eps_surprise_pct,alt_n_analysts,alt_has_estimates,alt_rec_mean,alt_rec_buy_pct,alt_rec_change_1m,alt_n_upgrades_90d,alt_short_ratio,alt_short_pct_float,alt_short_change_mom,alt_institutional_pct,alt_insider_pct,alt_target_upside,alt_has_short_data
AAPL,SHORT,SHORT,LOW,False,50.5,52.5,52.5,52.5,49.5,50.5,0.34,5,280.14,69.3,0.136,98,13,0.2392,True,FULL,1.0,17,,0.5193,2,False,False,,0,False,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -79.24 <= 0.00; walkforward_sharpe -1.531 < 0.500; profit_factor 0.463 < 1.100,0.25,LOW|MEDIUM|HIGH,5,0.06,0.08,0.15,model_not_approved: confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -79.24 <= 0.00; walkforward_sharpe -1.531 < 0.500; profit_factor 0.463 < 1.100,xgboost_only,,FULL,xgboost_only,xgb_pooled_v1,2026-05-02 19:59,False,0.0825,0.0853,0.0876,0.0908,0.1993,25.0,1.0,2.25,0.6667,0.0,0.0,3.24,0.0092,0.0824,0.6532,0.0164,0.0757,1.0
