paper_signal_type,paper_ready,current_regime,score_source,target_spy_weight,target_qqq_weight,target_cash_weight,gross_exposure,core_gross,overlay_gross,earnings_blackout_days,overlay_tickers,overlay_weights_json,single_name_stock_picker_enabled,factor_overlay_enabled,latest_factor_date,gates_all_pass,reason,predicted_at
core_satellite_robust_mode,True,risk_on,regime_adaptive,0.0,0.75,-0.25,1.25,0.75,0.5,0,"MU,AMAT,C","{""AMAT"": 0.166667, ""C"": 0.09919, ""MU"": 0.234143}",False,True,2026-04-24,True,robust-mode comparison candidate; not primary production signal,2026-05-04 13:06
