paper_signal_type,market_timing_signal,regime,preset,defensive_mix,bull_fraction,n_long,n_total,risk_on_enter_threshold,risk_on_exit_threshold,neutral_threshold,vol_target,qqq_realized_vol,spy_trend_ok,qqq_trend_ok,target_spy_weight,target_qqq_weight,target_bil_weight,target_ief_weight,target_gld_weight,target_cash_weight,gross_exposure,max_gross_exposure,single_name_signals_enabled,single_name_paper_trading_enabled,paper_ready,paper_mode_strategy,reason,predicted_at
etf_rotation,RISK_OFF,risk_off,limited_leverage,bil_ief_gld,0.0,0,1,0.55,0.45,0.5,0.12,0.154,True,True,0.0,0.0,0.5,0.35,0.15,0.0,1.0,1.25,False,False,False,spy_qqq_timing,ETF rotation gates have not passed,2026-05-02 22:18
