ticker,action,reason,price,target_weight,target_value,current_shares,target_shares,delta_shares,limit_price,order_value,current_value,current_weight,drift_abs,drift_threshold,drift_ok,submitted,broker_response,broker_reject_reason,broker_order_id,submitted_at,submission_batch_id,strategy,raw_target_gross_exposure,submitted_target_gross_exposure,target_weight_scale,fill_status,reconciled_at
GOOGL,SELL,rebalance_to_target,382.0,0.0,0.0,446,0,-446,381.618,170372.0,170372.0,0.16467,0.16467,0.01,True,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,2026-05-04T14:36:22.243565+00:00,20260504T143622Z,core_satellite_alpha,1.249999,1.0,0.80000064,not_submitted_or_missing_order_id,2026-05-04T14:36:22.349112+00:00
AMAT,BUY,rebalance_to_target,394.137,0.186667,193130.51,0,490,490,394.5311,193127.13,0.0,0.0,0.186667,0.01,True,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,2026-05-04T14:36:22.243565+00:00,20260504T143622Z,core_satellite_alpha,1.249999,1.0,0.80000064,not_submitted_or_missing_order_id,2026-05-04T14:36:22.349183+00:00
C,BUY,rebalance_to_target,126.25,0.111093,114939.86,0,910,910,126.3762,114887.5,0.0,0.0,0.111093,0.01,True,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,2026-05-04T14:36:22.243565+00:00,20260504T143622Z,core_satellite_alpha,1.249999,1.0,0.80000064,not_submitted_or_missing_order_id,2026-05-04T14:36:22.349241+00:00
MU,BUY,rebalance_to_target,579.2,0.26224,271321.17,0,468,468,579.7792,271065.61,0.0,0.0,0.26224,0.01,True,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,2026-05-04T14:36:22.243565+00:00,20260504T143622Z,core_satellite_alpha,1.249999,1.0,0.80000064,not_submitted_or_missing_order_id,2026-05-04T14:36:22.349294+00:00
QQQ,BUY,rebalance_to_target,675.324,0.44,455236.86,0,674,674,675.9993,455168.36,0.0,0.0,0.44,0.03,True,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,2026-05-04T14:36:22.243565+00:00,20260504T143622Z,core_satellite_alpha,1.249999,1.0,0.80000064,not_submitted_or_missing_order_id,2026-05-04T14:36:22.349344+00:00
