date,equity,bull_fraction,invested,day_ret
2015-04-29,10568.4971218159,0.0,0.0,-0.012303895244242469
2015-04-30,10568.4971218159,0.0,0.0,0.011782080803517215
2015-05-01,10592.279517783849,1.0,0.95,0.002368747488913714
2015-05-04,10460.496588345706,0.9726027397260274,0.9291780821917808,-0.013389697565137904
2015-05-05,10460.496588345706,0.0,0.0,-0.005224637927274833
2015-05-06,10460.496588345706,0.0,0.0,0.004792719720478544
2015-05-07,10588.615680276202,1.0,0.95,0.01289252387715072
2015-05-08,10547.180025961214,0.9178082191780822,0.8875342465753425,-0.004409099460660371
2015-05-11,10511.05676374689,1.0,0.95,-0.00360518038450075
2015-05-12,10520.352318794563,1.0,0.95,0.0009309049515146661
2015-05-13,10520.352318794563,0.10273972602739725,0.0,0.01210833823547106
2015-05-14,10520.352318794563,0.17123287671232876,0.0,0.0006504796479187113
2015-05-15,10520.352318794563,0.0,0.0,0.0036159211756078505
2015-05-18,10520.352318794563,0.0,0.0,-0.0006331747302695812
2015-05-19,10520.352318794563,0.0,0.0,-0.00016777297583991935
2015-05-20,10520.352318794563,0.0,0.0,0.003819760023321983
2015-05-21,10520.352318794563,0.0,0.0,-0.0018309490019804199
2015-05-22,10520.352318794563,0.0,0.0,-0.011049312765248655
2015-05-26,10520.352318794563,0.0,0.0,0.01214205967151636
2015-05-27,10504.577171266239,1.0,0.95,-0.0015784089684146132
2015-05-28,10443.580994847289,1.0,0.95,-0.006112240449740236
2015-05-29,10443.580994847289,0.0,0.0,0.0025665635384090283
2015-06-01,10443.580994847289,0.1232876712328767,0.0,-0.0018631918815468886
2015-06-02,10443.580994847289,0.0,0.0,0.002788986374822189
2015-06-03,10443.580994847289,0.0,0.0,-0.008111620121856379
2015-06-04,10443.580994847289,0.0,0.0,-0.0019770830987600797
2015-06-05,10443.580994847289,0.0,0.0,-0.007751808854463494
2015-06-08,10443.580994847289,0.0,0.0,-0.0007520123324786355
2015-06-09,10443.580994847289,0.0,0.0,0.012676875733141735
2015-06-10,10443.580994847289,0.0,0.0,0.002518656804367625
2015-06-11,10365.437822639598,1.0,0.95,-0.007876222799968847
2015-06-12,10320.561161935551,1.0,0.95,-0.0045573174064688525
2015-06-15,10320.561161935551,0.0,0.0,0.005452113758180933
2015-06-16,10340.887101513708,1.0,0.95,0.002073116523029217
2015-06-17,10340.887101513708,0.0,0.0,0.012069032238630449
2015-06-18,10298.539870944289,0.910958904109589,0.8823287671232876,-0.0046412694031687345
2015-06-19,10298.539870944289,0.0,0.0,0.00602237675877122
2015-06-22,10298.539870944289,0.0,0.0,0.0007500844792935446
2015-06-23,10235.770856114188,1.0,0.95,-0.006415729609980247
2015-06-24,10235.770856114188,0.0,0.0,-0.002622553843529718
2015-06-25,10235.770856114188,0.0,0.0,-0.002768963363040045
2015-06-26,10235.770856114188,0.0,0.0,-0.022026707088017728
2015-06-29,10235.770856114188,0.0,0.0,0.0026807283824062723
2015-06-30,10235.770856114188,0.0,0.0,0.007984604740869372
2015-07-01,10235.770856114188,0.0,0.0,-0.0004381359598842004
2015-07-02,10235.770856114188,0.0,0.0,-0.0026338042382576753
2015-07-06,10235.770856114188,0.0,0.0,0.004776001071495362
2015-07-07,10235.770856114188,0.0,0.0,-0.017031027211053363
2015-07-08,10235.770856114188,0.0,0.0,0.0008589412066920765
2015-07-09,10235.770856114188,0.0,0.0,0.01366658390992006
2015-07-10,10235.770856114188,0.0,0.0,0.013644913792777658
2015-07-13,10286.645625257497,1.0,0.95,0.005231886227690818
2015-07-14,10286.645625257497,0.3150684931506849,0.0,0.00023609042057812782
2015-07-15,10388.940351599267,1.0,0.95,0.010467810715937897
2015-07-16,10452.151632443509,1.0,0.95,0.006404713869794954
2015-07-17,10468.872637051541,1.0,0.95,0.0016839649960209702
2015-07-20,10442.851746496424,1.0,0.95,-0.0026163668295772434
2015-07-21,10387.228348960569,1.0,0.95,-0.005606796514585066
2015-07-22,10339.173501868412,1.0,0.95,-0.004869831284276316
2015-07-23,10339.173501868412,0.0,0.0,-0.010144708334510888
2015-07-24,10339.173501868412,0.0,0.0,-0.006802524083972439
2015-07-27,10445.436778083202,1.0,0.95,0.010818667488835577
2015-07-28,10445.436778083202,0.0,0.0,0.005639333374323785
2015-07-29,10445.436778083202,0.0,0.0,0.0020425868009327
2015-07-30,10445.436778083202,0.0,0.0,-0.0013746802005869972
2015-07-31,10445.436778083202,0.0,0.0,-0.0032743336120986343
2015-08-03,10445.436778083202,0.0,0.0,-0.0019252583503008625
2015-08-04,10495.701911556323,1.0,0.95,0.005065433637474292
2015-08-05,10385.857290785927,0.9657534246575342,0.923972602739726,-0.011326825559210408
2015-08-06,10385.857290785927,0.0,0.0,-0.001658781060475967
2015-08-07,10385.857290785927,0.13013698630136986,0.0,0.012128334944123596
2015-08-10,10385.857290785927,0.2054794520547945,0.0,-0.010540848286326822
2015-08-11,10385.857290785927,0.2191780821917808,0.0,0.002098962215678668
2015-08-12,10385.857290785927,0.2534246575342466,0.0,-0.001397887719098123
2015-08-13,10385.857290785927,0.11643835616438356,0.0,0.0028015530926224666
2015-08-14,10385.857290785927,0.1232876712328767,0.0,0.006682137188204029
2015-08-17,10385.857290785927,0.1095890410958904,0.0,-0.003784223489612204
2015-08-18,10385.857290785927,0.3767123287671233,0.0,-0.00737726055578789
2015-08-19,10385.857290785927,0.3835616438356164,0.0,-0.0236066516090788
2015-08-20,10385.857290785927,0.3493150684931507,0.0,-0.03554363238511347
2015-08-21,10121.006316760031,0.5753424657534246,0.6272602739726026,-0.040654763618834154
2015-08-24,10058.065860695635,0.7054794520547946,0.7261643835616439,-0.008563893256562394
2015-08-25,10470.667586981679,1.0,0.95,0.04318102631581415
2015-08-26,10680.974251989615,0.8082191780821918,0.8042465753424657,0.02497407686270292
2015-08-27,10680.974251989615,0.410958904109589,0.0,-4.554296388561419e-05
2015-08-28,10615.259671998261,0.5753424657534246,0.6272602739726026,-0.009808511033305689
2015-08-31,10328.754460060962,0.9178082191780822,0.8875342465753425,-0.03041002551833574
2015-09-01,10540.233408077982,0.9383561643835616,0.9031506849315067,0.022670389012148462
2015-09-02,10527.400191778677,0.7945205479452054,0.7938356164383561,-0.0015337504593919693
2015-09-03,10412.491512087201,0.7876712328767124,0.7886301369863014,-0.013840708837132776
2015-09-04,10647.482496153314,0.8767123287671232,0.8563013698630136,0.026355417527193212
2015-09-08,10531.27854676229,0.8972602739726028,0.8719178082191781,-0.012516946785834858
2015-09-09,10580.761546410436,0.5616438356164384,0.6168493150684932,0.007617208300049815
2015-09-10,10615.152940362688,0.6164383561643836,0.6584931506849315,0.0049360731829682265
2015-09-11,10591.306389453866,0.6095890410958904,0.6532876712328767,-0.0034387044832073776
2015-09-14,10681.86435046829,0.6712328767123288,0.7001369863013698,0.01221220491573045
2015-09-15,10681.86435046829,0.3904109589041096,0.0,0.0074539391149326395
2015-09-16,10681.86435046829,0.4794520547945205,0.0,-0.0011995813427981615
2015-09-17,10578.912489906295,0.5684931506849316,0.6220547945205479,-0.015493819754280547
2015-09-18,10606.123283642033,0.5273972602739726,0.5908219178082191,0.004353550511319737
2015-09-21,10606.123283642033,0.410958904109589,0.0,-0.013768417310827296
2015-09-22,10606.123283642033,0.4520547945205479,0.0,-0.0006518802105879517
2015-09-23,10606.123283642033,0.4726027397260274,0.0,-0.0036284071966935726
2015-09-24,10581.35535943643,0.6164383561643836,0.6584931506849315,-0.0035463506678696578
2015-09-25,10401.455261296649,0.5958904109589042,0.6428767123287671,-0.026446146925278403
2015-09-28,10390.735536332582,0.5342465753424658,0.5960273972602739,-0.0017291127541214648
2015-09-29,10390.735536332582,0.4520547945205479,0.0,0.020403851160162256
2015-09-30,10410.717574049168,0.5,0.57,0.0033737945112495725
2015-10-01,10410.717574049168,0.3972602739726027,0.0,0.015966982736534296
2015-10-02,10533.865301459278,0.6986301369863014,0.720958904109589,0.016407228515570395
2015-10-05,10503.638861518757,0.7054794520547946,0.7261643835616439,-0.003951521000742297
2015-10-06,10556.230917663188,0.6506849315068494,0.6845205479452054,0.007314655547851157
2015-10-07,10601.082076134655,0.547945205479452,0.6064383561643835,0.007006128868284023
2015-10-08,10614.90278051153,0.541095890410959,0.6012328767123288,0.0021683893216509096
2015-10-09,10614.90278051153,0.4863013698630137,0.0,0.001542372694237626
2015-10-12,10572.165333586618,0.5821917808219178,0.6324657534246574,-0.006365837366213367
2015-10-13,10572.165333586618,0.4931506849315068,0.0,-0.0035171954941767723
2015-10-14,10572.165333586618,0.4657534246575342,0.0,0.015783220809582187
2015-10-15,10572.165333586618,0.3013698630136986,0.0,0.004399405766997155
2015-10-16,10572.165333586618,0.4589041095890411,0.0,0.0025891569393057257
2015-10-19,10572.165333586618,0.2328767123287671,0.0,-0.0028271728757860216
2015-10-20,10572.165333586618,0.3835616438356164,0.0,-0.006162437713416291
2015-10-21,10572.165333586618,0.2876712328767123,0.0,0.018283478647695882
2015-10-22,10572.165333586618,0.3904109589041096,0.0,0.0177703364670454
2015-10-23,10572.165333586618,0.4931506849315068,0.0,-0.0012264808410829887
2015-10-26,10572.165333586618,0.4794520547945205,0.0,-0.0003442204691324501
2015-10-27,10572.165333586618,0.2602739726027397,0.0,0.010149917036920275
2015-10-28,10572.165333586618,0.2602739726027397,0.0,-0.0009759422706137278
2015-10-29,10572.165333586618,0.1917808219178082,0.0,-0.004377816115948385
2015-10-30,10572.165333586618,0.1095890410958904,0.0,0.011616226524280071
2015-11-02,10572.165333586618,0.23972602739726026,0.0,0.0031355671594130554
2015-11-03,10572.165333586618,0.13013698630136986,0.0,-0.0017850298705047506
2015-11-04,10572.165333586618,0.13013698630136986,0.0,-0.0016768305645861628
2015-11-05,10572.165333586618,0.3356164383561644,0.0,-3.533005083165006e-05
2015-11-06,10572.165333586618,0.3082191780821918,0.0,-0.009850008452954962
2015-11-09,10572.165333586618,0.3082191780821918,0.0,0.0003624877295104411
2015-11-10,10572.165333586618,0.3561643835616438,0.0,-0.002853316663539984
2015-11-11,10572.165333586618,0.3219178082191781,0.0,-0.01226480045720133
2015-11-12,10572.165333586618,0.4383561643835616,0.0,-0.014591425902263987
2015-11-13,10572.165333586618,0.3424657534246575,0.0,0.014878118390995489
2015-11-16,10572.165333586618,0.3972602739726027,0.0,-0.0001863736133344673
2015-11-17,10572.165333586618,0.4520547945205479,0.0,0.017197440811681196
2015-11-18,10570.732057458354,0.5068493150684932,0.5752054794520547,-0.00023569094994790868
2015-11-19,10570.732057458354,0.4863013698630137,0.0,0.004895088442819118
2015-11-20,10570.732057458354,0.3082191780821918,0.0,-0.0018411655772912594
2015-11-23,10570.732057458354,0.3698630136986301,0.0,0.00045327644781045784
2015-11-24,10572.370311022074,0.5205479452054794,0.5856164383561643,0.00026464445436458206
2015-11-25,10572.370311022074,0.3698630136986301,0.0,0.0012487505391881814
2015-11-27,10572.370311022074,0.3904109589041096,0.0,-0.003505798707139962
2015-11-30,10572.370311022074,0.4520547945205479,0.0,0.009720351951029516
2015-12-01,10572.370311022074,0.4452054794520548,0.0,-0.008588879810090221
2015-12-02,10572.370311022074,0.2876712328767123,0.0,-0.015181955320386152
2015-12-03,10572.370311022074,0.3356164383561644,0.0,0.021052146227953816
2015-12-04,10538.67958109705,0.5205479452054794,0.5856164383561643,-0.005441577199458969
2015-12-07,10507.21563687155,0.7328767123287672,0.746986301369863,-0.00399681756763206
2015-12-08,10436.433911603459,0.5753424657534246,0.6272602739726026,-0.010739540879529174
2015-12-09,10457.307722638188,0.5342465753424658,0.5960273972602739,0.003355702080131984
2015-12-10,10320.640803834065,0.5753424657534246,0.6272602739726026,-0.020835106840653705
2015-12-11,10359.573412513339,0.5684931506849316,0.6220547945205479,0.0060642653970157225
2015-12-14,10359.573412513339,0.4931506849315068,0.0,0.008735327299341655
2015-12-15,10359.573412513339,0.3082191780821918,0.0,0.014726972154610607
2015-12-16,10359.573412513339,0.4452054794520548,0.0,-0.0149684393985007
2015-12-17,10359.573412513339,0.3972602739726027,0.0,-0.018361735763723065
2015-12-18,10359.573412513339,0.4452054794520548,0.0,0.009392559103895692
2015-12-21,10359.573412513339,0.4246575342465753,0.0,0.008073814780908739
2015-12-22,10425.473243822662,0.5547945205479452,0.6116438356164383,0.010400251160959639
2015-12-23,10416.977040918384,0.7602739726027398,0.7678082191780822,-0.00106139329729904
2015-12-24,10403.019574597565,0.863013698630137,0.845890410958904,-0.0015839839612386219
2015-12-28,10497.544646396678,0.6917808219178082,0.7157534246575342,0.012694750377933418
2015-12-29,10448.384538715647,0.5342465753424658,0.5960273972602739,-0.00785703833219371
2015-12-30,10374.024289456152,0.6027397260273972,0.6480821917808218,-0.010981498361345854
2015-12-31,10258.168491036067,0.6232876712328768,0.6636986301369863,-0.016826724830990836
2016-01-04,10260.044121432524,0.5,0.57,0.00032077652514486113
2016-01-05,10189.044546788087,0.547945205479452,0.6064383561643835,-0.01141089887598139
2016-01-06,10021.27497907517,0.5547945205479452,0.6116438356164383,-0.026920375997864076
2016-01-07,9956.16779480745,0.6164383561643836,0.6584931506849315,-0.009866308080417285
2016-01-08,9969.266688922655,0.6986301369863014,0.720958904109589,0.0018248699272226166
2016-01-11,10025.59634757663,0.5342465753424658,0.5960273972602739,0.009479985702047333
2016-01-12,10025.59634757663,0.4246575342465753,0.0,-0.028759957891179265
2016-01-13,10163.154480065767,0.7328767123287672,0.746986301369863,0.01836806546561722
2016-01-14,10163.154480065767,0.19863013698630136,0.0,-0.025294326349720286
2016-01-15,10163.154480065767,0.21232876712328766,0.0,0.0016712586980207169
2016-01-19,10163.154480065767,0.1643835616438356,0.0,-0.008916035881316908
2016-01-20,10163.154480065767,0.4520547945205479,0.0,0.0037582020558433625
2016-01-21,10310.402202136833,0.547945205479452,0.6064383561643835,0.02389094872394293
2016-01-22,10209.32667770992,0.6095890410958904,0.6532876712328767,-0.015006034267387535
2016-01-25,10289.184707407507,0.6232876712328768,0.6636986301369863,0.011785569384005034
2016-01-26,10157.97844073653,0.7671232876712328,0.7730136986301369,-0.016496295385959803
2016-01-27,10210.629135358215,0.5273972602739726,0.5908219178082191,0.008772840236750712
2016-01-28,10407.883642743842,0.8561643835616438,0.8406849315068493,0.022979531514248207
2016-01-29,10413.070035581435,0.5136986301369864,0.5804109589041097,0.0008585535269843181
2016-02-01,10281.66715783487,0.6027397260273972,0.6480821917808218,-0.019471347122987412
2016-02-02,10295.27390481624,0.7876712328767124,0.7886301369863014,0.0016780983067419262
2016-02-03,10300.999272339994,0.5616438356164384,0.6168493150684932,0.000901542859320692
2016-02-04,10300.999272339994,0.4589041095890411,0.0,-0.02532080457732331
2016-02-05,10216.911379010136,0.5068493150684932,0.5752054794520547,-0.014191591483338418
2016-02-08,10209.09536498443,0.5821917808219178,0.6324657534246574,-0.0012095635452809006
2016-02-09,10215.837063119954,0.6027397260273972,0.6480821917808218,0.0010189478427361954
2016-02-10,10139.371912474951,0.9246575342465754,0.8927397260273973,-0.008384259855402143
2016-02-11,10304.524512478789,0.910958904109589,0.8823287671232876,0.018460519690293165
2016-02-12,10304.524512478789,0.0,0.0,0.01914566102775339
2016-02-16,10472.963723528565,0.8904109589041096,0.8667123287671232,0.018859938297015863
2016-02-17,10472.963723528565,0.00684931506849315,0.0,-0.007023382039022441
2016-02-18,10472.963723528565,0.0,0.0,0.0009031425346275547
2016-02-19,10472.963723528565,0.0,0.0,0.015181418635576493
2016-02-22,10472.963723528565,0.0,0.0,-0.014161667736956929
2016-02-23,10472.963723528565,0.0,0.0,0.0065650462305987915
2016-02-24,10472.963723528565,0.0,0.0,0.01120642266042813
2016-02-25,10472.963723528565,0.0,0.0,-0.0018831133280268419
2016-02-26,10390.820526650334,0.9931506849315068,0.9447945205479452,-0.008301654135429892
2016-02-29,10649.496774028185,0.9657534246575342,0.923972602739726,0.026943103193968244
2016-03-01,10677.507442169104,0.9657534246575342,0.923972602739726,0.0028466579622343333
2016-03-02,10693.161388362647,0.958904109589041,0.9187671232876711,0.0015956899423614336
2016-03-03,10713.945994323665,0.9657534246575342,0.923972602739726,0.00210366499356458
2016-03-04,10694.110255811489,0.9794520547945206,0.9343835616438356,-0.0019814071790126065
2016-03-07,10594.442326577439,0.9931506849315068,0.9447945205479452,-0.009864462177198607
2016-03-08,10649.86687046819,0.9931506849315068,0.9447945205479452,0.005537154745924422
2016-03-09,10648.587076950173,0.9726027397260274,0.9291780821917808,-0.00012932925337540987
2016-03-10,10814.514888168647,0.9794520547945206,0.9343835616438356,0.016676388664296705
2016-03-11,10813.566439654638,0.9863013698630136,0.9395890410958903,-9.334021025739767e-05
2016-03-14,10805.41046797533,0.6301369863013698,0.668904109589041,-0.0011275683887368437
2016-03-15,10855.869827254048,0.6232876712328768,0.6636986301369863,0.007036060112442266
2016-03-16,10883.712180255397,0.6917808219178082,0.7157534246575342,0.0035832563047347053
2016-03-17,10908.31555091553,0.7465753424657534,0.7573972602739725,0.0029846528943472616
2016-03-18,10928.960066875337,0.7808219178082192,0.7834246575342466,0.002415737693110787
2016-03-21,10936.069928307163,0.6986301369863014,0.720958904109589,0.0009023432783910935
2016-03-22,10862.786723699855,0.9657534246575342,0.923972602739726,-0.007252438920880455
2016-03-23,10862.786723699855,0.02054794520547945,0.0,-0.00015381497631035133
2016-03-24,10860.777390965673,0.9383561643835616,0.9031506849315067,-0.00020480963847764323
2016-03-28,10977.543797963828,0.9315068493150684,0.897945205479452,0.011973115408389079
2016-03-29,11024.792443642158,0.9863013698630136,0.9395890410958903,0.0045808518168006795
2016-03-30,11003.52767846841,0.9931506849315068,0.9447945205479452,-0.0020415160718493253
2016-03-31,11090.192147249396,0.9931506849315068,0.9447945205479452,0.00833627001635171
2016-04-01,11053.88786779482,0.9931506849315068,0.9447945205479452,-0.0034648256432022297
2016-04-04,10951.023623572713,0.9931506849315068,0.9447945205479452,-0.009849450885885624
2016-04-05,11073.38833886612,0.8698630136986302,0.8510958904109589,0.01312873839934232
2016-04-06,11073.38833886612,0.00684931506849315,0.0,-0.012926395032031034
2016-04-07,11085.338822318958,0.821917808219178,0.8146575342465753,0.0013247376083610706
2016-04-08,11057.703830710374,0.8904109589041096,0.8667123287671232,-0.002876308011142159
2016-04-11,11148.009971024796,0.952054794520548,0.9135616438356164,0.008939525550565186
2016-04-12,11263.109964266288,0.9657534246575342,0.923972602739726,0.011174262149862724
2016-04-13,11263.782276801574,0.958904109589041,0.9187671232876711,6.496918791154549e-05
2016-04-14,11246.370615131684,0.9657534246575342,0.923972602739726,-0.0016730036120491177
2016-04-15,11313.831467239033,0.9931506849315068,0.9447945205479452,0.006348952317644452
2016-04-18,11307.888596180745,1.0,0.95,-0.0005529208883552354
2016-04-19,11317.528376717435,1.0,0.95,0.0008973503161739504
2016-04-20,11287.54426713686,0.8424657534246576,0.8302739726027397,-0.003190936343113204
2016-04-21,11287.54426713686,0.02054794520547945,0.0,-0.0060370019249171404
2016-04-22,11287.54426713686,0.0273972602739726,0.0,-0.0010335210199209131
2016-04-25,11287.54426713686,0.0136986301369863,0.0,-0.001053720198256425
2016-04-26,11267.188781215411,0.952054794520548,0.9135616438356164,-0.0019739863734892452
2016-04-27,11157.763293157117,0.9931506849315068,0.9447945205479452,-0.010279347679431106
2016-04-28,11101.08882863107,1.0,0.95,-0.005346710582813374
2016-04-29,11190.790588599079,0.9931506849315068,0.9447945205479452,0.008552597235062409
2016-05-02,11095.827073844017,1.0,0.95,-0.008932487270457012
2016-05-03,11034.113993567462,0.9863013698630136,0.9395890410958903,-0.005919426076962675
2016-05-04,11034.113993567462,0.0,0.0,-0.00023139958252218484
2016-05-05,11034.113993567462,0.0,0.0,0.004328432645737612
2016-05-06,11034.113993567462,0.0,0.0,0.0016322375045140446
2016-05-09,11034.113993567462,0.0,0.0,0.012938390324712357
2016-05-10,11034.113993567462,0.0,0.0,-0.009227829635907514
2016-05-11,11019.061304971736,0.8767123287671232,0.8563013698630136,-0.0015931254374955907
2016-05-12,10951.979156154319,0.9452054794520548,0.9083561643835616,-0.0067020273943968695
2016-05-13,11060.030763531047,0.9383561643835616,0.9031506849315067,0.0109239174006742
2016-05-16,11060.030763531047,0.04794520547945205,0.0,-0.010617822383418175
2016-05-17,11060.030763531047,0.04794520547945205,0.0,0.0016166524401659112
2016-05-18,11060.030763531047,0.04794520547945205,0.0,-0.004157021329428257
2016-05-19,11060.030763531047,0.06164383561643835,0.0,0.008196189725086355
2016-05-20,11060.030763531047,0.0547945205479452,0.0,-0.0013434084947357761
2016-05-23,11060.030763531047,0.19863013698630136,0.0,0.015790034993896373
2016-05-24,11060.030763531047,0.0410958904109589,0.0,0.006946529178106698
2016-05-25,11060.030763531047,0.0273972602739726,0.0,0.0013438093245517813
2016-05-26,11060.030763531047,0.02054794520547945,0.0,0.004660704405495731
2016-05-27,11060.030763531047,0.02054794520547945,0.0,-0.00037904603371941004
2016-05-31,11060.030763531047,0.0273972602739726,0.0,0.0012661386030379694
2016-06-01,11060.030763531047,0.0273972602739726,0.0,0.0026596300663790373
2016-06-02,11060.030763531047,0.03424657534246575,0.0,-0.0036731453714758055
2016-06-03,11060.030763531047,0.07534246575342465,0.0,0.004506889918227142
2016-06-06,11059.217480556863,1.0,0.95,-7.740370343900526e-05
2016-06-07,11086.860742927523,0.9931506849315068,0.9447945205479452,0.0026456204038704193
2016-06-08,11071.53207771695,0.9863013698630136,0.9395890410958903,-0.001471491655599122
2016-06-09,10964.58296926907,0.9931506849315068,0.9447945205479452,-0.010224264592263466
2016-06-10,10964.58296926907,0.0,0.0,-0.007968251729357667
2016-06-13,10954.715208590509,0.7534246575342466,0.7626027397260274,-0.0011801253206792373
2016-06-14,10937.686553387372,0.7808219178082192,0.7834246575342466,-0.001984184368467523
2016-06-15,10962.873473606536,0.7671232876712328,0.7730136986301369,0.0029789444375096785
2016-06-16,10903.809187624189,0.773972602739726,0.7782191780821918,-0.006923068476623939
2016-06-17,10969.543188192378,0.9931506849315068,0.9447945205479452,0.006380790055531849
2016-06-20,11000.51553112778,1.0,0.95,0.0029720896931135776
2016-06-21,10980.179240932468,1.0,0.95,-0.0019459652775044133
2016-06-22,11121.211745716675,1.0,0.95,0.0135202955194468
2016-06-23,10721.719589118518,0.9931506849315068,0.9447945205479452,-0.038020583831557396
2016-06-24,10549.125639530965,0.8835616438356164,0.8615068493150684,-0.018685399507247104
2016-06-27,10549.125639530965,0.00684931506849315,0.0,0.019587062574755176
2016-06-28,10549.125639530965,0.00684931506849315,0.0,0.017300812860412983
2016-06-29,10549.125639530965,0.00684931506849315,0.0,0.012814928364957767
2016-06-30,10549.125639530965,0.00684931506849315,0.0,0.0032690238061388044
2016-07-01,10549.125639530965,0.00684931506849315,0.0,-0.0067584794935780625
2016-07-05,10549.125639530965,0.0,0.0,0.006875607294940212
2016-07-06,10549.125639530965,0.00684931506849315,0.0,0.000809509793499741
2016-07-07,10692.361922982313,0.9315068493150684,0.897945205479452,0.01512121690594026
2016-07-08,10736.32877999214,0.9794520547945206,0.9343835616438356,0.004400748817317756
2016-07-11,10798.16633907631,0.9383561643835616,0.9031506849315067,0.006377292257527856
2016-07-12,10788.614581643411,0.8561643835616438,0.8406849315068493,-0.0010522041457663666
2016-07-13,10844.471337537312,0.8698630136986302,0.8510958904109589,0.006083192178681297
2016-07-14,10829.552433108793,1.0,0.95,-0.0014481212994126302
2016-07-15,10873.139026715859,0.9931506849315068,0.9447945205479452,0.0042599554271831154
2016-07-18,10851.90249907164,0.9931506849315068,0.9447945205479452,-0.002067241430919875
2016-07-19,10925.426453678961,0.9931506849315068,0.9447945205479452,0.007171097202118259
2016-07-20,10896.913446002249,0.8287671232876712,0.81986301369863,-0.0031831956931107405
2016-07-21,10934.562502848541,0.7945205479452054,0.7938356164383561,0.004352311989239732
2016-07-22,10918.362576259407,0.9726027397260274,0.9291780821917808,-0.0015944565105604047
2016-07-25,10925.854730147887,0.9794520547945206,0.9343835616438356,0.000734385321001918
