group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,profit_factor,raw_sharpe_proxy,avg_confidence,avg_expected_return,avg_rank_score,avg_holding_days
sector,XLRE,123,0.4797,-2.98,-3.13,-367.09,0.759,-0.122,50.64,0.2353,0.0048,3.02
sector,XLF,169,0.497,-2.21,-0.05,-374.12,0.83,-0.082,51.12,0.2815,0.0019,3.23
sector,XLU,165,0.4909,-2.43,-2.05,-400.61,0.756,-0.126,50.8,0.233,0.0023,3.13
sector,XLB,124,0.4839,-3.29,-5.72,-407.85,0.756,-0.117,51.13,0.1852,0.0032,3.4
sector,XLP,226,0.531,-2.24,4.72,-506.37,0.755,-0.122,51.12,0.2097,0.0019,3.15
sector,XLE,120,0.5,-4.33,0.14,-519.88,0.746,-0.125,50.93,0.2754,0.0081,3.17
sector,XLV,188,0.4894,-4.19,-1.4,-786.99,0.686,-0.159,50.94,0.2337,0.0056,3.2
sector,XLK,176,0.4773,-7.13,-4.37,-1254.05,0.598,-0.214,51.22,0.2633,0.0047,3.53
signal_quality,LOW,515,0.5204,-2.13,2.83,-1097.49,0.816,-0.087,51.09,0.2312,-0.0004,3.17
signal_quality,MEDIUM,593,0.4992,-2.7,-0.31,-1601.68,0.784,-0.104,51.02,0.2318,0.0027,3.26
signal_quality,HIGH,631,0.5008,-3.24,0.1,-2046.87,0.757,-0.116,50.94,0.2438,0.0073,3.26
ticker,TSLA,13,0.7692,15.12,28.94,196.59,2.414,0.408,52.2,0.2385,0.0122,3.54
ticker,NOC,29,0.6897,6.12,14.69,177.42,1.95,0.314,50.68,0.1886,0.0005,3.24
ticker,BKNG,8,0.75,19.3,25.2,154.42,4.212,0.671,52.26,0.1888,0.0001,3.88
ticker,EA,19,0.6316,8.09,23.82,153.75,1.815,0.277,50.69,0.2121,0.009,3.05
ticker,SPGI,28,0.6786,5.12,9.93,143.25,1.852,0.274,51.43,0.2914,-0.0004,2.82
ticker,DD,25,0.6,5.04,8.21,126.09,1.74,0.248,51.15,0.2884,-0.0056,3.08
ticker,AEP,41,0.6341,2.97,11.3,121.94,1.453,0.175,50.74,0.2146,-0.001,2.8
ticker,TRV,24,0.6667,5.07,10.34,121.66,1.936,0.278,50.87,0.3129,0.0024,3.46
