horizon_days,exit_code,metrics_path,total_return_pct,alpha_pct,benchmark_return_pct,sharpe_ratio_daily,nw_tstat_vs_cash,max_drawdown_pct,cash_overlay_avg_alloc,kill_all_pass
10,0,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,205.37,-858.88,1064.26,0.951,4.027,-14.22,0.3794,True
