date,n_positions,gross_exposure,net_exposure,turnover,cost,period_return
2017-03-28,5,1.0,1.0,2.0,0.002,0.009469255617957908
2017-04-04,5,1.0,1.0,2.0,0.002,-0.00400580943274409
2017-04-11,5,1.0,1.0,2.0,0.002,-0.010542996441572512
2017-04-19,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.015493105950546421
2017-04-26,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.027253769104699704
2017-05-03,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.007067747238194208
2017-05-10,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.000621873898511152
2017-05-17,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.02167457041575936
2017-05-24,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.005266410172316038
2017-06-01,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.02427259311250668
2017-06-08,5,1.0,1.0,2.0,0.002,0.015106905613264688
2017-06-15,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.01428387486157433
2017-06-22,5,1.0,1.0,2.0,0.002,0.005381746275442853
2017-06-29,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.014279891581393414
2017-07-07,5,1.0,1.0,2.0,0.002,0.006374863404897147
2017-07-14,5,1.0,1.0,2.0,0.002,0.01457206806314944
2017-07-21,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.00042613394586829903
2017-07-28,5,1.0,1.0,2.0,0.002,-0.0051640442938839905
2017-08-04,5,1.0,1.0,2.0,0.002,-0.00760695606245379
2017-08-11,5,1.0,1.0,2.0,0.002,-0.03244324404030364
2017-08-18,5,1.0,1.0,2.0,0.002,0.014134446933406397
2017-08-25,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.01127203710987501
2017-09-01,5,1.0,1.0,2.0,0.002,0.019014797599986054
2017-09-11,5,1.0,1.0,2.0,0.002,-0.0005753418929477757
2017-09-18,5,1.0,1.0,2.0,0.002,-0.018822402707851307
2017-09-25,5,1.0,1.0,2.0,0.002,-0.0005641281458331144
2017-10-02,5,1.0,1.0,2.0,0.002,-0.011958770888506647
2017-10-09,5,1.0,1.0,2.0,0.002,-3.5356793072695465e-05
2017-10-16,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.0053403013440199145
2017-10-23,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.016066214732921164
2017-10-30,5,1.0,1.0,2.0,0.002,-0.010380254892328142
2017-11-06,5,1.0,1.0,2.0,0.002,0.02304141191623455
2017-11-13,5,1.0,1.0,2.0,0.002,0.0002027459955605774
2017-11-20,5,1.0,1.0,2.0,0.002,0.007802808218097906
2017-11-28,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.036745426127459214
2017-12-05,5,1.0,1.0,2.0,0.002,0.01574841729110684
2017-12-12,5,1.0,1.0,2.0,0.002,0.029895896749331297
2017-12-19,5,1.0,1.0,2.0,0.002,-0.0010806764345636416
2017-12-27,5,1.0,1.0,2.0,0.002,-0.0122642916410632
2018-01-04,5,1.0,1.0,2.0,0.002,-0.006300669273603233
2018-01-11,5,1.0,1.0,2.0,0.002,-0.004701634115000126
2018-01-19,5,1.0,1.0,2.0,0.002,0.010949101439667838
2018-01-26,5,1.0,1.0,2.0,0.002,-0.035571595629367694
2018-02-02,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.03443131937345748
2018-02-09,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.045454432249198054
2018-02-16,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.00018515485533323163
2018-02-26,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.02120081998233999
2018-03-05,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.021424675171598774
2018-03-12,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.01415096316057109
2018-03-19,5,1.0,1.0,2.0,0.002,-0.029478557554135885
2018-03-26,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.005733240291381072
2018-04-03,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.04126641681302913
2018-04-10,5,1.0,1.0,2.0,0.002,0.024401471767215403
2018-04-17,5,1.0,1.0,2.0,0.002,-0.023121272459882686
2018-04-24,5,1.0,1.0,2.0,0.002,-0.007367470275723326
2018-05-01,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.01556363123100839
2018-05-08,5,1.0,1.0,2.0,0.002,-0.014763723012233759
2018-05-15,5,1.0,1.0,2.0,0.002,0.0012664201580484275
2018-05-22,5,1.0,1.0,2.0,0.002,0.023970906737238847
2018-05-30,5,1.0,1.0,2.0,0.002,0.03767260992352852
2018-06-06,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.012048378941619553
2018-06-13,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.007612114709439432
2018-06-20,5,1.0,1.0,2.0,0.002,-0.007790616131827439
2018-06-27,5,1.0,1.0,2.0,0.002,0.011864562876161056
2018-07-05,5,1.0,1.0,2.0,0.002,0.004326101552492699
2018-07-12,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.004259434025792874
2018-07-19,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.004897023937756603
2018-07-26,5,1.0,1.0,2.0,0.002,-0.008650998437137047
2018-08-02,5,1.0,1.0,2.0,0.002,-0.0064432668300359285
2018-08-09,5,1.0,1.0,2.0,0.002,-0.02223674440865296
2018-08-16,5,1.0,1.0,2.0,0.002,0.011530699908175094
2018-08-23,5,1.0,1.0,2.0,0.002,-0.0053405209114654704
2018-08-30,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.02163013956628052
2018-09-07,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.031059176432697608
2018-09-14,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.0029351203123439587
2018-09-21,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.01593782425060332
2018-09-28,5,1.0,1.0,2.0,0.002,0.012691971038491815
2018-10-05,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.024220252318365748
2018-10-12,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.05168705496201764
2018-10-19,5,1.0,1.0,2.0,0.002,-0.06108672122426405
2018-10-26,5,1.0,1.0,2.0,0.002,0.02850200477314843
2018-11-02,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.044272386819963254
2018-11-09,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.012992716741308188
2018-11-16,5,1.0,1.0,2.0,0.002,-0.059364031254523233
2018-11-26,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.03631498355583325
2018-12-03,5,1.0,1.0,2.0,0.002,-0.035876126475030516
2018-12-11,5,1.0,1.0,2.0,0.002,-0.027282393290465133
2018-12-18,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.05140972452008762
2018-12-26,5,1.0,1.0,2.0,0.002,-0.01054472462093115
2019-01-03,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.08089896320041283
2019-01-10,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.004645674144891176
2019-01-17,5,1.0,1.0,2.0,0.002,0.01781810384317061
2019-01-25,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.02218627236349642
2019-02-01,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.01688914734949866
2019-02-08,5,1.0,1.0,2.0,0.002,0.02577406625106382
2019-02-15,5,1.0,1.0,2.0,0.002,0.007990223393338134
2019-02-25,5,1.0,1.0,2.0,0.002,0.01603064086493136
2019-03-04,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.023123419685448492
2019-03-11,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.023556734001325963
2019-03-18,5,1.0,1.0,2.0,0.002,0.0054843190644534665
2019-03-25,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.0450240732245769
2019-04-01,5,1.0,1.0,2.0,0.002,0.0019555402061824986
2019-04-08,5,1.0,1.0,2.0,0.002,0.0080804880166993
2019-04-15,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.0028279229229154594
2019-04-23,5,1.0,1.0,2.0,0.002,0.007695057776113796
2019-04-30,5,1.0,1.0,2.0,0.002,-0.028321970894822995
2019-05-07,5,1.0,1.0,2.0,0.002,-0.0005255942813984602
2019-05-14,5,1.0,1.0,2.0,0.002,-0.016234472832963157
2019-05-21,5,1.0,1.0,2.0,0.002,-0.025937652645926207
2019-05-29,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.026972675410656732
2019-06-05,5,1.0,1.0,2.0,0.002,0.017447156155168113
2019-06-12,5,1.0,1.0,2.0,0.002,0.006073171674904619
2019-06-19,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.0014471883890108993
2019-06-26,5,1.0,1.0,2.0,0.002,0.03610611379292217
2019-07-03,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.004253765302414403
2019-07-11,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.005916881980232699
2019-07-18,5,1.0,1.0,2.0,0.002,-0.01207200640038911
2019-07-25,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.0023611092980743167
2019-08-01,5,1.0,1.0,2.0,0.002,-0.024073102073083302
2019-08-08,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.0840196287289587
2019-08-15,5,1.0,1.0,2.0,0.002,-0.00570418578666772
2019-08-22,5,1.0,1.0,2.0,0.002,0.002746281704379145
2019-08-29,5,1.0,1.0,2.0,0.002,0.022214878500611206
2019-09-06,5,1.0,1.0,2.0,0.002,-0.04077655738144415
2019-09-13,5,1.0,1.0,2.0,0.002,0.029981871336999533
2019-09-20,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.007976724621013455
2019-09-27,5,1.0,1.0,1.9999999999999998,0.0019999999999999996,-0.038451766378463224
2019-10-04,5,1.0,1.0,2.0,0.002,0.042101037587314254
2019-10-11,5,1.0,1.0,2.0,0.002,0.0001259712904110562
2019-10-18,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.04201417991716959
2019-10-25,5,1.0,1.0,2.0,0.002,0.0011671177231334386
2019-11-01,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,-0.03118439775410246
2019-11-08,5,1.0,1.0,2.0,0.002,0.01883509233858592
2019-11-15,5,1.0,1.0,2.0,0.002,-0.011500487763643853
2019-11-22,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.005629097826178597
2019-12-02,5,1.0,1.0,2.0,0.002,0.013416239905586158
2019-12-09,5,1.0,1.0,2.0,0.002,-0.0198016187636951
2019-12-16,5,1.0,1.0,2.0,0.002,0.03922933724695885
2019-12-23,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.01672798619087778
2019-12-31,5,1.0,1.0,2.0,0.002,-0.016267277721847127
2020-01-08,5,1.0,1.0,2.0,0.002,0.012705857691425166
2020-01-15,5,1.0,1.0,2.0,0.002,-0.0012693483579711284
2020-01-23,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.04127200471496892
2020-01-30,5,1.0,1.0,2.0,0.002,0.02877873932096567
2020-02-06,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.011296053787244154
2020-02-13,5,1.0,1.0,2.0,0.002,-0.010721429527684683
2020-02-21,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,-0.10307393515542267
2020-02-28,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.08992758014182303
2020-03-06,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.09542859226630683
2020-03-13,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.0430077183005956
2020-03-20,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.2450245812855022
2020-03-27,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.03910636965643362
2020-04-03,5,1.0,1.0,2.0,0.002,0.17623260064294527
2020-04-13,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.01692824312702474
2020-04-20,5,1.0,1.0,2.0,0.002,0.09095881745927205
2020-04-27,5,1.0,1.0,2.0,0.002,-0.058513129186087726
2020-05-04,5,1.0,1.0,2.0,0.002,-0.012708380163908942
2020-05-11,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.01958974301083182
2020-05-18,5,1.0,1.0,2.0,0.002,0.025062181829435468
2020-05-26,5,1.0,1.0,2.0,0.002,0.04399987608090799
2020-06-02,5,1.0,1.0,2.0,0.002,0.0470193236198683
2020-06-09,5,1.0,1.0,2.0,0.002,-0.030675461450216546
2020-06-16,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.03696550370503915
2020-06-23,5,1.0,1.0,2.0,0.002,0.016025089960833842
2020-06-30,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.010594720553158415
2020-07-08,5,1.0,1.0,2.0,0.002,0.04214197983080265
2020-07-15,5,1.0,1.0,2.0,0.002,0.04368946744439467
2020-07-22,5,1.0,1.0,2.0,0.002,-0.009200289264686481
2020-07-29,5,1.0,1.0,2.0,0.002,0.012474887602288955
2020-08-05,5,1.0,1.0,2.0,0.002,0.04614374911685108
2020-08-12,5,1.0,1.0,2.0,0.002,-0.033744511820514356
2020-08-19,5,1.0,1.0,2.0,0.002,0.006784647102359395
2020-08-26,5,1.0,1.0,2.0,0.002,0.005419432437900459
2020-09-02,5,1.0,1.0,1.9999999999999998,0.0019999999999999996,-0.0889616349991769
2020-09-10,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.07343628758156459
2020-09-17,5,1.0,1.0,2.0,0.002,-0.06056907050103606
2020-09-24,5,1.0,1.0,2.0,0.002,0.03475016954465749
2020-10-01,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.10985559459945697
2020-10-08,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.009588793616717778
2020-10-15,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.009530126169525834
2020-10-22,5,1.0,1.0,2.0,0.002,-0.056304452808178876
2020-10-29,5,1.0,1.0,2.0,0.002,0.10741889553291538
2020-11-05,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.033433498267702984
2020-11-12,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.00342211456736757
2020-11-19,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.0019590065889592066
2020-11-27,5,1.0,1.0,2.0,0.002,0.007096620048788232
2020-12-04,5,1.0,1.0,2.0,0.002,-0.014073986828307844
2020-12-11,5,1.0,1.0,2.0,0.002,-0.02111762582729359
2020-12-18,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.01823589623195695
2020-12-28,5,1.0,1.0,2.0,0.002,0.02902007691047953
2021-01-05,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.028145653291666902
2021-01-12,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.018775429140417833
2021-01-20,5,1.0,1.0,2.0,0.002,-0.052468516418921377
2021-01-27,5,1.0,1.0,2.0,0.002,0.058210267609489344
2021-02-03,5,1.0,1.0,2.0,0.002,0.03365302569266441
2021-02-10,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.0029132623901364867
2021-02-18,5,1.0,1.0,2.0,0.002,0.0335526976801067
2021-02-25,5,1.0,1.0,2.0,0.002,-0.02691747818307741
2021-03-04,5,1.0,1.0,2.0,0.002,0.050755413791559685
2021-03-11,5,1.0,1.0,2.0,0.002,-0.015103739865164178
2021-03-18,5,1.0,1.0,2.0,0.002,0.007366971541352229
2021-03-25,5,1.0,1.0,2.0,0.002,0.022904952853044724
2021-04-01,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.0025104410180160665
2021-04-09,5,1.0,1.0,2.0,0.002,-0.016905462749818356
2021-04-16,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.0007698816310229249
2021-04-23,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,-0.010982633710269826
2021-04-30,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.04552142886700801
2021-05-07,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.002826470413117201
2021-05-14,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.013207156536605336
2021-05-21,5,1.0,1.0,2.0,0.002,0.00995692815972927
2021-05-28,5,1.0,1.0,2.0,0.002,0.0033257882248898165
2021-06-07,5,1.0,1.0,2.0,0.002,-0.014105665027679754
2021-06-14,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.0261852038804394
2021-06-21,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.00768219005301409
2021-06-28,5,1.0,1.0,2.0,0.002,-0.009910097890766622
2021-07-06,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.016181305343083898
2021-07-13,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,-0.04439090068375013
2021-07-20,5,1.0,1.0,2.0,0.002,0.006578664092349617
2021-07-27,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.001684102272858722
2021-08-03,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.032259438740930235
2021-08-10,5,1.0,1.0,2.0,0.002,-0.013280711583513233
2021-08-17,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.023727235746428932
2021-08-24,5,1.0,1.0,2.0,0.002,0.0018516310779352224
2021-08-31,5,1.0,1.0,2.0,0.002,-0.04194355037008847
2021-09-08,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.01908903861243441
2021-09-15,5,1.0,1.0,2.0,0.002,-0.05117625917310395
2021-09-22,5,1.0,1.0,2.0,0.002,0.03938089245784378
2021-09-29,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.00570711324039863
2021-10-06,5,1.0,1.0,2.0,0.002,-0.00563464564706684
2021-10-13,5,1.0,1.0,2.0,0.002,0.04687428854554984
2021-10-20,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.02768986633889858
2021-10-27,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.03935160371249383
2021-11-03,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.01559118354438392
2021-11-10,5,1.0,1.0,2.0,0.002,-0.013171703852110132
2021-11-17,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.01031511625489834
2021-11-24,5,1.0,1.0,2.0,0.002,-0.03767804318336566
2021-12-02,5,1.0,1.0,2.0,0.002,0.03171642408896795
2021-12-09,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.012539902438706793
2021-12-16,5,1.0,1.0,2.0,0.002,0.08041066799832157
2021-12-23,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.021588336906799906
2021-12-31,5,1.0,1.0,2.0,0.002,0.019896728651962757
2022-01-07,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.013184146617718204
2022-01-14,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.043911925951317404
2022-01-24,5,1.0,1.0,2.0,0.002,0.039486068341621904
2022-01-31,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.007917675888526255
2022-02-07,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.010268952797333362
2022-02-14,5,1.0,1.0,2.0,0.002,-0.011136281220667137
2022-02-22,5,1.0,1.0,2.0,0.002,-0.012802313546087556
2022-03-01,5,1.0,1.0,2.0,0.002,-0.03009380717537996
2022-03-08,5,1.0,1.0,2.0,0.002,0.018864818305363698
2022-03-15,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.043918955651416104
2022-03-22,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.042917969748523674
2022-03-29,5,1.0,1.0,2.0,0.002,-0.0286197722835796
2022-04-05,5,1.0,1.0,2.0,0.002,-0.02760609588291231
2022-04-12,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.05398247447192446
2022-04-20,5,1.0,1.0,2.0,0.002,-0.01692824433225472
2022-04-27,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.02121705798825229
2022-05-04,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.11389323211788027
2022-05-11,5,1.0,1.0,2.0,0.002,0.01489779438323604
2022-05-18,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.037906691041753315
2022-05-25,5,1.0,1.0,2.0,0.002,0.017419955678721448
2022-06-02,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.036516010641813604
2022-06-09,5,1.0,1.0,2.0,0.002,-0.03848950919804057
2022-06-16,5,1.0,1.0,1.9999999999999998,0.0019999999999999996,0.07607909783464392
2022-06-24,5,1.0,1.0,2.0,0.002,-0.029489901844726878
2022-07-01,5,1.0,1.0,2.0,0.002,0.030411920019592455
2022-07-11,5,1.0,1.0,2.0,0.002,-0.012733145884724009
2022-07-18,5,1.0,1.0,2.0,0.002,-0.011958510894113697
2022-07-25,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.017788579980132502
2022-08-01,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.006355084605506578
2022-08-08,5,1.0,1.0,2.0,0.002,0.018217142131941685
2022-08-15,5,1.0,1.0,2.0,0.002,-0.045943006938672634
2022-08-22,5,1.0,1.0,2.0,0.002,-0.015744653841608003
2022-08-29,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.03193425288492019
2022-09-06,5,1.0,1.0,2.0,0.002,0.03127146926139701
2022-09-13,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.041038517301482155
2022-09-20,5,1.0,1.0,2.0,0.002,-0.07116349491907392
2022-09-27,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.07723397078561953
2022-10-04,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.08065489985561874
2022-10-11,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.0385958816000156
2022-10-18,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.0767876135736688
2022-10-25,5,1.0,1.0,2.0,0.002,0.023203921864403475
2022-11-01,5,1.0,1.0,2.0,0.002,0.0013996710064726383
2022-11-08,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.03939953373977874
2022-11-15,5,1.0,1.0,2.0,0.002,0.016322920179110738
2022-11-22,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.029135288125073135
2022-11-30,5,1.0,1.0,2.0,0.002,-0.032519754922629845
2022-12-07,5,1.0,1.0,2.0,0.002,0.01030124940918925
2022-12-14,5,1.0,1.0,2.0,0.002,-0.004153125230430948
2022-12-21,5,1.0,1.0,2.0,0.002,0.016971213499753925
2022-12-29,5,1.0,1.0,2.0,0.002,0.027593512308893703
2023-01-06,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.029043669895306053
2023-01-13,5,1.0,1.0,2.0,0.002,-0.021173879690867953
2023-01-23,5,1.0,1.0,2.0,0.002,0.003147564022732246
2023-01-30,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.05294545070964784
2023-02-06,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.03440792304100799
2023-02-13,5,1.0,1.0,2.0,0.002,-0.003962068463268236
2023-02-21,5,1.0,1.0,2.0,0.002,-0.007376534200399599
2023-02-28,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.00878766274830495
2023-03-07,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.04948216793464083
2023-03-14,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.02542040970456705
2023-03-21,5,1.0,1.0,2.0,0.002,-0.012593554867665698
2023-03-28,5,1.0,1.0,2.0,0.002,0.04009615298684627
2023-04-04,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.031740743711799926
2023-04-12,5,1.0,1.0,2.0,0.002,0.00463370645026215
2023-04-19,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,-0.018656861292745557
2023-04-26,5,1.0,1.0,2.0,0.002,-0.021433179494603105
2023-05-03,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,0.022455095091396437
2023-05-10,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.004651132815908166
2023-05-17,5,1.0,1.0,2.0,0.002,-0.01696518913862702
2023-05-24,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.03912295919632285
2023-06-01,5,1.0,1.0,2.0,0.002,0.048215712448742606
2023-06-08,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.0070869929519604465
2023-06-15,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.02418501564965951
2023-06-23,5,1.0,1.0,2.0,0.002,0.04873598838899319
2023-06-30,5,1.0,1.0,1.9999999999999998,0.0019999999999999996,-0.00803437759899741
2023-07-10,5,1.0,1.0,2.0,0.002,0.0035431149278956804
2023-07-17,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.016275294704678284
2023-07-24,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.005552952066669888
2023-07-31,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.004314466824647064
2023-08-07,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.008446796626746546
2023-08-14,5,1.0,1.0,2.0,0.002,-0.01717641780046735
2023-08-21,5,1.0,1.0,2.0,0.002,-0.005017167029681275
2023-08-28,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.014010635819932145
2023-09-05,5,1.0,1.0,2.0,0.002,0.019252020541935422
2023-09-12,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.015263013172693215
2023-09-19,5,1.0,1.0,2.0,0.002,-0.04022228662074783
2023-09-26,5,1.0,1.0,2.0,0.002,-0.034683512287753404
2023-10-03,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.036372796281875855
2023-10-10,5,1.0,1.0,2.0,0.002,-0.005110432341183614
2023-10-17,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.03752405181136947
2023-10-24,5,1.0,1.0,2.0,0.002,0.04681371980738238
2023-10-31,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,0.02478587977067529
2023-11-07,5,1.0,1.0,2.0,0.002,0.037561188476835136
2023-11-14,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.010913055390946063
2023-11-21,5,1.0,1.0,2.0,0.002,-0.02725149036021842
2023-11-29,5,1.0,1.0,2.0,0.002,0.006354990600233333
2023-12-06,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.037432744865773054
2023-12-13,5,1.0,1.0,2.0,0.002,-0.020431470123011004
2023-12-20,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.012435928898290967
2023-12-28,5,1.0,1.0,2.0,0.002,0.01263554091233139
2024-01-05,5,1.0,1.0,2.0,0.002,-0.006993357878827797
2024-01-12,5,1.0,1.0,2.0,0.002,-0.01801244252249925
2024-01-22,5,1.0,1.0,2.0,0.002,0.012195656389629267
2024-01-29,5,1.0,1.0,2.0,0.002,-0.021450085819136953
2024-02-05,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.01567020056770186
2024-02-12,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.0182447033443478
2024-02-20,5,1.0000000000000002,1.0000000000000002,2.0,0.002,0.03492236399187007
2024-02-27,5,1.0000000000000002,1.0000000000000002,2.0000000000000004,0.0020000000000000005,0.0443160942087379
2024-03-05,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,0.018372065221678585
2024-03-12,5,1.0,1.0,2.0000000000000004,0.0020000000000000005,-0.0020578699644249665
2024-03-19,5,1.0000000000000002,1.0000000000000002,2.0,0.002,-0.0077733049089381175
2024-03-26,5,1.0,1.0,2.0,0.002,0.017096738285922147
