paper_signal_type,paper_ready,core_preset,regime_mode,current_regime,score_source,tqqq_weight_config,target_spy_weight,target_qqq_weight,target_tqqq_weight,target_cash_weight,gross_exposure,max_gross_exposure,paper_max_gross_exposure,raw_research_gross_exposure,paper_weight_scale,paper_weights_scaled,overlay_gross,raw_overlay_gross,core_gross,raw_core_gross,max_single_name_weight,adaptive_exit_mode,earnings_blackout_days,holding_days,overlay_tickers,overlay_weights_json,raw_overlay_weights_json,single_name_stock_picker_enabled,ml_overlay_enabled,factor_overlay_enabled,latest_factor_date,cost_stress,gates_all_pass,factor_data_stale,factor_data_age_trading_days,reason,predicted_at
core_satellite_tqqq,False,tqqq_enhanced,tqqq_enhanced,risk_on,regime_adaptive,0.2,0.0,0.352,0.088,0.0,1.0,1.25,1.0,1.25,0.8,True,0.56,0.7,0.44,0.55,0.25,fixed,0,5,"MU,INTC,C,CAT,FCX","{""C"": 0.112545, ""CAT"": 0.058437, ""FCX"": 0.022365, ""INTC"": 0.166653, ""MU"": 0.2}","{""C"": 0.140681, ""CAT"": 0.073046, ""FCX"": 0.027956, ""INTC"": 0.208317, ""MU"": 0.25}",False,False,True,2026-05-01,2.0,False,True,6,TQQQ-enhanced core-satellite signal,2026-05-11 03:23
