incident_id,incident_key,severity,status,first_seen_at,latest_seen_at,resolved_at,occurrences,latest_reason,run_id
7406058fc13145b7,monitor:regime_monitor,critical,open,2026-09-09T08:19:55+00:00,2026-09-09T14:45:46+00:00,,3,regime_monitor output is missing,github-34360292648
