group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2025,201,0.4527,9.78,-22.39,1965.63,3.0,19.89,1.484
entry_year,2019,219,0.484,6.04,-16.31,1322.76,2.82,19.95,1.442
entry_year,2021,212,0.4623,5.29,-20.06,1122.37,2.98,19.94,1.313
entry_year,2016,169,0.4497,5.18,-13.58,875.72,3.24,19.78,1.425
entry_year,2023,216,0.4213,3.74,-20.99,807.61,2.88,19.98,1.205
entry_year,2017,186,0.5161,4.27,5.52,793.53,3.06,19.97,1.426
entry_year,2026,39,0.4615,19.16,-21.11,747.34,2.79,19.47,1.892
entry_year,2024,257,0.4319,2.87,-21.91,736.51,2.54,19.94,1.145
entry_year,2020,97,0.4845,6.48,-18.49,628.91,2.79,19.9,1.385
entry_year,2018,177,0.4124,0.63,-17.34,112.06,2.7,19.94,1.041
entry_year,2015,108,0.3241,-7.05,-17.31,-761.52,2.57,19.75,0.598
entry_year,2022,120,0.3,-8.44,-29.66,-1013.32,2.66,19.71,0.678
exit_reason,time_exit,2001,0.4388,3.67,-16.98,7337.6,2.85,19.89,1.217
sector,XLK,662,0.4577,7.33,-18.54,4850.38,3.0,19.71,1.345
sector,XLY,307,0.4625,4.69,-15.42,1438.69,2.79,19.97,1.308
sector,XLF,453,0.4547,2.69,-15.17,1217.36,2.7,20.0,1.208
sector,XLV,260,0.4,0.74,-18.76,191.17,3.01,19.97,1.045
sector,XLI,133,0.391,0.44,-22.57,58.42,2.66,20.0,1.024
sector,XLP,186,0.3817,-2.25,-16.77,-418.42,2.7,20.0,0.832
signal,LONG,2001,0.4388,3.67,-16.98,7337.6,2.85,19.89,1.217
signal_quality,MEDIUM,530,0.4755,6.15,-15.06,3261.83,2.8,19.88,1.394
signal_quality,LOW,798,0.4386,3.41,-16.98,2719.22,2.96,19.92,1.206
signal_quality,HIGH,673,0.4101,2.02,-19.02,1356.55,2.76,19.87,1.11
ticker,GOOGL,119,0.5462,15.04,21.03,1790.31,3.41,20.0,2.135
ticker,HD,171,0.5088,6.87,13.22,1175.18,2.65,20.0,1.566
ticker,MSFT,135,0.5037,7.72,8.56,1041.77,3.03,20.0,1.612
ticker,UNH,142,0.4648,7.16,-14.81,1017.12,3.12,19.95,1.513
ticker,MU,107,0.3925,8.71,-36.22,932.42,3.03,19.36,1.291
ticker,META,112,0.4643,6.94,-17.57,776.93,2.9,19.91,1.371
ticker,MA,119,0.479,4.75,-15.33,565.11,3.08,20.0,1.36
ticker,V,149,0.4631,2.53,-16.05,377.42,2.44,20.0,1.184
ticker,AMD,96,0.3646,3.46,-40.67,332.46,2.7,19.05,1.11
ticker,BRK-B,185,0.4324,1.49,-14.5,274.83,2.66,20.0,1.123
ticker,AMZN,136,0.4044,1.94,-21.63,263.51,2.97,19.92,1.101
ticker,CAT,133,0.391,0.44,-22.57,58.42,2.66,20.0,1.024
ticker,NVDA,93,0.4409,-0.25,-30.59,-23.51,2.8,19.75,0.99
ticker,PG,186,0.3817,-2.25,-16.77,-418.42,2.7,20.0,0.832
ticker,LLY,118,0.322,-7.0,-21.32,-825.95,2.87,19.99,0.64
