group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2017,108,0.6296,1.3,12.14,140.48,4.77,19.64,1.098
entry_year,2016,91,0.5604,-0.07,12.08,-6.19,5.67,19.44,0.997
entry_year,2018,72,0.5417,-1.17,14.12,-84.41,5.31,19.98,0.939
entry_year,2015,91,0.4615,-8.73,-21.43,-794.3,4.24,19.43,0.618
exit_reason,take_profit,200,0.99,29.58,26.09,5916.56,5.26,19.53,1267.929
exit_reason,time_exit,4,0.5,-0.54,-5.06,-2.15,20.0,19.64,0.928
exit_reason,stop_loss,158,0.0,-42.14,-37.77,-6658.83,4.22,19.69,0.0
sector,XLK,108,0.5833,1.37,14.61,148.15,5.12,18.97,1.07
sector,OTHER,7,0.5714,6.17,26.36,43.19,10.14,17.16,1.294
sector,XLI,12,0.5,1.14,-6.02,13.63,6.08,20.0,1.062
sector,XLU,7,0.4286,-2.09,-26.55,-14.6,3.43,20.0,0.881
sector,XLB,6,0.5,-2.75,-6.51,-16.53,3.83,20.0,0.828
sector,XLE,12,0.4167,-8.17,-23.02,-98.09,3.33,20.0,0.509
sector,XLF,86,0.5581,-1.79,14.07,-154.27,5.17,19.99,0.904
sector,XLY,37,0.6216,-4.38,15.48,-161.96,4.97,19.76,0.789
sector,XLP,38,0.5263,-6.18,4.65,-234.77,3.68,20.0,0.505
sector,XLV,49,0.5102,-5.49,9.03,-269.17,5.02,19.95,0.716
signal,LONG,362,0.5525,-2.06,11.41,-744.42,4.97,19.6,0.889
signal_quality,HIGH,150,0.5867,0.54,13.73,81.01,5.36,19.57,1.03
signal_quality,MEDIUM,92,0.5435,-3.05,10.36,-280.33,4.32,19.5,0.831
signal_quality,LOW,120,0.5167,-4.54,7.91,-545.1,4.98,19.72,0.763
ticker,MSFT,31,0.7097,8.98,19.48,278.45,6.32,20.0,1.782
ticker,NVDA,39,0.641,7.07,21.18,275.72,6.08,18.7,1.372
ticker,MA,43,0.6744,5.98,17.83,256.94,5.07,20.0,1.452
ticker,MU,5,0.8,37.77,51.28,188.84,2.4,14.37,4.88
ticker,CAT,8,0.625,14.94,31.41,119.53,6.12,20.0,2.219
ticker,HD,26,0.6923,2.76,16.34,71.75,4.58,20.0,1.237
ticker,BTC-USD,7,0.5714,6.17,26.36,43.19,10.14,17.16,1.294
ticker,UNH,28,0.5714,0.76,17.27,21.22,5.18,20.0,1.046
ticker,TSLA,6,0.6667,1.02,30.41,6.1,6.67,18.5,1.036
ticker,DUK,7,0.4286,-2.09,-26.55,-14.6,3.43,20.0,0.881
ticker,LIN,6,0.5,-2.75,-6.51,-16.53,3.83,20.0,0.828
ticker,BAC,14,0.5714,-2.37,21.71,-33.17,3.07,19.93,0.89
ticker,JPM,5,0.4,-8.34,-29.23,-41.72,7.2,20.0,0.619
ticker,XOM,7,0.4286,-6.74,-21.22,-47.15,3.71,20.0,0.557
ticker,CVX,5,0.4,-10.19,-24.83,-50.94,2.8,20.0,0.453
ticker,JNJ,7,0.4286,-7.45,-18.68,-52.14,4.29,20.0,0.461
ticker,META,6,0.5,-9.7,-1.15,-58.2,3.83,19.58,0.654
ticker,V,3,0.3333,-20.58,-37.0,-61.74,4.67,20.0,0.225
ticker,LLY,8,0.5,-8.04,-6.3,-64.29,4.25,20.0,0.593
ticker,PG,4,0.25,-16.56,-25.12,-66.24,2.5,20.0,0.241
ticker,GOOGL,7,0.2857,-11.16,-19.28,-78.09,3.0,20.0,0.413
ticker,KO,30,0.6,-2.72,6.71,-81.69,3.7,20.0,0.722
ticker,COST,4,0.25,-21.71,-26.89,-86.84,4.75,20.0,0.075
ticker,DE,4,0.25,-26.48,-39.92,-105.9,6.0,20.0,0.136
ticker,GS,14,0.4286,-9.44,-27.94,-132.22,6.29,20.0,0.646
ticker,AAPL,9,0.4444,-14.91,-30.44,-134.2,2.33,20.0,0.368
ticker,AMD,5,0.4,-27.69,-70.86,-138.45,3.8,14.0,0.4
ticker,BRK-B,7,0.2857,-20.34,-27.17,-142.36,6.57,20.0,0.202
ticker,ABBV,6,0.3333,-28.99,-34.12,-173.96,6.17,19.61,0.237
ticker,INTC,6,0.1667,-30.99,-42.76,-185.92,4.0,20.0,0.137
ticker,AMZN,5,0.2,-47.96,-45.35,-239.81,5.0,20.0,0.189
