,equity,benchmark_spy_norm
2015-01-01,10000.0,1.0
2015-01-02,10000.0,1.0
2015-01-03,10000.0,1.0
2015-01-04,10000.0,1.0
2015-01-05,10000.0,0.9819402309308413
2015-01-06,10000.0,0.9726914091201323
2015-01-07,10000.0,0.9848125157857274
2015-01-08,10000.0,1.0022876747910543
2015-01-09,10000.0,0.9942560581316587
2015-01-10,10000.0,0.9942560581316587
2015-01-11,10000.0,0.9942560581316587
2015-01-12,10000.0,0.9864671470311352
2015-01-13,10000.0,0.9836926260562087
2015-01-14,10000.0,0.9777539636526451
2015-01-15,10000.0,0.968796998415687
2015-01-16,10000.0,0.981501818228784
2015-01-17,10000.0,0.981501818228784
2015-01-18,10000.0,0.981501818228784
2015-01-19,10000.0,0.981501818228784
2015-01-20,10000.0,0.98359549001768
2015-01-21,10000.0,0.9885607291283982
2015-01-22,10000.0,1.0032614568504317
2015-01-23,10000.0,0.9977612968405584
2015-01-24,10000.0,0.9977612968405584
2015-01-25,10000.0,0.9977612968405584
2015-01-26,10000.0,1.0000970463468957
2015-01-27,10000.0,0.9869056494248255
2015-01-28,10000.0,0.9742489043270114
2015-01-29,10000.0,0.9832543927374173
2015-01-30,10000.0,0.970890221746418
2015-01-31,10000.0,0.970890221746418
2015-02-01,10000.0,0.970890221746418
2015-02-02,10000.0,0.9829139232985856
2015-02-03,10000.0,0.9971278048367469
2015-02-04,10000.0,0.9933310683206282
2015-02-05,10000.0,1.0033589516554924
2015-02-06,10000.0,1.0005842512972998
2015-02-07,10000.0,1.0005842512972998
2015-02-08,10000.0,1.0005842512972998
2015-02-09,10000.0,0.9961056789871877
2015-02-10,10000.0,1.0067176342360855
2015-02-11,10000.0,1.0073015267668535
2015-02-12,10000.0,1.0169888509712528
2015-02-13,10000.0,1.0211752079410819
2015-02-14,10000.0,1.0211752079410819
2015-02-15,10000.0,1.0211752079410819
2015-02-16,10000.0,1.0211752079410819
2015-02-17,10000.0,1.022781495396308
2015-02-18,10000.0,1.0228790798930014
2015-02-19,10000.0,1.0221485415422942
2015-02-20,10000.0,1.028282283247612
2015-02-21,10000.0,1.028282283247612
2015-02-22,10000.0,1.028282283247612
2015-02-23,10000.0,1.0281362652691035
2015-02-24,10000.0,1.0310568042225385
2015-02-25,10000.0,1.0301804272765889
2015-02-26,10000.0,1.0289634912001746
2015-02-27,10000.0,1.0254588803327058
2015-02-28,10000.0,1.0254588803327058
2015-03-01,10000.0,1.0254588803327058
2015-03-02,10000.0,1.0319331811684882
2015-03-03,10000.0,1.0276978525670464
2015-03-04,10000.0,1.0233656570019747
2015-03-05,10000.0,1.0244850085816954
2015-03-06,10000.0,1.0100764065083119
2015-03-07,10000.0,1.0100764065083119
2015-03-08,10000.0,1.0100764065083119
2015-03-09,10000.0,1.014262942861407
