date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_state,entry_price,exit_price,holding_days,net_pnl,exit_reason,sector,capacity_warning
2017-05-03,2017-05-04,2017-05-05,BTC-USD,LONG,MEDIUM,58.56,0.78,15.0,bull,1492.5914,1607.9576,1,116.07,take_profit,OTHER,False
2017-07-13,2017-07-14,2017-07-15,BTC-USD,LONG,MEDIUM,66.9,0.27,15.0,bull,2363.5474,2216.1759,1,-94.74,stop_loss,OTHER,False
2017-07-15,2017-07-16,2017-07-17,BTC-USD,LONG,MEDIUM,67.6,0.25,15.0,bull,1994.476,2148.6437,1,116.33,take_profit,OTHER,False
2017-07-16,2017-07-17,2017-07-18,BTC-USD,LONG,MEDIUM,68.68,0.82,15.0,bull,1935.0418,2084.6152,1,115.76,take_profit,OTHER,False
2017-07-17,2017-07-18,2017-07-20,BTC-USD,LONG,MEDIUM,69.43,0.67,15.0,bull,2236.3185,2409.1808,2,120.32,take_profit,OTHER,False
2017-07-18,2017-07-19,2017-07-20,BTC-USD,LONG,MEDIUM,66.0,0.34,15.0,bull,2325.9906,2505.7846,1,119.69,take_profit,OTHER,False
2017-07-19,2017-07-20,2017-07-21,BTC-USD,LONG,MEDIUM,65.46,0.38,15.0,bull,2272.7336,2448.4112,1,118.92,take_profit,OTHER,False
2017-07-20,2017-07-21,2017-07-22,BTC-USD,LONG,MEDIUM,64.21,0.73,15.0,bull,2841.9652,2664.7648,1,-101.73,stop_loss,OTHER,False
2017-07-21,2017-07-22,2017-07-25,BTC-USD,LONG,MEDIUM,63.15,1.18,15.0,bull,2671.9725,2505.3714,3,-98.45,stop_loss,OTHER,False
2017-07-22,2017-07-23,2017-07-25,BTC-USD,LONG,MEDIUM,68.04,1.08,15.0,bull,2811.6173,2636.3093,2,-99.2,stop_loss,OTHER,False
2017-07-23,2017-07-24,2017-07-25,BTC-USD,LONG,MEDIUM,67.09,1.43,15.0,bull,2736.1227,2565.5219,1,-98.33,stop_loss,OTHER,False
2017-07-24,2017-07-25,2017-07-26,BTC-USD,LONG,MEDIUM,68.45,1.33,15.0,bull,2760.9538,2588.8048,1,-98.69,stop_loss,OTHER,False
2017-07-25,2017-07-26,2017-07-28,BTC-USD,LONG,MEDIUM,64.62,1.36,15.0,bull,2580.9987,2780.5061,2,117.35,take_profit,OTHER,False
