group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,profit_factor,raw_sharpe_proxy,avg_confidence,avg_expected_return,avg_rank_score,avg_holding_days
expected_return_decile,E5,58,0.6034,-0.45,8.27,-25.96,0.971,-0.013,51.3,0.3084,-0.2287,3.09
expected_return_decile,E8,58,0.5517,-0.61,7.8,-35.61,0.964,-0.016,51.16,0.49,0.0708,3.45
expected_return_decile,E2,58,0.569,-0.68,8.7,-39.46,0.941,-0.026,51.03,0.1305,-0.118,3.28
expected_return_decile,E7,58,0.4828,-2.23,-2.79,-129.37,0.879,-0.057,51.27,0.4148,-0.1164,3.26
expected_return_decile,E1,59,0.5085,-3.22,3.38,-190.13,0.808,-0.087,50.89,-0.0549,-0.1228,2.86
expected_return_decile,E6,58,0.5,-5.4,-3.8,-313.07,0.705,-0.155,51.43,0.3579,-0.0215,3.07
expected_return_decile,E3,58,0.4655,-7.37,-6.89,-427.19,0.566,-0.252,51.18,0.2076,-0.1162,3.05
holding_days_bucket,2-3d,139,0.6043,0.97,16.21,134.7,1.053,0.023,51.54,0.3559,-0.0278,2.39
holding_days_bucket,1d,162,0.5864,-0.05,13.43,-7.73,0.997,-0.001,51.35,0.3273,-0.1143,1.0
holding_days_bucket,4-5d,281,0.5089,-1.9,0.85,-534.55,0.867,-0.058,51.18,0.3879,-0.0006,4.78
rank_score_decile,R10,59,0.6271,6.61,23.13,390.17,1.353,0.133,51.41,0.5134,1.3276,3.59
rank_score_decile,R2,58,0.6207,5.94,10.78,344.71,1.548,0.185,51.07,0.3691,-0.7438,3.16
rank_score_decile,R3,58,0.569,1.62,11.34,94.19,1.135,0.055,51.6,0.3347,-0.4082,3.21
rank_score_decile,R5,58,0.6379,1.52,13.25,88.36,1.124,0.049,51.21,0.3297,0.0,2.62
rank_score_decile,R7,58,0.5345,-1.23,5.34,-71.26,0.928,-0.033,51.53,0.3521,0.0,3.0
rank_score_decile,R9,58,0.5,-2.46,-0.15,-142.42,0.874,-0.06,51.3,0.3566,0.5452,3.24
rank_score_decile,R8,58,0.4828,-3.37,-2.29,-195.59,0.814,-0.09,51.72,0.3774,0.0518,3.12
rank_score_decile,R1,59,0.5424,-4.25,4.43,-250.53,0.677,-0.166,51.34,0.2744,-1.1167,2.98
rank_score_decile,R4,58,0.5,-4.46,-0.84,-258.8,0.756,-0.123,51.0,0.3409,-0.0484,3.36
rank_score_decile,R6,58,0.5172,-7.01,0.78,-406.41,0.642,-0.187,50.98,0.385,0.0,3.26
regime_state,neutral,241,0.5726,0.76,8.91,182.67,1.046,0.019,51.16,0.4175,-0.0788,3.3
regime_state,bull,341,0.5396,-1.73,7.37,-590.25,0.89,-0.05,51.42,0.3252,-0.0105,3.05
sector,XLK,96,0.5833,2.73,22.21,261.92,1.131,0.055,51.35,0.4705,0.5572,3.12
sector,XLY,18,0.5,1.58,4.15,28.37,1.079,0.034,51.72,0.4067,-0.2902,2.94
sector,XLV,208,0.5577,0.01,8.09,1.07,1.0,0.0,51.22,0.3347,-0.1746,3.27
sector,XLP,51,0.6078,-0.16,11.35,-8.15,0.986,-0.006,51.35,0.3376,-0.3398,3.0
sector,OTHER,7,0.4286,-13.89,-13.16,-97.24,0.383,-0.422,52.23,0.6071,0.3157,3.71
sector,XLE,45,0.5111,-2.28,4.37,-102.38,0.834,-0.076,51.77,0.3764,-0.3222,2.89
sector,XLF,112,0.5625,-1.64,7.42,-183.89,0.892,-0.049,51.13,0.3152,-0.1505,3.04
sector,XLI,45,0.4667,-6.83,-7.86,-307.28,0.681,-0.168,51.35,0.3487,0.2658,3.4
signal_quality,LOW,102,0.5784,1.99,8.77,202.74,1.165,0.064,51.65,0.3433,-0.7122,2.99
signal_quality,MEDIUM,139,0.5683,-2.05,10.78,-284.91,0.869,-0.061,51.42,0.3063,-0.2054,3.08
signal_quality,HIGH,341,0.5396,-0.95,6.8,-325.41,0.945,-0.025,51.17,0.3927,0.2306,3.23
ticker,NVDA,59,0.6441,8.47,30.15,499.63,1.438,0.165,51.43,0.5195,0.7993,3.02
ticker,XOM,26,0.5769,3.88,5.42,101.0,1.393,0.134,51.47,0.3431,-0.4496,2.85
ticker,AMZN,5,0.6,9.4,43.12,47.02,1.51,0.206,52.25,0.48,0.0983,2.6
ticker,GOOGL,9,0.5556,4.46,26.46,40.18,1.27,0.115,51.14,0.4,-0.228,3.78
ticker,MU,4,0.5,9.61,11.3,38.44,1.353,0.148,51.4,0.4775,1.0322,3.75
ticker,MA,57,0.5789,0.57,11.35,32.46,1.038,0.016,51.2,0.3084,-0.1881,2.72
ticker,META,5,0.8,5.44,9.49,27.18,1.565,0.191,50.9,0.412,0.41,3.0
ticker,LLY,48,0.5833,0.51,12.16,24.35,1.036,0.016,51.14,0.299,-0.0302,3.33
ticker,UNH,110,0.5545,0.18,7.54,19.34,1.012,0.005,51.36,0.3857,-0.0951,3.18
ticker,GS,6,0.5,1.69,9.04,10.12,1.094,0.043,51.37,0.47,0.4406,2.67
ticker,COST,41,0.6341,0.24,14.06,9.88,1.02,0.009,51.5,0.3556,-0.2605,3.1
ticker,TSLA,4,0.5,2.4,-3.02,9.6,1.071,0.034,50.71,0.4575,0.8465,3.0
ticker,INTC,5,0.6,0.56,2.89,2.81,1.042,0.018,50.67,0.196,0.1989,3.4
ticker,ABBV,9,0.5556,-1.61,15.06,-14.53,0.931,-0.034,51.33,0.2433,0.4745,3.33
ticker,PG,10,0.5,-1.8,-2.91,-18.03,0.823,-0.09,50.75,0.264,-0.6653,2.6
ticker,BAC,4,0.5,-5.4,-9.45,-21.61,0.686,-0.17,51.8,0.5925,0.5784,3.5
ticker,BRK-B,5,0.4,-5.1,-9.47,-25.5,0.52,-0.286,50.42,0.188,-0.698,5.0
ticker,JNJ,41,0.5366,-0.69,8.02,-28.09,0.926,-0.034,50.92,0.2598,-0.6995,3.44
ticker,HD,9,0.4444,-3.14,-6.09,-28.25,0.789,-0.108,51.89,0.3433,-1.0113,3.11
ticker,MSFT,3,0.3333,-18.71,-35.91,-56.12,0.3,-0.615,51.4,0.3433,-0.3955,2.33
ticker,DE,5,0.2,-14.59,-23.76,-72.96,0.285,-0.583,50.94,0.302,-0.2229,4.6
ticker,AAPL,7,0.2857,-11.32,-10.82,-79.24,0.463,-0.329,51.25,0.3143,0.2171,3.43
ticker,V,10,0.6,-8.5,10.46,-84.97,0.562,-0.24,51.09,0.221,-0.3907,3.1
ticker,JPM,30,0.5667,-3.15,2.11,-94.39,0.783,-0.108,51.0,0.3127,-0.1232,3.3
ticker,BTC-USD,7,0.4286,-13.89,-13.16,-97.24,0.383,-0.422,52.23,0.6071,0.3157,3.71
ticker,CVX,19,0.4211,-10.7,-4.33,-203.38,0.431,-0.373,52.18,0.4221,-0.1478,2.95
ticker,AMD,4,0.25,-52.74,-84.07,-210.96,0.174,-0.939,51.97,0.685,0.2204,2.5
ticker,CAT,40,0.5,-5.86,-2.7,-234.32,0.728,-0.139,51.4,0.3545,0.3269,3.25
