group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
ticker,OXY,6,0.3333,-20.61,-18.93,-123.66,4.33,14.25,0.288
ticker,NOW,14,0.3571,-8.97,-13.66,-125.56,4.21,17.91,0.585
ticker,GOOGL,4,0.25,-32.16,-52.94,-128.66,2.5,19.69,0.237
ticker,CCI,5,0.2,-30.69,-38.27,-153.44,3.8,20.0,0.1
ticker,CRM,4,0.25,-38.88,-52.31,-155.52,2.25,19.1,0.169
ticker,EXC,9,0.3333,-18.85,-28.04,-169.68,3.33,20.0,0.268
ticker,GE,7,0.2857,-25.44,-24.19,-178.07,3.43,19.92,0.251
ticker,DOW,6,0.3333,-30.25,-65.37,-181.48,2.33,20.0,0.332
ticker,VLO,4,0.0,-46.52,-46.55,-186.08,2.5,20.0,0.0
ticker,BA,19,0.3158,-10.7,-27.37,-203.32,3.32,19.53,0.51
ticker,QCOM,10,0.5,-20.7,-24.0,-206.97,3.7,20.0,0.304
ticker,CVX,6,0.3333,-35.73,-58.01,-214.36,3.33,20.0,0.234
ticker,ADBE,4,0.0,-54.77,-60.19,-219.09,2.25,19.07,0.0
ticker,AMAT,5,0.0,-45.19,-48.83,-225.96,3.4,20.0,0.0
