date,regime,bull_fraction,n_long,n_total,gross_exposure,target_spy_weight,target_qqq_weight,target_bil_weight,target_ief_weight,target_gld_weight,target_cash_weight
2015-02-06,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-09,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-10,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-11,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-12,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-13,risk_on,1.0,146,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-02-17,risk_on,0.884,129,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-02-18,risk_on,0.0,0,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-02-19,risk_on,1.0,146,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-02-20,risk_on,0.0,0,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-02-23,risk_on,0.0,0,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-02-24,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-25,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-26,risk_off,0.973,142,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-02-27,risk_off,0.979,143,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-02,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-03,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-04,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-05,risk_on,1.0,146,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-03-06,risk_off,0.918,134,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-09,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-10,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-11,risk_off,0.973,142,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-12,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-13,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-16,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-17,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-18,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-19,risk_off,0.308,45,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-20,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-23,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-24,risk_off,0.185,27,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-25,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-26,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-27,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-30,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-03-31,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-01,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-02,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-06,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-07,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-08,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-09,risk_on,1.0,146,146,1.1188,0.4475,0.6713,0.0,0.0,0.0,0.0
2015-04-10,risk_on,1.0,146,146,1.1188,0.4475,0.6713,0.0,0.0,0.0,0.0
2015-04-13,risk_on,1.0,146,146,1.1188,0.4475,0.6713,0.0,0.0,0.0,0.0
2015-04-14,risk_on,0.0,0,146,1.1188,0.4475,0.6713,0.0,0.0,0.0,0.0
2015-04-15,risk_on,1.0,146,146,1.1188,0.4475,0.6713,0.0,0.0,0.0,0.0
2015-04-16,risk_on,0.0,0,146,1.2263,0.4905,0.7358,0.0,0.0,0.0,0.0
2015-04-17,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-20,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-21,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-22,risk_off,0.904,132,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-23,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-24,risk_off,0.158,23,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-27,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-28,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-29,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-04-30,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-01,risk_on,1.0,146,146,1.1166,0.4466,0.6699,0.0,0.0,0.0,0.0
2015-05-04,risk_on,0.973,142,146,1.1166,0.4466,0.6699,0.0,0.0,0.0,0.0
2015-05-05,risk_on,0.0,0,146,1.1166,0.4466,0.6699,0.0,0.0,0.0,0.0
2015-05-06,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-07,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-08,risk_off,0.918,134,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-11,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-12,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-13,risk_off,0.103,15,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-14,risk_off,0.171,25,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-15,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-18,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-19,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-20,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-21,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-22,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-26,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-05-27,risk_on,1.0,146,146,1.0115,0.4046,0.6069,0.0,0.0,0.0,0.0
2015-05-28,risk_on,1.0,146,146,1.0115,0.4046,0.6069,0.0,0.0,0.0,0.0
2015-05-29,risk_on,0.0,0,146,1.0115,0.4046,0.6069,0.0,0.0,0.0,0.0
2015-06-01,risk_on,0.123,18,146,1.1673,0.4669,0.7004,0.0,0.0,0.0,0.0
2015-06-02,risk_on,0.0,0,146,1.1673,0.4669,0.7004,0.0,0.0,0.0,0.0
2015-06-03,risk_on,0.0,0,146,1.1673,0.4669,0.7004,0.0,0.0,0.0,0.0
2015-06-04,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-05,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-08,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-09,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-10,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-11,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-12,risk_on,1.0,146,146,1.25,0.5,0.75,0.0,0.0,0.0,0.0
2015-06-15,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-16,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-17,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-18,risk_off,0.911,133,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-19,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-22,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-23,risk_on,1.0,146,146,1.244,0.4976,0.7464,0.0,0.0,0.0,0.0
2015-06-24,risk_on,0.0,0,146,1.244,0.4976,0.7464,0.0,0.0,0.0,0.0
2015-06-25,risk_on,0.0,0,146,1.244,0.4976,0.7464,0.0,0.0,0.0,0.0
2015-06-26,risk_on,0.0,0,146,1.244,0.4976,0.7464,0.0,0.0,0.0,0.0
2015-06-29,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-06-30,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-01,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-02,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-06,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-07,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-08,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-09,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-10,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-13,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-14,risk_on,0.315,46,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-15,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-16,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-17,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-20,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-21,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-22,risk_on,1.0,146,146,0.9417,0.3767,0.565,0.0,0.0,0.0,0.0583
2015-07-23,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-24,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-27,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-28,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-29,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-30,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-07-31,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-03,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-04,risk_on,1.0,146,146,0.9989,0.3996,0.5994,0.0,0.0,0.0,0.0011
2015-08-05,risk_on,0.966,141,146,1.1233,0.4493,0.674,0.0,0.0,0.0,0.0
2015-08-06,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-07,risk_off,0.164,24,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-10,risk_off,0.062,9,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-11,risk_off,0.048,7,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-12,risk_off,0.055,8,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-13,risk_off,0.007,1,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-14,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-17,risk_off,0.027,4,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-18,risk_off,0.171,25,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-19,risk_off,0.151,22,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-20,risk_off,0.438,64,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-21,risk_off,0.959,140,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-24,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-25,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-26,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-27,risk_off,0.685,100,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-28,risk_off,0.993,145,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-08-31,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-01,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-02,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-03,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-04,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-08,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-09,risk_off,0.884,129,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-10,risk_off,0.904,132,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-11,risk_off,0.973,142,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-14,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-15,risk_off,0.548,80,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-16,risk_off,0.918,134,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-17,risk_off,0.555,81,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-18,risk_off,0.507,74,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-21,risk_off,0.274,40,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-22,risk_off,0.048,7,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-23,risk_off,0.932,136,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-24,risk_off,0.336,49,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-25,risk_off,0.082,12,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-28,risk_off,0.137,20,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-29,risk_off,0.014,2,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-09-30,risk_off,0.233,34,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-01,risk_off,0.089,13,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-02,risk_off,0.041,6,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-05,risk_off,0.418,61,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-06,risk_off,0.301,44,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-07,risk_off,0.014,2,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-08,risk_off,0.61,89,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-09,risk_off,0.959,140,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-12,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-13,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-14,risk_off,0.979,143,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-15,risk_off,0.808,118,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-16,risk_off,0.966,141,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-19,risk_off,0.418,61,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-20,risk_off,0.815,119,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-21,risk_off,0.288,42,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-22,risk_off,0.137,20,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-23,risk_off,0.027,4,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-26,risk_off,0.055,8,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-27,risk_off,0.082,12,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-28,risk_off,0.096,14,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-29,risk_off,0.103,15,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-10-30,risk_off,0.082,12,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-02,risk_off,0.123,18,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-03,risk_off,0.205,30,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-04,risk_off,0.027,4,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-05,risk_off,0.041,6,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-06,risk_off,0.445,65,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-09,risk_off,0.274,40,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-10,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-11,risk_off,0.089,13,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-12,risk_off,0.781,114,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-13,risk_off,0.89,130,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-16,risk_off,0.178,26,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-17,risk_off,0.075,11,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-18,risk_off,0.007,1,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-19,risk_off,0.096,14,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-20,risk_off,0.075,11,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-23,risk_off,0.116,17,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-24,risk_off,0.363,53,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-11-25,risk_on,0.664,97,146,1.0996,0.4399,0.6598,0.0,0.0,0.0,0.0
2015-11-27,risk_on,0.233,34,146,1.0996,0.4399,0.6598,0.0,0.0,0.0,0.0
2015-11-30,risk_on,0.185,27,146,1.0996,0.4399,0.6598,0.0,0.0,0.0,0.0
2015-12-01,risk_on,0.007,1,146,1.0996,0.4399,0.6598,0.0,0.0,0.0,0.0
2015-12-02,risk_on,0.815,119,146,1.0996,0.4399,0.6598,0.0,0.0,0.0,0.0
2015-12-03,risk_on,0.89,130,146,1.0996,0.4399,0.6598,0.0,0.0,0.0,0.0
2015-12-04,risk_on,0.842,123,146,0.8757,0.3503,0.5254,0.0,0.0,0.0,0.1243
2015-12-07,risk_on,0.993,145,146,0.8757,0.3503,0.5254,0.0,0.0,0.0,0.1243
2015-12-08,risk_on,0.815,119,146,0.8757,0.3503,0.5254,0.0,0.0,0.0,0.1243
2015-12-09,risk_off,0.144,21,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-10,risk_off,0.144,21,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-11,risk_off,0.11,16,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-14,risk_off,0.226,33,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-15,risk_off,0.068,10,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-16,risk_off,0.308,45,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-17,risk_off,0.089,13,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-18,risk_off,0.021,3,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-21,risk_off,0.281,41,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-22,risk_off,0.267,39,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-23,risk_off,0.082,12,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2015-12-24,risk_on,0.904,132,146,0.7656,0.3062,0.4594,0.0,0.0,0.0,0.2344
2015-12-28,risk_on,0.993,145,146,0.7656,0.3062,0.4594,0.0,0.0,0.0,0.2344
2015-12-29,risk_on,1.0,146,146,0.7656,0.3062,0.4594,0.0,0.0,0.0,0.2344
2015-12-30,risk_on,0.979,143,146,0.7656,0.3062,0.4594,0.0,0.0,0.0,0.2344
2015-12-31,risk_off,0.904,132,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-04,risk_off,0.671,98,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-05,risk_off,0.733,107,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-06,risk_off,0.986,144,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-07,risk_off,0.986,144,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-08,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-11,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-12,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-13,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-14,risk_off,0.171,25,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-15,risk_off,0.301,44,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-19,risk_off,0.116,17,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-20,risk_off,0.37,54,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-21,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-22,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-25,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-26,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-27,risk_off,0.993,145,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-28,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-01-29,risk_off,0.979,143,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-01,risk_off,0.993,145,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-02,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-03,risk_off,0.884,129,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-04,risk_off,0.925,135,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-05,risk_off,0.836,122,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-08,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-09,risk_off,0.74,108,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-10,risk_off,0.582,85,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-11,risk_off,0.589,86,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-12,risk_off,0.459,67,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-16,risk_off,0.322,47,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-17,risk_off,0.048,7,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-18,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-19,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-22,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-23,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-24,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-25,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-26,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-02-29,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-01,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-02,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-03,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-04,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-07,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-08,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-09,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-10,risk_off,0.0,0,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-11,neutral,1.0,146,146,0.5835,0.3209,0.1459,0.1167,0.0,0.0,0.4165
2016-03-14,neutral,0.589,86,146,0.5835,0.3209,0.1459,0.1167,0.0,0.0,0.4165
2016-03-15,neutral,0.322,47,146,0.5835,0.3209,0.1459,0.1167,0.0,0.0,0.4165
2016-03-16,neutral,0.295,43,146,0.5835,0.3209,0.1459,0.1167,0.0,0.0,0.4165
2016-03-17,neutral,0.233,34,146,0.7019,0.386,0.1755,0.1404,0.0,0.0,0.2981
2016-03-18,neutral,0.24,35,146,0.7019,0.386,0.1755,0.1404,0.0,0.0,0.2981
2016-03-21,risk_off,0.466,68,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-22,risk_off,1.0,146,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-23,risk_off,0.452,66,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-24,risk_off,0.356,52,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
2016-03-28,risk_off,0.329,48,146,1.0,0.0,0.0,0.5,0.35,0.15,0.0
