date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,rank_score,rank_orientation,rank_orientation_corr,conformal_singleton,conformal_set_size,conformal_qhat,position_pct,regime_state,entry_price,exit_price,holding_days,net_pnl,exit_reason,sector,capacity_warning
2025-11-25,2025-11-26,2025-12-01,AAPL,LONG,HIGH,51.96,0.44,0.0,1.0,,False,2,0.5239933133125305,20.0,bull,277.0674,280.7057,2,26.23,take_profit,XLK,False
2025-12-01,2025-12-02,2025-12-09,GOOGL,LONG,HIGH,51.62,0.67,0.0,1.0,,False,2,0.5239933133125305,20.0,bull,316.7553,316.4114,5,-2.24,time_exit,XLK,False
2025-12-08,2025-12-09,2025-12-12,NVDA,LONG,HIGH,50.8,0.17,0.0,1.0,,False,2,0.5239933133125305,20.0,bull,185.8244,178.6604,3,-77.34,stop_loss,XLK,False
2025-12-10,2025-12-11,2025-12-12,GOOGL,LONG,LOW,53.6,0.59,0.0,1.0,,True,1,0.5239933133125305,20.0,bull,320.3082,309.3442,1,-68.64,stop_loss,XLK,False
2025-12-05,2025-12-08,2025-12-15,AAPL,LONG,HIGH,52.0,0.45,0.0,1.0,,False,2,0.5239933133125305,20.0,bull,278.2347,273.4942,5,-34.37,time_exit,XLK,False
2025-12-12,2025-12-15,2025-12-16,AMZN,LONG,MEDIUM,54.35,0.57,0.0,1.0,,True,1,0.5239933133125305,20.0,bull,228.2635,222.8036,1,-47.43,stop_loss,XLY,False
2025-12-12,2025-12-15,2025-12-17,GOOGL,LONG,LOW,52.33,0.59,0.0,1.0,,False,2,0.5239933133125305,20.0,bull,311.5381,300.9827,2,-67.12,stop_loss,XLK,False
2025-12-10,2025-12-11,2025-12-18,MSFT,LONG,MEDIUM,50.86,0.42,0.0,1.0,,False,2,0.5239933133125305,20.0,bull,476.1549,482.2581,5,25.64,time_exit,XLK,False
2025-12-17,2025-12-18,2025-12-22,GOOGL,LONG,LOW,52.96,0.17,0.0,1.0,,True,1,0.5239933133125305,20.0,neutral,301.9354,308.6681,2,43.18,take_profit,XLK,False
2025-12-18,2025-12-19,2025-12-22,NVDA,LONG,MEDIUM,50.66,0.37,0.0,1.0,,False,2,0.5239933133125305,20.0,neutral,176.9233,181.7394,1,53.13,take_profit,XLK,False
