ticker,trades,win_rate,avg_pnl,median_pnl,total_pnl,long_trades,short_trades
AMZN,40,0.8,56.7965,32.33,2271.86,40,0
MSFT,57,0.6842,38.1653,26.52,2175.42,57,0
TSLA,15,1.0,101.262,94.16,1518.93,15,0
GOOGL,24,0.875,38.9304,20.98,934.33,23,1
MU,93,0.3118,-67.1866,-66.77,-6248.35,93,0
