date,score_column,rank_ic,n_names
2015-02-06,confidence,0.057076,146
2015-02-06,expected_return,0.219612,146
2015-02-06,p_up_raw,0.044612,146
2015-02-09,confidence,0.187646,146
2015-02-09,expected_return,0.140532,146
2015-02-09,p_up_raw,0.159366,146
2015-02-10,confidence,0.011673,146
2015-02-10,expected_return,0.375292,146
2015-02-10,p_up_raw,-0.009782,146
2015-02-11,confidence,0.077496,146
2015-02-11,expected_return,0.185517,146
2015-02-11,p_up_raw,0.023737,146
2015-02-12,confidence,0.121477,146
2015-02-12,expected_return,0.02438,146
2015-02-12,p_up_raw,0.249914,146
2015-02-13,confidence,0.265982,146
2015-02-13,expected_return,-0.009762,146
2015-02-13,p_up_raw,0.233025,146
2015-02-17,confidence,0.125742,146
2015-02-17,expected_return,0.111295,146
2015-02-17,p_up_raw,-0.054081,146
2015-02-18,confidence,-0.085033,146
2015-02-18,expected_return,0.100448,146
2015-02-18,p_up_raw,0.050564,146
2015-02-19,confidence,-0.175744,146
2015-02-19,expected_return,0.141006,146
2015-02-19,p_up_raw,-0.211232,146
2015-02-20,confidence,0.199947,146
2015-02-20,expected_return,-0.081662,146
2015-02-20,p_up_raw,-0.184103,146
2015-02-23,confidence,-0.056038,146
2015-02-23,expected_return,-0.141696,146
2015-02-23,p_up_raw,-0.258756,146
2015-02-24,confidence,-0.035064,146
2015-02-24,expected_return,-0.125227,146
2015-02-24,p_up_raw,-0.073082,146
2015-02-25,confidence,-0.032312,146
2015-02-25,expected_return,-0.134759,146
2015-02-25,p_up_raw,-0.112576,146
2015-02-26,confidence,0.050947,146
2015-02-26,expected_return,0.139001,146
2015-02-26,p_up_raw,-0.236416,146
2015-02-27,confidence,-0.119097,146
2015-02-27,expected_return,-0.054611,146
2015-02-27,p_up_raw,-0.119097,146
2015-03-02,confidence,-0.000675,146
2015-03-02,expected_return,0.00937,146
2015-03-02,p_up_raw,0.035389,146
2015-03-03,confidence,-0.114569,146
2015-03-03,expected_return,0.073334,146
2015-03-03,p_up_raw,0.106678,146
2015-03-04,confidence,0.142045,146
2015-03-04,expected_return,-0.03542,146
2015-03-04,p_up_raw,-0.169608,146
2015-03-05,confidence,-0.187402,146
2015-03-05,expected_return,0.011262,146
2015-03-05,p_up_raw,0.183905,146
2015-03-06,confidence,0.126894,146
2015-03-06,expected_return,0.121464,146
2015-03-06,p_up_raw,0.153887,146
2015-03-09,confidence,0.102242,146
2015-03-09,expected_return,0.184973,146
2015-03-09,p_up_raw,0.119589,146
2015-03-10,confidence,0.201259,146
2015-03-10,expected_return,0.060669,146
2015-03-10,p_up_raw,0.204984,146
2015-03-11,confidence,0.165944,146
2015-03-11,expected_return,0.141531,146
2015-03-11,p_up_raw,0.218357,146
2015-03-12,confidence,-0.130091,146
2015-03-12,expected_return,0.140173,146
2015-03-12,p_up_raw,0.189027,146
2015-03-13,confidence,0.095587,146
2015-03-13,expected_return,0.099858,146
2015-03-13,p_up_raw,0.120011,146
2015-03-16,confidence,-0.039422,146
2015-03-16,expected_return,-0.126164,146
2015-03-16,p_up_raw,0.106382,146
2015-03-17,confidence,0.095828,146
2015-03-17,expected_return,0.007421,146
2015-03-17,p_up_raw,-0.020488,146
2015-03-18,confidence,0.174934,146
2015-03-18,expected_return,0.056736,146
2015-03-18,p_up_raw,-0.264453,146
2015-03-19,confidence,0.003346,146
2015-03-19,expected_return,-0.129191,146
2015-03-19,p_up_raw,-0.063339,146
2015-03-20,confidence,-0.107229,146
2015-03-20,expected_return,-0.06687,146
2015-03-20,p_up_raw,0.046519,146
2015-03-23,confidence,0.15256,146
2015-03-23,expected_return,-0.041917,146
2015-03-23,p_up_raw,-0.187066,146
2015-03-24,confidence,-0.007934,146
2015-03-24,expected_return,0.106221,146
2015-03-24,p_up_raw,0.024246,146
2015-03-25,confidence,0.11321,146
2015-03-25,expected_return,0.188536,146
2015-03-25,p_up_raw,0.227204,146
2015-03-26,confidence,0.013133,146
2015-03-26,expected_return,0.091217,146
2015-03-26,p_up_raw,0.013133,146
2015-03-27,confidence,0.129951,146
2015-03-27,expected_return,0.166375,146
2015-03-27,p_up_raw,-0.050995,146
2015-03-30,confidence,0.124088,146
2015-03-30,expected_return,0.140567,146
2015-03-30,p_up_raw,-0.029178,146
2015-03-31,confidence,-0.059402,146
2015-03-31,expected_return,0.136892,146
2015-03-31,p_up_raw,0.071072,146
2015-04-01,confidence,-0.016471,146
2015-04-01,expected_return,0.121522,146
2015-04-01,p_up_raw,0.129402,146
2015-04-02,confidence,0.147064,146
2015-04-02,expected_return,0.038401,146
2015-04-02,p_up_raw,0.147064,146
2015-04-06,confidence,0.071906,146
2015-04-06,expected_return,0.096195,146
2015-04-06,p_up_raw,0.071906,146
2015-04-07,confidence,0.211879,146
2015-04-07,expected_return,0.01088,146
2015-04-07,p_up_raw,0.211879,146
2015-04-08,confidence,0.275216,146
2015-04-08,expected_return,-0.086576,146
2015-04-08,p_up_raw,0.275216,146
2015-04-09,confidence,0.040241,146
2015-04-09,expected_return,-0.043039,146
2015-04-09,p_up_raw,0.066372,146
