,equity,benchmark_spy_norm
2018-05-11,10000.0,1.0
2018-05-14,10000.0,1.0004766570318493
2018-05-15,10000.0,0.9935862037279743
2018-05-16,10000.0,0.997764293730593
2018-05-17,10000.0,0.9969217904027904
2018-05-18,10000.0,0.9944290867613256
2018-05-21,10000.0,1.0019058687163003
2018-05-22,10000.0,0.9991202222441888
2018-05-23,10000.0,1.0018691638466146
2018-05-24,10000.0,0.9998165389358297
2018-05-25,10000.0,0.9974344561774865
2018-05-29,10000.0,0.985962728862773
2018-05-30,10000.0,0.9991202222441888
2018-05-31,10000.0,0.9929996219398423
2018-06-01,10000.0,1.0027488150339097
2018-06-04,10000.0,1.0075132969718863
2018-06-05,10000.0,1.0082462552489546
2018-06-06,10000.0,1.0166758449935633
2018-06-07,10000.0,1.0165660468057967
2018-06-08,10000.0,1.0195711630849253
2018-06-11,10000.0,1.0209270915985211
2018-06-12,10000.0,1.0222464418109474
2018-06-13,10000.0,1.0189847711495674
2018-06-14,10000.0,1.0215503149720808
2018-06-15,10000.0,1.0202471022454647
2018-06-18,10000.0,1.0181486595318308
2018-06-19,10000.0,1.014246109188887
2018-06-20,10000.0,1.015976617226051
2018-06-21,10000.0,1.0096079426300355
2018-06-22,10000.0,1.0114481855707083
2018-06-25,10000.0,0.9976793662562514
2018-06-26,10000.0,0.999888366568749
2018-06-27,10000.0,0.9916050900288184
2018-06-28,10000.0,0.9972747267100956
2018-06-29,10000.0,0.9987107098101612
2018-07-02,10000.0,1.0008456042564486
2018-07-03,10000.0,0.9973116214325556
2018-07-05,10000.0,1.0054474456511628
2018-07-06,10000.0,1.0139518373888206
2018-07-09,10000.0,1.023081730733329
2018-07-10,10000.0,1.0267631658785457
2018-07-11,10000.0,1.019252843266789
2018-07-12,10000.0,1.0284935473471934
2018-07-13,10000.0,1.0293035858506019
2018-07-16,10000.0,1.0283828631798138
2018-07-17,10000.0,1.0325430437373961
2018-07-18,10000.0,1.0347149594746596
2018-07-19,10000.0,1.03081259898449
2018-07-20,10000.0,1.029634815657386
2018-07-23,10000.0,1.0315492277485272
2018-07-24,10000.0,1.0367398658804061
