date,score_column,rank_ic,n_names
2025-11-25,confidence,-0.8,5
2025-11-25,expected_return,0.5,5
2025-11-25,p_up_raw,0.9,5
2025-11-26,confidence,-0.7,5
2025-11-26,expected_return,0.0,5
2025-11-26,p_up_raw,0.7,5
2025-11-28,confidence,0.0,5
2025-11-28,expected_return,-0.6,5
2025-11-28,p_up_raw,-0.1,5
2025-12-01,confidence,0.3,5
2025-12-01,expected_return,-0.1,5
2025-12-01,p_up_raw,-0.4,5
2025-12-02,confidence,0.7,5
2025-12-02,expected_return,0.6,5
2025-12-02,p_up_raw,-0.7,5
2025-12-03,confidence,0.6,5
2025-12-03,expected_return,-0.4,5
2025-12-03,p_up_raw,-0.6,5
2025-12-04,confidence,-0.9,5
2025-12-04,expected_return,-0.9,5
2025-12-04,p_up_raw,0.9,5
2025-12-05,confidence,-0.3,5
2025-12-05,expected_return,0.4,5
2025-12-05,p_up_raw,0.6,5
2025-12-08,confidence,0.7,5
2025-12-08,expected_return,1.0,5
2025-12-08,p_up_raw,0.5,5
2025-12-09,confidence,0.0,5
2025-12-09,expected_return,-0.1,5
2025-12-09,p_up_raw,0.0,5
2025-12-10,confidence,-0.1,5
2025-12-10,expected_return,-0.6,5
2025-12-10,p_up_raw,-0.1,5
2025-12-11,confidence,-0.1,5
2025-12-11,expected_return,-0.6,5
2025-12-11,p_up_raw,-0.8,5
2025-12-12,confidence,-0.6,5
2025-12-12,expected_return,-0.7,5
2025-12-12,p_up_raw,-0.6,5
2025-12-15,confidence,-0.2,5
2025-12-15,expected_return,-0.3,5
2025-12-15,p_up_raw,-0.2,5
2025-12-16,confidence,-0.7,5
2025-12-16,expected_return,-0.9,5
2025-12-16,p_up_raw,-0.7,5
2025-12-17,confidence,-0.9,5
2025-12-17,expected_return,-0.7,5
2025-12-17,p_up_raw,-0.9,5
2025-12-18,confidence,-0.8,5
2025-12-18,expected_return,-0.6,5
2025-12-18,p_up_raw,-0.8,5
2025-12-19,confidence,-0.7,5
2025-12-19,expected_return,-0.1,5
2025-12-19,p_up_raw,-0.5,5
2025-12-22,confidence,-0.3,5
2025-12-22,expected_return,0.0,5
2025-12-22,p_up_raw,-0.2,5
2025-12-23,confidence,0.5,5
2025-12-23,expected_return,0.2,5
2025-12-23,p_up_raw,-0.5,5
2025-12-24,confidence,0.4,5
2025-12-24,expected_return,-0.3,5
2025-12-24,p_up_raw,-0.4,5
2025-12-26,confidence,0.3,5
2025-12-26,expected_return,-0.5,5
2025-12-26,p_up_raw,-0.3,5
2025-12-29,confidence,-0.2,5
2025-12-29,expected_return,-0.6,5
2025-12-29,p_up_raw,0.2,5
2025-12-30,confidence,-0.1,5
2025-12-30,expected_return,-0.2,5
2025-12-30,p_up_raw,0.1,5
2025-12-31,confidence,-0.7,5
2025-12-31,expected_return,-0.2,5
2025-12-31,p_up_raw,-0.7,5
2026-01-02,confidence,-0.7,5
2026-01-02,expected_return,-0.3,5
2026-01-02,p_up_raw,-0.1,5
2026-01-05,confidence,0.0,5
2026-01-05,expected_return,0.7,5
2026-01-05,p_up_raw,-0.3,5
2026-01-06,confidence,0.4,5
2026-01-06,expected_return,-0.4,5
2026-01-06,p_up_raw,0.5,5
2026-01-07,confidence,-0.1,5
2026-01-07,expected_return,0.7,5
2026-01-07,p_up_raw,0.2,5
2026-01-08,confidence,-0.2,5
2026-01-08,expected_return,0.8,5
2026-01-08,p_up_raw,-0.2,5
2026-01-09,confidence,0.0,5
2026-01-09,expected_return,0.8,5
2026-01-09,p_up_raw,0.7,5
2026-01-12,confidence,-0.1,5
2026-01-12,expected_return,-0.2,5
2026-01-12,p_up_raw,-0.2,5
2026-01-13,confidence,0.3,5
2026-01-13,expected_return,0.3,5
2026-01-13,p_up_raw,0.3,5
2026-01-14,confidence,0.0,5
2026-01-14,expected_return,0.8,5
2026-01-14,p_up_raw,0.0,5
2026-01-15,confidence,-0.5,5
2026-01-15,expected_return,-0.3,5
2026-01-15,p_up_raw,-0.5,5
2026-01-16,confidence,-0.9,5
2026-01-16,expected_return,-0.2,5
2026-01-16,p_up_raw,-0.9,5
2026-01-20,confidence,-0.7,5
2026-01-20,expected_return,-0.4,5
2026-01-20,p_up_raw,-0.7,5
2026-01-21,confidence,0.5,5
2026-01-21,expected_return,0.7,5
2026-01-21,p_up_raw,0.7,5
2026-01-22,confidence,-0.3,5
2026-01-22,expected_return,0.4,5
2026-01-22,p_up_raw,0.1,5
2026-01-23,confidence,-0.5,5
2026-01-23,expected_return,0.1,5
2026-01-23,p_up_raw,0.1,5
2026-01-26,confidence,0.9,5
2026-01-26,expected_return,-0.4,5
2026-01-26,p_up_raw,-0.9,5
2026-01-27,confidence,1.0,5
2026-01-27,expected_return,-0.3,5
2026-01-27,p_up_raw,-1.0,5
2026-01-28,confidence,0.8,5
2026-01-28,expected_return,-0.8,5
2026-01-28,p_up_raw,-0.8,5
2026-01-29,confidence,0.2,5
2026-01-29,expected_return,-0.5,5
2026-01-29,p_up_raw,-0.1,5
2026-01-30,confidence,0.0,5
2026-01-30,expected_return,-0.8,5
2026-01-30,p_up_raw,-0.7,5
2026-02-02,confidence,0.4,5
2026-02-02,expected_return,-0.1,5
2026-02-02,p_up_raw,-0.6,5
2026-02-03,confidence,0.0,5
2026-02-03,expected_return,-0.1,5
2026-02-03,p_up_raw,-0.5,5
2026-02-04,confidence,-0.4,5
2026-02-04,expected_return,0.6,5
2026-02-04,p_up_raw,0.1,5
2026-02-05,confidence,-0.1,5
2026-02-05,expected_return,0.9,5
2026-02-05,p_up_raw,0.9,5
2026-02-06,confidence,-0.1,5
2026-02-06,expected_return,0.0,5
2026-02-06,p_up_raw,0.2,5
2026-02-09,confidence,0.4,5
2026-02-09,expected_return,-0.5,5
2026-02-09,p_up_raw,-0.5,5
2026-02-10,confidence,0.6,5
2026-02-10,expected_return,0.7,5
2026-02-10,p_up_raw,0.4,5
2026-02-11,confidence,0.3,5
2026-02-11,expected_return,0.3,5
2026-02-11,p_up_raw,0.5,5
2026-02-12,confidence,0.1,5
2026-02-12,expected_return,-0.3,5
2026-02-12,p_up_raw,0.3,5
2026-02-13,confidence,-0.6,5
2026-02-13,expected_return,-0.9,5
2026-02-13,p_up_raw,-0.6,5
2026-02-17,confidence,-0.7,5
2026-02-17,expected_return,-0.3,5
2026-02-17,p_up_raw,-0.7,5
2026-02-18,confidence,-0.2,5
2026-02-18,expected_return,-0.6,5
2026-02-18,p_up_raw,-0.2,5
2026-02-19,confidence,0.2,5
2026-02-19,expected_return,-0.9,5
2026-02-19,p_up_raw,-0.3,5
2026-02-20,confidence,0.1,5
2026-02-20,expected_return,0.0,5
2026-02-20,p_up_raw,-0.1,5
2026-02-23,confidence,0.0,5
2026-02-23,expected_return,-0.1,5
2026-02-23,p_up_raw,0.3,5
2026-02-24,confidence,0.2,5
2026-02-24,expected_return,0.0,5
2026-02-24,p_up_raw,-0.2,5
2026-02-25,confidence,0.3,5
2026-02-25,expected_return,-0.9,5
