group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2026,30,0.5333,-0.05,9.03,-1.64,2.63,20.0,0.997
entry_year,2025,13,0.4615,-5.28,-2.24,-68.64,2.92,20.0,0.775
exit_reason,take_profit,18,1.0,43.84,42.58,789.07,2.06,20.0,
exit_reason,time_exit,9,0.4444,-3.87,-0.57,-34.83,5.0,20.0,0.664
exit_reason,stop_loss,16,0.0,-51.53,-53.42,-824.52,2.19,20.0,0.0
sector,XLK,35,0.5143,-0.21,1.6,-7.44,2.77,20.0,0.99
sector,XLY,8,0.5,-7.86,-11.71,-62.84,2.5,20.0,0.693
signal,LONG,43,0.5116,-1.63,1.6,-70.28,2.72,20.0,0.924
signal_quality,MEDIUM,16,0.625,5.74,25.38,91.91,2.88,20.0,1.323
signal_quality,LOW,6,0.6667,-2.46,24.27,-14.76,2.0,20.0,0.891
signal_quality,HIGH,21,0.381,-7.02,-8.42,-147.43,2.81,20.0,0.71
ticker,MSFT,3,0.6667,21.07,25.64,63.21,4.0,20.0,111.895
ticker,AAPL,10,0.5,4.46,6.6,44.61,2.5,20.0,1.355
ticker,NVDA,11,0.5455,-3.6,1.6,-39.63,2.91,20.0,0.88
ticker,AMZN,8,0.5,-7.86,-11.71,-62.84,2.5,20.0,0.693
ticker,GOOGL,11,0.4545,-6.88,-2.24,-75.63,2.55,20.0,0.718
