,equity,benchmark_spy_norm
2015-01-02,9998.510585669113,1.0
2015-01-05,9939.4824126147,0.98194013961939
2015-01-06,9920.000391449874,0.9726914066707799
2015-01-07,9793.15217781658,0.984812335040255
2015-01-08,10066.590281077632,1.0022878543795217
2015-01-09,10084.93757379916,0.9942560576164752
2015-01-12,9562.601991150637,0.9864675045839155
2015-01-13,9360.234544860925,0.9836929833601377
2015-01-14,9140.643721560264,0.9777540513490026
2015-01-15,8969.48612460565,0.9687971750003207
2015-01-16,8928.142056069228,0.9815022650278569
2015-01-20,9032.261013117186,0.9835953988546916
2015-01-21,9112.885673272121,0.9885607281023913
2015-01-22,9232.315535122874,1.0032615468345982
2015-01-23,9258.940360866318,0.9977612966397654
2015-01-26,9282.54965912603,1.000097584505446
2015-01-27,8820.713449474733,0.9869056482503717
2015-01-28,8617.8246874714,0.9742491710922765
2015-01-29,8852.929869163136,0.9832547500020404
2015-01-30,8569.25430290686,0.9708902191355143
2015-02-02,8454.917720494092,0.9829141011493894
2015-02-03,8605.898962100247,0.9971281633456991
2015-02-04,8629.996145636154,0.993331605872327
2015-02-05,8753.85629756298,1.0033589519567623
2015-02-06,8673.142316757625,1.0005845204246253
2015-02-09,8534.667982501951,0.9961057683295407
2015-02-10,8924.089429198291,1.0067178142218833
2015-02-11,8876.775333119716,1.0073017964966624
2015-02-12,9116.364697975781,1.0169888524950106
2015-02-13,9227.772693801422,1.021175209840321
2015-02-17,9283.272029698614,1.0227816768228997
2015-02-18,9256.648159959006,1.0228789922534227
2015-02-19,9206.429463860766,1.0221487229121153
2015-02-20,9288.63982214445,1.0282825548592196
2015-02-23,9258.856315361609,1.0281360884094093
2015-02-24,9121.6931165838,1.0310568070080743
2015-02-25,9027.439555040608,1.0301806093668031
2015-02-26,9042.609527906981,1.0289635834895985
2015-02-27,9032.182655230168,1.0254588826161546
2015-03-02,9216.56242833067,1.0319334531075508
2015-03-03,8785.865275515544,1.0276982138178763
2015-03-04,8668.59484117855,1.023365928172602
2015-03-05,8668.270256691996,1.024485190161078
2015-03-06,8453.960146116231,1.0100767661786454
2015-03-09,8493.802313664259,1.0142629441406739
2015-03-10,8257.531611162325,0.9978097301259243
2015-03-11,8302.674626002003,0.9954730834936796
2015-03-12,8318.581952882905,1.0081292018852106
2015-03-13,8377.947651492143,1.0019468467603065
2015-03-16,8365.87321212306,1.0153339520262732
2015-03-17,8365.87321212306,1.012315738613803
2015-03-18,8365.87321212306,1.024485190161078
2015-03-19,8365.87321212306,1.0198121659715116
2015-03-20,8365.87321212306,1.0288141572156342
2015-03-23,8365.87321212306,1.026809279963578
2015-03-24,8365.87321212306,1.0210395960790761
2015-03-25,8365.87321212306,1.006077505596534
2015-03-26,8365.87321212306,1.0036815727895652
2015-03-27,8365.87321212306,1.005979562324524
2015-03-30,8365.87321212306,1.0182523386422713
2015-03-31,8365.87321212306,1.009353492785339
2015-04-01,8365.87321212306,1.0057838551637854
2015-04-02,8365.87321212306,1.009402195346421
2015-04-06,8365.87321212306,1.016198669137492
2015-04-07,8365.87321212306,1.0135095343559795
2015-04-08,8365.87321212306,1.0169321673778766
2015-04-09,8365.87321212306,1.0214307413256298
2015-04-10,8365.87321212306,1.0270045386661113
2015-04-13,8365.87321212306,1.0223594982685478
2015-04-14,8365.87321212306,1.0243154935762397
2015-04-15,8365.87321212306,1.0289119211043625
2015-04-16,8365.87321212306,1.0286182706716136
2015-04-17,8365.87321212306,1.0167856112364253
2015-04-20,8365.87321212306,1.0260761404897576
2015-04-21,8365.87321212306,1.024853464039168
2015-04-22,8365.87321212306,1.0298895599916442
2015-04-23,8365.87321212306,1.0324811102677107
2015-04-24,8365.87321212306,1.0348772224579617
2015-04-27,8365.87321212306,1.0305739969043828
2015-04-28,8365.87321212306,1.0338499840931874
