date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,rank_score,rank_orientation,rank_orientation_corr,conformal_singleton,conformal_set_size,conformal_qhat,position_pct,regime_state,entry_price,exit_price,holding_days,net_pnl,exit_reason,sector,capacity_warning
2015-02-09,2015-02-10,2015-02-13,GILD,LONG,HIGH,50.01,0.23,0.0,1.0,,False,2,0.5023554265499115,18.07,neutral,67.642,70.0099,3,63.09,take_profit,XLV,False
2015-02-11,2015-02-12,2015-02-17,ISRG,LONG,HIGH,50.51,0.46,0.0,1.0,,True,1,0.5023554265499115,20.0,neutral,55.6632,56.8918,2,44.03,take_profit,XLV,False
2015-02-19,2015-02-20,2015-02-25,MU,LONG,LOW,50.1,0.35,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,31.0063,29.7534,3,-82.46,stop_loss,XLK,False
2015-02-19,2015-02-20,2015-02-25,TJX,LONG,LOW,50.0,0.39,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,29.1585,29.6103,3,30.68,take_profit,XLY,False
2015-02-19,2015-02-20,2015-02-26,AVGO,LONG,LOW,50.24,0.44,0.0,1.0,,True,1,0.5023554265499115,20.0,bull,8.4143,8.6239,4,48.03,take_profit,XLK,False
2015-02-19,2015-02-20,2015-02-27,MAR,LONG,LOW,50.36,0.32,0.0,1.0,,True,1,0.5023554265499115,20.0,bull,74.6515,74.5194,5,-3.85,time_exit,XLY,False
2015-03-06,2015-03-09,2015-03-10,BRK-B,LONG,HIGH,50.0,0.33,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,145.7056,143.4919,1,-30.87,stop_loss,XLF,False
2015-03-06,2015-03-09,2015-03-10,UPS,LONG,LOW,50.0,0.33,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,67.5908,66.9209,1,-20.35,stop_loss,XLI,False
2015-03-06,2015-03-09,2015-03-11,COST,LONG,LOW,50.0,0.34,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,124.8659,123.0105,2,-30.22,stop_loss,XLP,False
2015-03-06,2015-03-09,2015-03-12,PNC,LONG,LOW,50.0,0.38,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,65.7954,66.3099,3,15.51,take_profit,XLF,False
2015-03-10,2015-03-11,2015-03-18,NOC,LONG,HIGH,50.48,0.3,0.0,1.0,,True,1,0.5023554265499115,20.0,neutral,133.2607,135.5531,5,34.32,take_profit,XLI,False
2015-03-10,2015-03-11,2015-03-18,APD,LONG,LOW,50.48,0.26,0.0,1.0,,True,1,0.5023554265499115,20.0,neutral,107.4989,108.5473,5,19.36,time_exit,XLB,False
2015-03-11,2015-03-12,2015-03-19,NEM,LONG,LOW,50.18,0.31,0.0,1.0,,False,2,0.5023554265499115,16.7,neutral,17.5478,17.7681,5,20.0,time_exit,XLB,False
2015-03-27,2015-03-30,2015-04-06,UNP,LONG,HIGH,50.28,0.2,0.0,1.0,,True,1,0.5023554265499115,20.0,neutral,85.2241,82.9517,4,-54.22,stop_loss,XLI,False
2015-04-09,2015-04-10,2015-04-13,SYY,LONG,HIGH,50.0,0.35,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,28.6683,28.2858,1,-27.58,stop_loss,XLP,False
2015-04-10,2015-04-13,2015-04-14,META,LONG,HIGH,50.11,0.4,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,81.4028,82.2147,1,19.76,take_profit,XLK,False
2015-04-09,2015-04-10,2015-04-17,SPG,LONG,MEDIUM,50.0,0.41,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,112.5218,109.7854,5,-49.15,stop_loss,XLRE,False
2015-04-10,2015-04-13,2015-04-17,CRM,LONG,MEDIUM,50.04,0.34,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,66.895,65.7564,4,-34.46,stop_loss,XLK,False
2015-04-15,2015-04-16,2015-04-17,CI,LONG,LOW,50.04,0.46,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,122.4016,119.9523,1,-40.15,stop_loss,XLV,False
2015-04-13,2015-04-14,2015-04-21,AVB,LONG,MEDIUM,50.04,0.42,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,116.5514,116.7926,5,3.97,time_exit,XLRE,False
2015-04-23,2015-04-24,2015-04-29,CHTR,LONG,HIGH,50.04,0.37,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,182.8581,186.2165,3,36.41,take_profit,XLC,False
2015-04-24,2015-04-27,2015-04-30,META,LONG,HIGH,50.04,0.34,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,81.3439,79.4836,3,-45.85,stop_loss,XLK,False
2015-04-24,2015-04-27,2015-05-04,AVGO,LONG,LOW,50.04,0.37,0.0,1.0,,False,2,0.5023554265499115,19.28,bull,9.0887,9.1429,5,9.33,time_exit,XLK,False
2015-04-24,2015-04-27,2015-05-04,BRK-B,LONG,LOW,50.0,0.35,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,142.4775,143.254,5,10.73,take_profit,XLF,False
2015-04-29,2015-04-30,2015-05-07,AMAT,LONG,HIGH,50.07,0.05,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,17.4479,17.0785,5,-42.99,time_exit,XLK,False
2015-05-01,2015-05-04,2015-05-11,UNH,LONG,HIGH,50.04,0.31,0.0,1.0,,False,2,0.5023554265499115,20.0,bull,95.0351,95.6411,5,12.52,time_exit,XLV,False
2015-05-22,2015-05-26,2015-06-02,CHTR,LONG,HIGH,50.28,0.13,0.0,1.0,,True,1,0.5023554265499115,20.0,bull,176.2925,176.0397,5,-2.96,time_exit,XLC,False
2015-07-17,2015-07-20,2015-07-21,NEM,LONG,LOW,50.16,0.81,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,15.6171,15.0037,1,-79.2,stop_loss,XLB,False
2015-07-17,2015-07-20,2015-07-21,EOG,LONG,MEDIUM,50.16,0.6,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,58.111,56.1894,1,-65.93,stop_loss,XLE,False
2015-07-17,2015-07-20,2015-07-27,SHW,LONG,LOW,50.44,0.81,0.0,1.0,,True,1,0.5023554265499115,20.0,neutral,80.3205,80.0823,5,-6.13,time_exit,XLB,False
2015-07-17,2015-07-20,2015-07-27,AMAT,LONG,HIGH,50.16,0.68,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,15.6249,15.2503,5,-48.83,time_exit,XLK,False
2015-07-22,2015-07-23,2015-07-27,WMB,LONG,LOW,50.16,0.8,0.0,1.0,,False,2,0.5023554265499115,13.62,neutral,29.2804,28.4234,2,-39.52,stop_loss,XLE,False
2015-07-22,2015-07-23,2015-07-27,EOG,LONG,LOW,50.16,0.5,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,55.1845,53.3212,2,-66.49,stop_loss,XLE,False
2015-07-28,2015-07-29,2015-08-03,COF,LONG,HIGH,50.3,0.15,0.0,1.0,,True,1,0.5023554265499115,20.0,neutral,65.0949,67.0714,3,58.07,take_profit,XLF,False
2015-08-06,2015-08-07,2015-08-12,KMI,LONG,HIGH,50.05,0.17,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,19.1302,19.6049,3,46.97,take_profit,XLE,False
2015-08-06,2015-08-07,2015-08-14,DIS,LONG,MEDIUM,50.01,0.25,0.0,1.0,,False,2,0.5023554265499115,20.0,neutral,99.7403,98.0072,5,-33.79,time_exit,XLC,False
2015-08-11,2015-08-12,2015-08-14,WMB,LONG,HIGH,50.11,-0.01,0.0,1.0,,False,2,0.5046682953834534,13.53,neutral,27.3775,28.1016,2,34.15,take_profit,XLE,False
2015-08-17,2015-08-18,2015-08-20,CVX,LONG,HIGH,50.15,0.15,0.0,1.0,,False,2,0.5046682953834534,20.0,bull,53.0664,51.2317,2,-67.55,stop_loss,XLE,False
