ticker,trades,win_rate,avg_pnl,median_pnl,total_pnl,long_trades,short_trades
MU,1,1.0,106.34,106.34,106.34,0,1
AMD,1,0.0,-6.74,-6.74,-6.74,0,1
GOOGL,1,0.0,-50.53,-50.53,-50.53,0,1
INTC,3,0.0,-29.3267,-23.79,-87.98,0,3
AMZN,1,0.0,-104.53,-104.53,-104.53,0,1
CAT,5,0.2,-44.688,-12.26,-223.44,0,5
MSFT,6,0.1667,-41.0167,-44.68,-246.1,0,6
META,4,0.0,-95.785,-90.07,-383.14,0,4
NVDA,7,0.0,-88.3143,-71.44,-618.2,0,7
