ticker,trades,win_rate,avg_pnl,median_pnl,total_pnl,long_trades,short_trades
LLY,27,0.6667,8.6974,14.25,234.83,27,0
AMZN,33,0.6667,7.0915,21.38,234.02,33,0
HD,52,0.6731,3.7731,18.035,196.2,52,0
TSLA,14,0.6429,11.8671,45.375,166.14,14,0
BTC-USD,8,0.75,16.435,18.38,131.48,8,0
CVX,24,0.625,5.3675,18.6,128.82,24,0
LIN,7,0.8571,15.8857,22.37,111.2,7,0
DUK,20,0.65,4.9665,15.31,99.33,20,0
KO,30,0.7,2.9633,7.855,88.9,30,0
CAT,34,0.6176,1.8488,19.975,62.86,34,0
PEP,4,0.75,10.06,17.405,40.24,4,0
DE,13,0.6923,1.8292,18.1,23.78,13,0
BRK-B,5,0.6,0.992,21.66,4.96,5,0
MSFT,18,0.6111,-0.4722,13.975,-8.5,18,0
UNP,13,0.6154,-0.7777,18.79,-10.11,13,0
PG,9,0.6667,-1.2844,13.21,-11.56,9,0
XOM,16,0.625,-1.2706,16.185,-20.33,16,0
MA,6,0.5,-4.5367,-4.39,-27.22,6,0
GOOGL,14,0.5714,-2.7736,19.085,-38.83,14,0
SO,6,0.5,-7.7617,-4.575,-46.57,6,0
ABBV,3,0.3333,-15.7767,-30.13,-47.33,3,0
META,5,0.4,-10.544,-32.81,-52.72,5,0
COST,4,0.5,-14.7025,-5.045,-58.81,4,0
FCX,1,0.0,-59.99,-59.99,-59.99,1,0
UPS,9,0.5556,-7.6044,10.05,-68.44,9,0
EQIX,23,0.5652,-3.1309,18.52,-72.01,23,0
JNJ,4,0.25,-18.4325,-23.475,-73.73,4,0
AAPL,15,0.5333,-5.194,18.7,-77.91,15,0
BAC,5,0.4,-17.954,-36.83,-89.77,5,0
WMT,4,0.25,-22.53,-31.17,-90.12,4,0
PLD,4,0.25,-23.275,-36.15,-93.1,4,0
UNH,18,0.5,-5.2611,-2.8,-94.7,18,0
NEE,43,0.6279,-2.3588,12.96,-101.43,43,0
MU,3,0.3333,-34.35,-67.97,-103.05,3,0
GS,8,0.375,-15.2412,-27.685,-121.93,8,0
AMT,7,0.2857,-17.8186,-28.77,-124.73,7,0
INTC,5,0.2,-27.16,-23.7,-135.8,5,0
NVDA,23,0.5652,-6.043,24.27,-138.99,23,0
MCD,41,0.5366,-3.8102,10.86,-156.22,41,0
JPM,11,0.2727,-16.8882,-26.21,-185.77,11,0
V,5,0.2,-38.028,-43.15,-190.14,5,0
AMD,6,0.3333,-45.1883,-69.285,-271.13,6,0
