ticker,trades,win_rate,avg_pnl,median_pnl,total_pnl,long_trades,short_trades
MSFT,13,0.8462,17.1192,30.9,222.55,13,0
MU,35,0.1714,-53.048,-65.12,-1856.68,35,0
