horizon_days,score_source,shape,exposure,weighting,sector_mode,total_return_pct,cagr_pct,sharpe,max_drawdown_pct,alpha_vs_spy_pct,alpha_vs_qqq_pct,alpha_vs_blend_pct,nw_tstat_vs_blend,turnover_pct,estimated_cost_pct,avg_gross_exposure,feature_health_gate_pass,active_cluster_count,effective_cluster_count,max_cluster_weight,feature_health_gate_reasons,subperiod_stability_pass,paper_ready,robustness_score,drawdown_penalty,turnover_penalty,instability_penalty
5,factor_walkforward,top_bottom_quintile,beta_neutral,score,unconstrained,-82.09,-10.01,-0.979,-85.62,-844.83,-1706.9,-1189.66,-6.029,205375.0,205.375,1.25,True,10,10,0.111111,,False,False,-13.9226,2.4248,10.0188,0.5
5,factor_walkforward,top_bottom_decile,beta_neutral,equal,unconstrained,-83.26,-10.38,-0.928,-87.27,-846.01,-1708.08,-1190.84,-5.891,205375.0,205.375,1.25,True,10,10,0.111111,,False,False,-13.9375,2.4908,10.0188,0.5
5,factor_walkforward,top_bottom_quintile,beta_neutral,equal,unconstrained,-80.75,-9.61,-1.087,-83.6,-843.5,-1705.56,-1188.33,-6.147,205375.0,205.375,1.25,True,10,10,0.111111,,False,False,-13.9498,2.344,10.0188,0.5
5,factor_only,top_bottom_quintile,beta_neutral,equal,unconstrained,-82.39,-10.1,-1.288,-84.17,-845.14,-1707.2,-1189.96,-6.314,205375.0,205.375,1.25,True,10,10,0.111111,,False,False,-14.1736,2.3668,10.0188,0.5
5,factor_walkforward,top_bottom_quintile,long_short,score,sector_neutral,-81.17,-9.73,-1.469,-83.26,-843.92,-1705.98,-1188.74,-6.26,204738.64,204.7386,1.246,True,10,10,0.111111,,False,False,-14.2863,2.3304,9.9869,0.5
5,factor_walkforward,top_bottom_quintile,long_short,equal,sector_neutral,-81.01,-9.68,-1.509,-82.94,-843.76,-1705.82,-1188.58,-6.274,204738.64,204.7386,1.246,True,10,10,0.111111,,False,False,-14.3135,2.3176,9.9869,0.5
5,factor_plus_model,top_bottom_quintile,beta_neutral,equal,sector_neutral,-79.06,-9.14,-1.647,-79.66,-841.81,-1703.87,-1186.63,-6.517,204829.55,204.8295,1.247,True,10,10,0.111111,,False,False,-14.3249,2.1864,9.9915,0.5
5,factor_plus_model,top_bottom_quintile,beta_neutral,score,sector_neutral,-79.99,-9.4,-1.621,-80.55,-842.74,-1704.81,-1187.57,-6.491,204829.55,204.8295,1.247,True,10,10,0.111111,,False,False,-14.3345,2.222,9.9915,0.5
5,factor_walkforward,top_bottom_quintile,beta_neutral,score,sector_neutral,-80.6,-9.57,-1.57,-82.29,-843.35,-1705.41,-1188.17,-6.264,204738.64,204.7386,1.246,True,10,10,0.111111,,False,False,-14.3485,2.2916,9.9869,0.5
5,factor_walkforward,top_bottom_quintile,beta_neutral,equal,sector_neutral,-80.46,-9.53,-1.61,-81.92,-843.21,-1705.27,-1188.04,-6.274,204738.64,204.7386,1.246,True,10,10,0.111111,,False,False,-14.3737,2.2768,9.9869,0.5
5,factor_only,top_bottom_quintile,beta_neutral,score,sector_neutral,-81.52,-9.84,-1.706,-81.91,-844.27,-1706.33,-1189.09,-6.653,204829.55,204.8295,1.247,True,10,10,0.111111,,False,False,-14.4739,2.2764,9.9915,0.5
5,factor_only,top_bottom_quintile,beta_neutral,equal,sector_neutral,-80.94,-9.66,-1.745,-81.28,-843.68,-1705.75,-1188.51,-6.721,204829.55,204.8295,1.247,True,10,10,0.111111,,False,False,-14.4877,2.2512,9.9915,0.5
