date,bull_fraction_raw,bull_fraction_smoothed,signal,invest_pct,n_long,n_total,days_held
2022-05-20,0.769,0.769,STAY_CASH,0.0,113,147,0
2022-05-23,0.837,0.837,BUY_SPY,0.95,123,147,0
2022-05-24,1.0,1.0,BUY_SPY,0.95,147,147,1
2022-05-25,1.0,1.0,BUY_SPY,0.95,147,147,2
2022-05-26,0.395,0.395,BUY_SPY,0.95,58,147,3
2022-05-27,0.524,0.524,BUY_SPY,0.95,77,147,4
2022-05-31,0.816,0.816,BUY_SPY,0.95,120,147,5
2022-06-01,0.014,0.014,BUY_SPY,0.95,2,147,6
2022-06-02,0.993,0.993,BUY_SPY,0.95,146,147,7
2022-06-03,1.0,1.0,BUY_SPY,0.95,147,147,8
2022-06-06,0.973,0.973,BUY_SPY,0.95,143,147,9
2022-06-07,0.918,0.918,BUY_SPY,0.95,135,147,10
2022-06-08,0.816,0.816,BUY_SPY,0.95,120,147,11
2022-06-09,1.0,1.0,BUY_SPY,0.95,147,147,12
2022-06-10,0.973,0.973,BUY_SPY,0.95,143,147,13
2022-06-13,0.694,0.694,BUY_SPY,0.95,102,147,14
2022-06-14,0.864,0.864,BUY_SPY,0.95,127,147,15
2022-06-15,0.714,0.714,BUY_SPY,0.95,105,147,16
2022-06-16,0.299,0.299,STAY_CASH,0.0,44,147,0
2022-06-17,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-06-21,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-06-22,0.986,0.986,STAY_CASH,0.0,145,147,0
2022-06-23,0.993,0.993,STAY_CASH,0.0,146,147,0
2022-06-24,0.946,0.946,STAY_CASH,0.0,139,147,0
2022-06-27,0.959,0.959,STAY_CASH,0.0,141,147,0
2022-06-28,0.027,0.027,STAY_CASH,0.0,4,147,0
2022-06-29,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-06-30,0.272,0.272,STAY_CASH,0.0,40,147,0
2022-07-01,0.755,0.755,BUY_SPY,0.95,111,147,0
2022-07-05,1.0,1.0,BUY_SPY,0.95,147,147,1
2022-07-06,1.0,1.0,BUY_SPY,0.95,147,147,2
2022-07-07,0.993,0.993,BUY_SPY,0.95,146,147,3
2022-07-08,1.0,1.0,BUY_SPY,0.95,147,147,4
2022-07-11,1.0,1.0,BUY_SPY,0.95,147,147,5
2022-07-12,0.993,0.993,BUY_SPY,0.95,146,147,6
2022-07-13,0.061,0.061,BUY_SPY,0.95,9,147,7
2022-07-14,0.986,0.986,BUY_SPY,0.95,145,147,8
2022-07-15,0.769,0.769,BUY_SPY,0.95,113,147,9
2022-07-18,0.422,0.422,BUY_SPY,0.95,62,147,10
2022-07-19,0.966,0.966,BUY_SPY,0.95,142,147,11
2022-07-20,0.272,0.272,STAY_CASH,0.0,40,147,0
2022-07-21,0.98,0.98,STAY_CASH,0.0,144,147,0
2022-07-22,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-07-25,0.701,0.701,STAY_CASH,0.0,103,147,0
2022-07-26,0.068,0.068,STAY_CASH,0.0,10,147,0
2022-07-27,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-07-28,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-07-29,0.973,0.973,STAY_CASH,0.0,143,147,0
2022-08-01,0.993,0.993,STAY_CASH,0.0,146,147,0
2022-08-02,0.993,0.993,STAY_CASH,0.0,146,147,0
2022-08-03,0.272,0.272,STAY_CASH,0.0,40,147,0
2022-08-04,0.653,0.653,BUY_SPY,0.95,96,147,0
2022-08-05,0.034,0.034,BUY_SPY,0.95,5,147,1
2022-08-08,0.279,0.279,BUY_SPY,0.95,41,147,2
2022-08-09,0.048,0.048,BUY_SPY,0.95,7,147,3
2022-08-10,0.891,0.891,BUY_SPY,0.95,131,147,4
2022-08-11,0.0,0.0,BUY_SPY,0.95,0,147,5
2022-08-12,0.918,0.918,BUY_SPY,0.95,135,147,6
2022-08-15,0.816,0.816,BUY_SPY,0.95,120,147,7
2022-08-16,0.748,0.748,BUY_SPY,0.95,110,147,8
2022-08-17,0.633,0.633,BUY_SPY,0.95,93,147,9
2022-08-18,0.041,0.041,STAY_CASH,0.0,6,147,0
2022-08-19,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-08-22,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-08-23,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-08-24,0.946,0.946,STAY_CASH,0.0,139,147,0
2022-08-25,0.517,0.517,STAY_CASH,0.0,76,147,0
2022-08-26,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-08-29,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-08-30,0.925,0.925,STAY_CASH,0.0,136,147,0
2022-08-31,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-09-01,1.0,1.0,BUY_SPY,0.95,147,147,0
2022-09-02,1.0,1.0,BUY_SPY,0.95,147,147,1
2022-09-06,1.0,1.0,BUY_SPY,0.95,147,147,2
2022-09-07,0.272,0.272,BUY_SPY,0.95,40,147,3
2022-09-08,0.993,0.993,BUY_SPY,0.95,146,147,4
2022-09-09,0.707,0.707,BUY_SPY,0.95,104,147,5
2022-09-12,0.007,0.007,BUY_SPY,0.95,1,147,6
2022-09-13,1.0,1.0,BUY_SPY,0.95,147,147,7
2022-09-14,1.0,1.0,BUY_SPY,0.95,147,147,8
2022-09-15,1.0,1.0,BUY_SPY,0.95,147,147,9
2022-09-16,1.0,1.0,BUY_SPY,0.95,147,147,10
2022-09-19,1.0,1.0,BUY_SPY,0.95,147,147,11
2022-09-20,1.0,1.0,BUY_SPY,0.95,147,147,12
2022-09-21,1.0,1.0,BUY_SPY,0.95,147,147,13
2022-09-22,1.0,1.0,BUY_SPY,0.95,147,147,14
2022-09-23,0.476,0.476,BUY_SPY,0.95,70,147,15
2022-09-26,1.0,1.0,BUY_SPY,0.95,147,147,16
2022-09-27,0.81,0.81,BUY_SPY,0.95,119,147,17
2022-09-28,0.224,0.224,STAY_CASH,0.0,33,147,0
2022-09-29,0.653,0.653,STAY_CASH,0.0,96,147,0
2022-09-30,0.517,0.517,STAY_CASH,0.0,76,147,0
2022-10-03,0.932,0.932,STAY_CASH,0.0,137,147,0
2022-10-04,0.0,0.0,STAY_CASH,0.0,0,147,0
2022-10-05,0.939,0.939,STAY_CASH,0.0,138,147,0
2022-10-06,0.952,0.952,STAY_CASH,0.0,140,147,0
2022-10-07,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-10-10,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-10-11,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-10-12,1.0,1.0,BUY_SPY,0.95,147,147,0
2022-10-13,0.966,0.966,BUY_SPY,0.95,142,147,1
2022-10-14,1.0,1.0,BUY_SPY,0.95,147,147,2
2022-10-17,0.959,0.959,BUY_SPY,0.95,141,147,3
2022-10-18,0.041,0.041,BUY_SPY,0.95,6,147,4
2022-10-19,0.592,0.592,BUY_SPY,0.95,87,147,5
2022-10-20,0.163,0.163,BUY_SPY,0.95,24,147,6
2022-10-21,0.088,0.088,BUY_SPY,0.95,13,147,7
2022-10-24,0.075,0.075,BUY_SPY,0.95,11,147,8
2022-10-25,0.98,0.98,BUY_SPY,0.95,144,147,9
2022-10-26,0.0,0.0,STAY_CASH,0.0,0,147,0
2022-10-27,0.007,0.007,STAY_CASH,0.0,1,147,0
2022-10-28,0.0,0.0,STAY_CASH,0.0,0,147,0
2022-10-31,0.245,0.245,STAY_CASH,0.0,36,147,0
2022-11-01,0.483,0.483,STAY_CASH,0.0,71,147,0
2022-11-02,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-11-03,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-11-04,0.714,0.714,STAY_CASH,0.0,105,147,0
2022-11-07,0.102,0.102,STAY_CASH,0.0,15,147,0
2022-11-08,0.245,0.245,STAY_CASH,0.0,36,147,0
2022-11-09,0.068,0.068,STAY_CASH,0.0,10,147,0
2022-11-10,0.68,0.68,BUY_SPY,0.95,100,147,0
2022-11-11,0.932,0.932,BUY_SPY,0.95,137,147,1
2022-11-14,0.381,0.381,BUY_SPY,0.95,56,147,2
2022-11-15,0.741,0.741,BUY_SPY,0.95,109,147,3
2022-11-16,0.755,0.755,BUY_SPY,0.95,111,147,4
2022-11-17,1.0,1.0,BUY_SPY,0.95,147,147,5
2022-11-18,0.517,0.517,BUY_SPY,0.95,76,147,6
2022-11-21,0.048,0.048,BUY_SPY,0.95,7,147,7
2022-11-22,0.782,0.782,BUY_SPY,0.95,115,147,8
2022-11-23,1.0,1.0,BUY_SPY,0.95,147,147,9
2022-11-25,0.497,0.497,BUY_SPY,0.95,73,147,10
2022-11-28,0.027,0.027,STAY_CASH,0.0,4,147,0
2022-11-29,0.034,0.034,STAY_CASH,0.0,5,147,0
2022-11-30,0.68,0.68,STAY_CASH,0.0,100,147,0
2022-12-01,0.122,0.122,STAY_CASH,0.0,18,147,0
2022-12-02,0.925,0.925,STAY_CASH,0.0,136,147,0
2022-12-05,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-12-06,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-12-07,1.0,1.0,STAY_CASH,0.0,147,147,0
2022-12-08,0.966,0.966,STAY_CASH,0.0,142,147,0
2022-12-09,0.088,0.088,STAY_CASH,0.0,13,147,0
2022-12-12,0.007,0.007,STAY_CASH,0.0,1,147,0
2022-12-13,0.136,0.136,STAY_CASH,0.0,20,147,0
2022-12-14,0.068,0.068,STAY_CASH,0.0,10,147,0
2022-12-15,0.211,0.211,STAY_CASH,0.0,31,147,0
2022-12-16,0.857,0.857,BUY_SPY,0.95,126,147,0
2022-12-19,1.0,1.0,BUY_SPY,0.95,147,147,1
2022-12-20,1.0,1.0,BUY_SPY,0.95,147,147,2
2022-12-21,1.0,1.0,BUY_SPY,0.95,147,147,3
2022-12-22,1.0,1.0,BUY_SPY,0.95,147,147,4
2022-12-23,1.0,1.0,BUY_SPY,0.95,147,147,5
2022-12-27,1.0,1.0,BUY_SPY,0.95,147,147,6
2022-12-28,0.946,0.946,BUY_SPY,0.95,139,147,7
2022-12-29,0.939,0.939,BUY_SPY,0.95,138,147,8
2022-12-30,0.905,0.905,BUY_SPY,0.95,133,147,9
2023-01-03,0.932,0.932,BUY_SPY,0.95,137,147,10
2023-01-04,0.027,0.027,STAY_CASH,0.0,4,147,0
2023-01-05,0.918,0.918,STAY_CASH,0.0,135,147,0
2023-01-06,0.952,0.952,STAY_CASH,0.0,140,147,0
2023-01-09,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-01-10,0.918,0.918,STAY_CASH,0.0,135,147,0
2023-01-11,0.782,0.782,STAY_CASH,0.0,115,147,0
2023-01-12,0.81,0.81,STAY_CASH,0.0,119,147,0
2023-01-13,0.959,0.959,STAY_CASH,0.0,141,147,0
2023-01-17,0.667,0.667,STAY_CASH,0.0,98,147,0
2023-01-18,1.0,1.0,STAY_CASH,0.0,147,147,0
2023-01-19,1.0,1.0,BUY_SPY,0.95,147,147,0
2023-01-20,0.109,0.109,BUY_SPY,0.95,16,147,1
2023-01-23,0.0,0.0,BUY_SPY,0.95,0,147,2
2023-01-24,0.0,0.0,BUY_SPY,0.95,0,147,3
2023-01-25,0.844,0.844,BUY_SPY,0.95,124,147,4
2023-01-26,0.054,0.054,BUY_SPY,0.95,8,147,5
2023-01-27,0.007,0.007,BUY_SPY,0.95,1,147,6
2023-01-30,0.007,0.007,BUY_SPY,0.95,1,147,7
2023-01-31,0.007,0.007,BUY_SPY,0.95,1,147,8
2023-02-01,0.129,0.129,BUY_SPY,0.95,19,147,9
2023-02-02,0.878,0.878,BUY_SPY,0.95,129,147,10
2023-02-03,0.048,0.048,STAY_CASH,0.0,7,147,0
2023-02-06,0.068,0.068,STAY_CASH,0.0,10,147,0
2023-02-07,0.905,0.905,STAY_CASH,0.0,133,147,0
2023-02-08,1.0,1.0,STAY_CASH,0.0,147,147,0
2023-02-09,0.49,0.49,STAY_CASH,0.0,72,147,0
2023-02-10,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-02-13,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-02-14,0.299,0.299,STAY_CASH,0.0,44,147,0
2023-02-15,0.17,0.17,STAY_CASH,0.0,25,147,0
2023-02-16,0.66,0.66,STAY_CASH,0.0,97,147,0
2023-02-17,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-02-21,0.932,0.932,BUY_SPY,0.95,137,147,0
2023-02-22,0.483,0.483,BUY_SPY,0.95,71,147,1
2023-02-23,1.0,1.0,BUY_SPY,0.95,147,147,2
2023-02-24,0.966,0.966,BUY_SPY,0.95,142,147,3
2023-02-27,0.912,0.912,BUY_SPY,0.95,134,147,4
2023-02-28,0.993,0.993,BUY_SPY,0.95,146,147,5
2023-03-01,0.993,0.993,BUY_SPY,0.95,146,147,6
2023-03-02,0.231,0.231,BUY_SPY,0.95,34,147,7
2023-03-03,0.952,0.952,BUY_SPY,0.95,140,147,8
2023-03-06,0.993,0.993,BUY_SPY,0.95,146,147,9
2023-03-07,0.993,0.993,BUY_SPY,0.95,146,147,10
2023-03-08,1.0,1.0,BUY_SPY,0.95,147,147,11
2023-03-09,0.98,0.98,BUY_SPY,0.95,144,147,12
2023-03-10,0.912,0.912,BUY_SPY,0.95,134,147,13
2023-03-13,0.959,0.959,BUY_SPY,0.95,141,147,14
2023-03-14,0.918,0.918,BUY_SPY,0.95,135,147,15
2023-03-15,0.946,0.946,BUY_SPY,0.95,139,147,16
2023-03-16,0.98,0.98,BUY_SPY,0.95,144,147,17
2023-03-17,0.932,0.932,BUY_SPY,0.95,137,147,18
2023-03-20,0.796,0.796,BUY_SPY,0.95,117,147,19
2023-03-21,0.871,0.871,BUY_SPY,0.95,128,147,20
2023-03-22,0.075,0.075,STAY_CASH,0.0,11,147,0
2023-03-23,0.803,0.803,STAY_CASH,0.0,118,147,0
2023-03-24,0.932,0.932,STAY_CASH,0.0,137,147,0
2023-03-27,0.782,0.782,STAY_CASH,0.0,115,147,0
2023-03-28,0.823,0.823,STAY_CASH,0.0,121,147,0
2023-03-29,0.98,0.98,STAY_CASH,0.0,144,147,0
2023-03-30,0.701,0.701,STAY_CASH,0.0,103,147,0
2023-03-31,0.014,0.014,STAY_CASH,0.0,2,147,0
2023-04-03,0.197,0.197,STAY_CASH,0.0,29,147,0
2023-04-04,0.252,0.252,STAY_CASH,0.0,37,147,0
2023-04-05,0.442,0.442,STAY_CASH,0.0,65,147,0
2023-04-06,0.075,0.075,STAY_CASH,0.0,11,147,0
2023-04-10,0.088,0.088,STAY_CASH,0.0,13,147,0
2023-04-11,0.0,0.0,STAY_CASH,0.0,0,147,0
2023-04-12,0.211,0.211,STAY_CASH,0.0,31,147,0
2023-04-13,0.034,0.034,STAY_CASH,0.0,5,147,0
2023-04-14,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-04-17,0.17,0.17,STAY_CASH,0.0,25,147,0
2023-04-18,0.184,0.184,STAY_CASH,0.0,27,147,0
2023-04-19,0.524,0.524,STAY_CASH,0.0,77,147,0
2023-04-20,0.49,0.49,STAY_CASH,0.0,72,147,0
2023-04-21,0.231,0.231,STAY_CASH,0.0,34,147,0
2023-04-24,0.088,0.088,STAY_CASH,0.0,13,147,0
2023-04-25,0.401,0.401,STAY_CASH,0.0,59,147,0
2023-04-26,0.932,0.932,BUY_SPY,0.95,137,147,0
2023-04-27,0.578,0.578,BUY_SPY,0.95,85,147,1
2023-04-28,0.51,0.51,BUY_SPY,0.95,75,147,2
2023-05-01,0.102,0.102,BUY_SPY,0.95,15,147,3
2023-05-02,0.673,0.673,BUY_SPY,0.95,99,147,4
2023-05-03,0.871,0.871,BUY_SPY,0.95,128,147,5
2023-05-04,0.565,0.565,BUY_SPY,0.95,83,147,6
2023-05-05,0.871,0.871,BUY_SPY,0.95,128,147,7
2023-05-08,0.986,0.986,BUY_SPY,0.95,145,147,8
2023-05-09,1.0,1.0,BUY_SPY,0.95,147,147,9
2023-05-10,0.973,0.973,BUY_SPY,0.95,143,147,10
2023-05-11,0.993,0.993,BUY_SPY,0.95,146,147,11
2023-05-12,1.0,1.0,BUY_SPY,0.95,147,147,12
2023-05-15,0.98,0.98,BUY_SPY,0.95,144,147,13
2023-05-16,1.0,1.0,BUY_SPY,0.95,147,147,14
2023-05-17,0.966,0.966,BUY_SPY,0.95,142,147,15
2023-05-18,0.864,0.864,BUY_SPY,0.95,127,147,16
2023-05-19,0.068,0.068,STAY_CASH,0.0,10,147,0
2023-05-22,0.041,0.041,STAY_CASH,0.0,6,147,0
2023-05-23,0.769,0.769,STAY_CASH,0.0,113,147,0
2023-05-24,0.952,0.952,STAY_CASH,0.0,140,147,0
2023-05-25,0.85,0.85,STAY_CASH,0.0,125,147,0
2023-05-26,0.694,0.694,STAY_CASH,0.0,102,147,0
2023-05-30,0.966,0.966,STAY_CASH,0.0,142,147,0
2023-05-31,0.993,0.993,STAY_CASH,0.0,146,147,0
2023-06-01,0.993,0.993,STAY_CASH,0.0,146,147,0
2023-06-02,0.415,0.415,STAY_CASH,0.0,61,147,0
2023-06-05,0.374,0.374,STAY_CASH,0.0,55,147,0
2023-06-06,0.068,0.068,STAY_CASH,0.0,10,147,0
2023-06-07,0.082,0.082,STAY_CASH,0.0,12,147,0
2023-06-08,0.041,0.041,STAY_CASH,0.0,6,147,0
2023-06-09,0.007,0.007,STAY_CASH,0.0,1,147,0
2023-06-12,0.061,0.061,STAY_CASH,0.0,9,147,0
2023-06-13,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-06-14,0.272,0.272,STAY_CASH,0.0,40,147,0
2023-06-15,0.061,0.061,STAY_CASH,0.0,9,147,0
2023-06-16,0.014,0.014,STAY_CASH,0.0,2,147,0
2023-06-20,0.259,0.259,STAY_CASH,0.0,38,147,0
2023-06-21,0.075,0.075,STAY_CASH,0.0,11,147,0
2023-06-22,0.068,0.068,STAY_CASH,0.0,10,147,0
2023-06-23,0.463,0.463,STAY_CASH,0.0,68,147,0
2023-06-26,0.048,0.048,STAY_CASH,0.0,7,147,0
2023-06-27,0.027,0.027,STAY_CASH,0.0,4,147,0
2023-06-28,0.034,0.034,STAY_CASH,0.0,5,147,0
2023-06-29,0.599,0.599,STAY_CASH,0.0,88,147,0
2023-06-30,0.048,0.048,STAY_CASH,0.0,7,147,0
2023-07-03,0.116,0.116,STAY_CASH,0.0,17,147,0
2023-07-05,0.252,0.252,STAY_CASH,0.0,37,147,0
2023-07-06,0.884,0.884,BUY_SPY,0.95,130,147,0
2023-07-07,0.565,0.565,BUY_SPY,0.95,83,147,1
2023-07-10,0.048,0.048,BUY_SPY,0.95,7,147,2
2023-07-11,0.721,0.721,BUY_SPY,0.95,106,147,3
2023-07-12,0.068,0.068,BUY_SPY,0.95,10,147,4
2023-07-13,0.061,0.061,BUY_SPY,0.95,9,147,5
2023-07-14,0.143,0.143,BUY_SPY,0.95,21,147,6
2023-07-17,0.129,0.129,BUY_SPY,0.95,19,147,7
2023-07-18,0.136,0.136,BUY_SPY,0.95,20,147,8
2023-07-19,0.041,0.041,BUY_SPY,0.95,6,147,9
2023-07-20,0.007,0.007,STAY_CASH,0.0,1,147,0
2023-07-21,0.408,0.408,STAY_CASH,0.0,60,147,0
2023-07-24,0.408,0.408,STAY_CASH,0.0,60,147,0
2023-07-25,0.027,0.027,STAY_CASH,0.0,4,147,0
2023-07-26,0.014,0.014,STAY_CASH,0.0,2,147,0
2023-07-27,0.728,0.728,STAY_CASH,0.0,107,147,0
2023-07-28,0.075,0.075,STAY_CASH,0.0,11,147,0
2023-07-31,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-08-01,0.027,0.027,STAY_CASH,0.0,4,147,0
2023-08-02,0.497,0.497,STAY_CASH,0.0,73,147,0
2023-08-03,0.415,0.415,STAY_CASH,0.0,61,147,0
2023-08-04,0.898,0.898,BUY_SPY,0.95,132,147,0
2023-08-07,0.347,0.347,BUY_SPY,0.95,51,147,1
2023-08-08,0.51,0.51,BUY_SPY,0.95,75,147,2
2023-08-09,0.993,0.993,BUY_SPY,0.95,146,147,3
2023-08-10,0.993,0.993,BUY_SPY,0.95,146,147,4
2023-08-11,0.177,0.177,BUY_SPY,0.95,26,147,5
2023-08-14,0.211,0.211,BUY_SPY,0.95,31,147,6
2023-08-15,1.0,1.0,BUY_SPY,0.95,147,147,7
2023-08-16,1.0,1.0,BUY_SPY,0.95,147,147,8
2023-08-17,0.0,0.0,BUY_SPY,0.95,0,147,9
2023-08-18,1.0,1.0,BUY_SPY,0.95,147,147,10
2023-08-21,1.0,1.0,BUY_SPY,0.95,147,147,11
2023-08-22,1.0,1.0,BUY_SPY,0.95,147,147,12
2023-08-23,1.0,1.0,BUY_SPY,0.95,147,147,13
2023-08-24,1.0,1.0,BUY_SPY,0.95,147,147,14
2023-08-25,1.0,1.0,BUY_SPY,0.95,147,147,15
2023-08-28,0.19,0.19,STAY_CASH,0.0,28,147,0
2023-08-29,0.197,0.197,STAY_CASH,0.0,29,147,0
2023-08-30,0.184,0.184,STAY_CASH,0.0,27,147,0
2023-08-31,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-09-01,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-09-05,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-09-06,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-09-07,0.156,0.156,STAY_CASH,0.0,23,147,0
2023-09-08,0.143,0.143,STAY_CASH,0.0,21,147,0
2023-09-11,0.143,0.143,STAY_CASH,0.0,21,147,0
2023-09-12,0.136,0.136,STAY_CASH,0.0,20,147,0
2023-09-13,0.136,0.136,STAY_CASH,0.0,20,147,0
2023-09-14,0.129,0.129,STAY_CASH,0.0,19,147,0
2023-09-15,0.136,0.136,STAY_CASH,0.0,20,147,0
2023-09-18,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-09-19,0.15,0.15,STAY_CASH,0.0,22,147,0
2023-09-20,0.041,0.041,STAY_CASH,0.0,6,147,0
2023-09-21,1.0,1.0,BUY_SPY,0.95,147,147,0
2023-09-22,1.0,1.0,BUY_SPY,0.95,147,147,1
2023-09-25,1.0,1.0,BUY_SPY,0.95,147,147,2
2023-09-26,1.0,1.0,BUY_SPY,0.95,147,147,3
2023-09-27,1.0,1.0,BUY_SPY,0.95,147,147,4
2023-09-28,1.0,1.0,BUY_SPY,0.95,147,147,5
2023-09-29,1.0,1.0,BUY_SPY,0.95,147,147,6
2023-10-02,1.0,1.0,BUY_SPY,0.95,147,147,7
2023-10-03,1.0,1.0,BUY_SPY,0.95,147,147,8
2023-10-04,1.0,1.0,BUY_SPY,0.95,147,147,9
2023-10-05,1.0,1.0,BUY_SPY,0.95,147,147,10
2023-10-06,1.0,1.0,BUY_SPY,0.95,147,147,11
2023-10-09,0.218,0.218,STAY_CASH,0.0,32,147,0
2023-10-10,0.265,0.265,STAY_CASH,0.0,39,147,0
2023-10-11,0.286,0.286,STAY_CASH,0.0,42,147,0
2023-10-12,0.272,0.272,STAY_CASH,0.0,40,147,0
2023-10-13,0.279,0.279,STAY_CASH,0.0,41,147,0
2023-10-16,0.02,0.02,STAY_CASH,0.0,3,147,0
2023-10-17,0.088,0.088,STAY_CASH,0.0,13,147,0
2023-10-18,0.054,0.054,STAY_CASH,0.0,8,147,0
2023-10-19,0.082,0.082,STAY_CASH,0.0,12,147,0
2023-10-20,0.0,0.0,STAY_CASH,0.0,0,147,0
2023-10-23,0.0,0.0,STAY_CASH,0.0,0,147,0
2023-10-24,1.0,1.0,BUY_SPY,0.95,147,147,0
2023-10-25,1.0,1.0,BUY_SPY,0.95,147,147,1
2023-10-26,0.966,0.966,BUY_SPY,0.95,142,147,2
2023-10-27,1.0,1.0,BUY_SPY,0.95,147,147,3
2023-10-30,1.0,1.0,BUY_SPY,0.95,147,147,4
2023-10-31,1.0,1.0,BUY_SPY,0.95,147,147,5
2023-11-01,0.429,0.429,BUY_SPY,0.95,63,147,6
2023-11-02,0.449,0.449,BUY_SPY,0.95,66,147,7
2023-11-03,0.476,0.476,BUY_SPY,0.95,70,147,8
2023-11-06,0.49,0.49,BUY_SPY,0.95,72,147,9
2023-11-07,0.49,0.49,BUY_SPY,0.95,72,147,10
2023-11-08,0.517,0.517,BUY_SPY,0.95,76,147,11
2023-11-09,0.551,0.551,BUY_SPY,0.95,81,147,12
2023-11-10,0.531,0.531,BUY_SPY,0.95,78,147,13
2023-11-13,0.517,0.517,BUY_SPY,0.95,76,147,14
2023-11-14,0.109,0.109,STAY_CASH,0.0,16,147,0
2023-11-15,0.088,0.088,STAY_CASH,0.0,13,147,0
2023-11-16,0.122,0.122,STAY_CASH,0.0,18,147,0
2023-11-17,0.095,0.095,STAY_CASH,0.0,14,147,0
2023-11-20,0.061,0.061,STAY_CASH,0.0,9,147,0
2023-11-21,0.497,0.497,STAY_CASH,0.0,73,147,0
2023-11-22,0.476,0.476,STAY_CASH,0.0,70,147,0
2023-11-24,0.463,0.463,STAY_CASH,0.0,68,147,0
2023-11-27,0.293,0.293,STAY_CASH,0.0,43,147,0
2023-11-28,0.279,0.279,STAY_CASH,0.0,41,147,0
2023-11-29,0.272,0.272,STAY_CASH,0.0,40,147,0
2023-11-30,0.238,0.238,STAY_CASH,0.0,35,147,0
2023-12-01,0.265,0.265,STAY_CASH,0.0,39,147,0
2023-12-04,0.265,0.265,STAY_CASH,0.0,39,147,0
2023-12-05,0.136,0.136,STAY_CASH,0.0,20,147,0
2023-12-06,0.082,0.082,STAY_CASH,0.0,12,147,0
2023-12-07,0.15,0.15,STAY_CASH,0.0,22,147,0
2023-12-08,0.143,0.143,STAY_CASH,0.0,21,147,0
2023-12-11,0.136,0.136,STAY_CASH,0.0,20,147,0
2023-12-12,0.129,0.129,STAY_CASH,0.0,19,147,0
2023-12-13,0.143,0.143,STAY_CASH,0.0,21,147,0
2023-12-14,0.068,0.068,STAY_CASH,0.0,10,147,0
2023-12-15,0.122,0.122,STAY_CASH,0.0,18,147,0
2023-12-18,0.129,0.129,STAY_CASH,0.0,19,147,0
2023-12-19,0.184,0.184,STAY_CASH,0.0,27,147,0
2023-12-20,0.116,0.116,STAY_CASH,0.0,17,147,0
2023-12-21,0.102,0.102,STAY_CASH,0.0,15,147,0
2023-12-22,0.218,0.218,STAY_CASH,0.0,32,147,0
2023-12-26,0.082,0.082,STAY_CASH,0.0,12,147,0
2023-12-27,0.136,0.136,STAY_CASH,0.0,20,147,0
2023-12-28,0.075,0.075,STAY_CASH,0.0,11,147,0
2023-12-29,0.068,0.068,STAY_CASH,0.0,10,147,0
2024-01-02,0.082,0.082,STAY_CASH,0.0,12,147,0
2024-01-03,0.082,0.082,STAY_CASH,0.0,12,147,0
2024-01-04,0.095,0.095,STAY_CASH,0.0,14,147,0
2024-01-05,0.265,0.265,STAY_CASH,0.0,39,147,0
2024-01-08,0.15,0.15,STAY_CASH,0.0,22,147,0
2024-01-09,0.19,0.19,STAY_CASH,0.0,28,147,0
2024-01-10,0.088,0.088,STAY_CASH,0.0,13,147,0
2024-01-11,0.095,0.095,STAY_CASH,0.0,14,147,0
2024-01-12,0.109,0.109,STAY_CASH,0.0,16,147,0
2024-01-16,0.109,0.109,STAY_CASH,0.0,16,147,0
2024-01-17,0.116,0.116,STAY_CASH,0.0,17,147,0
2024-01-18,0.129,0.129,STAY_CASH,0.0,19,147,0
2024-01-19,0.912,0.912,BUY_SPY,0.95,134,147,0
2024-01-22,0.939,0.939,BUY_SPY,0.95,138,147,1
2024-01-23,0.946,0.946,BUY_SPY,0.95,139,147,2
2024-01-24,0.946,0.946,BUY_SPY,0.95,139,147,3
2024-01-25,0.837,0.837,BUY_SPY,0.95,123,147,4
