group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2017,163,0.6748,11.07,17.87,1804.67,4.12,19.22,1.888
entry_year,2019,76,0.6711,9.71,29.48,738.17,5.55,18.5,1.514
entry_year,2016,86,0.6744,6.82,19.59,586.35,5.45,18.19,1.442
entry_year,2024,142,0.6056,2.49,17.46,354.01,4.22,19.23,1.137
entry_year,2026,13,0.4615,-7.51,-23.9,-97.63,2.23,17.59,0.696
entry_year,2015,73,0.5342,-2.91,16.09,-212.36,4.16,19.64,0.867
entry_year,2020,36,0.4444,-6.8,-33.78,-244.86,4.5,18.33,0.794
entry_year,2023,102,0.5196,-2.48,13.11,-253.42,4.88,19.14,0.886
entry_year,2025,84,0.5357,-3.84,21.62,-322.39,4.24,18.69,0.837
entry_year,2022,62,0.4032,-16.95,-38.41,-1050.96,5.48,17.73,0.511
entry_year,2021,110,0.4727,-9.58,-35.06,-1053.96,4.86,19.04,0.705
entry_year,2018,147,0.4694,-13.63,-34.25,-2003.64,4.09,18.67,0.609
exit_reason,take_profit,601,1.0,39.17,34.03,23540.3,4.44,18.97,
exit_reason,time_exit,19,0.4737,-10.33,-3.4,-196.26,20.0,17.17,0.533
exit_reason,stop_loss,474,0.0,-52.95,-49.54,-25100.06,4.09,18.75,0.0
sector,XLV,136,0.6176,3.32,18.17,451.31,4.42,19.9,1.201
sector,XLY,130,0.6,2.12,22.34,275.49,5.25,17.96,1.094
sector,XLP,76,0.6053,0.65,14.25,49.04,3.7,19.98,1.049
sector,OTHER,108,0.5278,-0.77,15.23,-82.99,4.6,16.05,0.976
sector,XLE,55,0.5273,-5.87,12.91,-322.95,4.64,20.0,0.729
sector,XLI,62,0.5484,-5.29,15.02,-328.0,4.26,19.98,0.784
sector,XLF,242,0.5372,-2.99,14.41,-723.03,4.47,19.97,0.854
sector,XLK,285,0.5333,-3.77,19.64,-1074.89,4.65,18.07,0.868
signal,LONG,1094,0.5576,-1.61,15.99,-1756.02,4.56,18.84,0.931
signal_quality,MEDIUM,274,0.5657,-1.5,19.02,-411.7,4.84,19.42,0.932
signal_quality,HIGH,391,0.5524,-1.5,14.96,-587.43,4.59,18.04,0.939
signal_quality,LOW,429,0.5571,-1.76,15.84,-756.89,4.35,19.21,0.923
ticker,LLY,31,0.8065,20.48,27.95,635.01,5.35,20.0,3.083
ticker,AMZN,38,0.6579,8.73,31.64,331.73,6.42,19.66,1.427
ticker,MA,42,0.6667,5.08,19.48,213.24,4.17,19.99,1.368
ticker,COST,39,0.6923,5.44,15.95,212.22,3.87,19.96,1.466
ticker,AMD,45,0.5556,4.65,29.68,209.13,4.4,13.9,1.159
ticker,META,33,0.5758,4.17,28.54,137.6,4.85,19.25,1.182
ticker,HD,47,0.617,2.39,17.98,112.34,4.3,20.0,1.161
ticker,TSLA,27,0.5926,3.5,42.32,94.48,4.56,15.08,1.114
ticker,GOOGL,32,0.625,1.21,22.34,38.61,5.03,19.81,1.059
ticker,AAPL,24,0.625,0.95,20.09,22.72,5.62,19.89,1.05
ticker,V,27,0.5926,0.62,15.06,16.71,4.7,20.0,1.039
ticker,ABBV,39,0.641,0.37,18.2,14.39,4.23,20.0,1.019
ticker,FRC,19,0.5789,-0.52,21.36,-9.97,4.95,20.0,0.972
ticker,UNH,32,0.5,-1.01,-6.62,-32.42,4.09,19.7,0.95
ticker,BRK-B,33,0.5758,-1.27,10.48,-41.85,5.03,19.82,0.909
ticker,MSFT,42,0.5476,-1.05,17.73,-44.16,4.1,20.0,0.944
ticker,CAT,31,0.5806,-1.71,17.64,-53.12,4.71,19.95,0.924
ticker,BTC-USD,108,0.5278,-0.77,15.23,-82.99,4.6,16.05,0.976
ticker,CVX,20,0.5,-6.38,-5.07,-127.53,3.75,20.0,0.701
ticker,JPM,31,0.4839,-5.06,-25.11,-156.84,4.71,20.0,0.772
ticker,PG,37,0.5135,-4.41,6.86,-163.18,3.51,20.0,0.705
ticker,JNJ,34,0.5294,-4.87,11.54,-165.67,4.09,19.88,0.685
ticker,BAC,33,0.4848,-5.25,-34.18,-173.15,4.12,19.99,0.807
ticker,XOM,35,0.5429,-5.58,12.91,-195.42,5.14,20.0,0.744
ticker,BBBY,18,0.4444,-14.61,-27.55,-263.06,6.28,13.37,0.591
ticker,DE,31,0.5161,-8.87,10.11,-274.88,3.81,20.0,0.666
ticker,INTC,21,0.381,-19.15,-44.91,-402.14,4.62,18.89,0.511
ticker,MU,41,0.4634,-10.35,-50.39,-424.15,4.98,18.18,0.74
ticker,GS,57,0.4386,-10.02,-36.78,-571.17,4.16,20.0,0.634
ticker,NVDA,47,0.4894,-13.03,-41.05,-612.5,4.23,16.96,0.649
