group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2017,157,0.6815,3.97,13.08,623.27,4.16,19.93,1.383
entry_year,2019,72,0.6806,5.92,21.34,426.5,5.42,19.94,1.433
entry_year,2021,45,0.5778,0.17,16.87,7.71,5.18,20.0,1.01
entry_year,2016,93,0.5806,-0.05,14.5,-4.52,5.03,19.78,0.997
entry_year,2023,9,0.5556,-6.87,23.11,-61.85,4.56,20.0,0.71
entry_year,2020,26,0.5385,-4.22,16.56,-109.83,5.08,20.0,0.808
entry_year,2022,16,0.1875,-34.6,-47.39,-553.56,5.31,20.0,0.177
entry_year,2015,57,0.4737,-11.36,-28.28,-647.56,4.86,18.91,0.605
entry_year,2018,125,0.52,-5.83,12.19,-728.34,3.83,19.81,0.716
exit_reason,take_profit,343,1.0,27.29,23.35,9359.82,4.24,19.8,
exit_reason,time_exit,9,0.7778,12.87,16.99,115.82,20.0,19.83,4.76
exit_reason,stop_loss,248,0.0,-42.43,-38.27,-10523.82,4.54,19.79,0.0
sector,XLY,140,0.6286,3.14,16.52,440.14,4.36,19.82,1.202
sector,OTHER,8,0.75,16.43,18.38,131.48,6.0,18.78,2.586
sector,XLE,40,0.625,2.71,16.45,108.49,4.47,20.0,1.198
sector,XLB,8,0.75,6.4,19.24,51.21,3.12,19.23,1.437
sector,XLV,52,0.5577,0.37,12.37,19.07,5.29,20.0,1.022
sector,XLI,69,0.6232,0.12,18.1,8.09,4.74,20.0,1.007
sector,XLP,51,0.6471,-0.61,8.76,-31.35,4.78,20.0,0.947
sector,XLU,69,0.6232,-0.71,12.96,-48.67,4.59,20.0,0.952
sector,XLRE,34,0.4706,-8.52,-27.28,-289.84,4.71,20.0,0.615
sector,XLF,40,0.375,-15.25,-26.56,-609.87,4.78,20.0,0.382
sector,XLK,89,0.5169,-9.29,13.27,-826.93,4.28,19.08,0.629
signal,LONG,600,0.5833,-1.75,14.16,-1048.18,4.6,19.8,0.901
signal_quality,LOW,230,0.6,0.09,14.16,21.35,4.5,19.95,1.006
signal_quality,MEDIUM,159,0.5723,-2.6,14.48,-412.87,4.67,19.83,0.86
signal_quality,HIGH,211,0.5735,-3.11,12.35,-656.66,4.65,19.6,0.835
ticker,LLY,27,0.6667,8.7,14.25,234.83,5.48,20.0,1.687
ticker,AMZN,33,0.6667,7.09,21.38,234.02,4.85,20.0,1.47
ticker,HD,52,0.6731,3.77,18.04,196.2,4.1,20.0,1.277
ticker,TSLA,14,0.6429,11.87,45.38,166.14,3.36,18.23,1.494
ticker,BTC-USD,8,0.75,16.43,18.38,131.48,6.0,18.78,2.586
ticker,CVX,24,0.625,5.37,18.6,128.82,3.83,20.0,1.405
ticker,LIN,7,0.8571,15.89,22.37,111.2,3.29,20.0,2.945
ticker,DUK,20,0.65,4.97,15.31,99.33,2.8,20.0,1.486
ticker,KO,30,0.7,2.96,7.86,88.9,3.87,20.0,1.364
ticker,CAT,34,0.6176,1.85,19.98,62.86,5.03,19.99,1.093
ticker,PEP,4,0.75,10.06,17.41,40.24,7.25,20.0,2.479
ticker,DE,13,0.6923,1.83,18.1,23.78,4.15,20.0,1.135
ticker,BRK-B,5,0.6,0.99,21.66,4.96,5.4,20.0,1.069
ticker,MSFT,18,0.6111,-0.47,13.97,-8.5,3.78,20.0,0.966
ticker,UNP,13,0.6154,-0.78,18.79,-10.11,5.77,20.0,0.953
ticker,PG,9,0.6667,-1.28,13.21,-11.56,6.56,20.0,0.906
ticker,XOM,16,0.625,-1.27,16.19,-20.33,5.44,20.0,0.911
ticker,MA,6,0.5,-4.54,-4.39,-27.22,5.0,20.0,0.706
ticker,GOOGL,14,0.5714,-2.77,19.09,-38.83,3.79,20.0,0.836
ticker,SO,6,0.5,-7.76,-4.58,-46.57,6.17,20.0,0.562
ticker,ABBV,3,0.3333,-15.78,-30.13,-47.33,4.33,20.0,0.258
ticker,META,5,0.4,-10.54,-32.81,-52.72,6.0,20.0,0.597
ticker,COST,4,0.5,-14.7,-5.04,-58.81,3.25,20.0,0.357
ticker,FCX,1,0.0,-59.99,-59.99,-59.99,2.0,13.88,0.0
ticker,UPS,9,0.5556,-7.6,10.05,-68.44,3.0,20.0,0.505
ticker,EQIX,23,0.5652,-3.13,18.52,-72.01,4.65,20.0,0.834
