group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
ticker,JNJ,4,0.25,-18.43,-23.48,-73.73,5.5,20.0,0.133
ticker,AAPL,15,0.5333,-5.19,18.7,-77.91,4.13,20.0,0.735
ticker,BAC,5,0.4,-17.95,-36.83,-89.77,1.4,20.0,0.381
ticker,WMT,4,0.25,-22.53,-31.17,-90.12,6.75,20.0,0.159
ticker,PLD,4,0.25,-23.27,-36.15,-93.1,3.75,20.0,0.274
ticker,UNH,18,0.5,-5.26,-2.8,-94.7,5.11,20.0,0.736
ticker,NEE,43,0.6279,-2.36,12.96,-101.43,5.21,20.0,0.855
ticker,MU,3,0.3333,-34.35,-67.97,-103.05,6.0,16.21,0.35
ticker,GS,8,0.375,-15.24,-27.68,-121.93,4.25,20.0,0.448
ticker,AMT,7,0.2857,-17.82,-28.77,-124.73,5.43,20.0,0.348
ticker,INTC,5,0.2,-27.16,-23.7,-135.8,4.2,20.0,0.128
ticker,NVDA,23,0.5652,-6.04,24.27,-138.99,4.57,18.92,0.789
ticker,MCD,41,0.5366,-3.81,10.86,-156.22,4.66,20.0,0.754
ticker,JPM,11,0.2727,-16.89,-26.21,-185.77,6.45,20.0,0.27
ticker,V,5,0.2,-38.03,-43.15,-190.14,4.4,20.0,0.056
ticker,AMD,6,0.3333,-45.19,-69.28,-271.13,4.0,12.45,0.209
