core_preset,regime_ma_window,regime_high_vol,score_source,shape,weighting,exit_rank_floor,max_per_sector,core_gross,overlay_gross,cost_stress,holding_days,total_return_pct,cagr_pct,sharpe,max_drawdown_pct,alpha_vs_spy_pct,alpha_vs_qqq_pct,alpha_vs_blend_pct,holdout_alpha_vs_qqq_pct,holdout_alpha_vs_blend_pct,turnover_pct,estimated_cost_pct,max_single_name_weight,avg_effective_overlay_names,max_sector_overlay_weight,top_ticker_overlay_contribution_share,top_ticker_overlay_contributor,paper_ready,year_alpha_concentration_pass,single_name_weight_cap_pass,top_ticker_contribution_pass,holdout_2023_2026_vs_qqq_pass,holdout_2023_2026_vs_blend_pass,stress_levels,stress_min_alpha_vs_spy_pct,stress_min_alpha_vs_qqq_pct,stress_min_alpha_vs_blend_pct,stress_all_gates_pass,robust_promotion_candidate
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,score,0.8,2,0.65,0.6,2.0,10,2946.86,23.31,1.086,-31.7,2211.39,1430.06,1898.86,48.69,74.46,21003.52,42.007,0.3188,3.896,0.5249,0.101,AMD,False,True,True,True,True,True,2.0,2211.39,1430.06,1898.86,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.7,1,0.65,0.6,2.0,10,2939.7,23.29,1.152,-35.25,2204.22,1422.9,1891.69,20.44,46.21,9929.97,19.8599,0.35,2.634,0.35,0.084,MU,False,True,True,True,True,True,2.0,2204.22,1422.9,1891.69,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.7,1,0.75,0.5,2.0,10,2931.13,23.27,1.164,-35.05,2195.66,1414.33,1883.13,16.84,42.62,8759.19,17.5184,0.35,2.598,0.35,0.081,MU,False,True,True,True,True,True,2.0,2195.66,1414.33,1883.13,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.7,2,0.65,0.6,2.0,10,2922.23,23.24,1.123,-32.77,2186.76,1405.44,1874.23,14.64,40.41,8824.0,17.648,0.12,4.988,0.24,0.102,TSLA,False,True,True,True,True,True,2.0,2186.76,1405.44,1874.23,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.7,2,0.75,0.5,2.0,10,2901.96,23.19,1.142,-34.58,2166.49,1385.17,1853.96,66.03,91.8,8703.36,17.4067,0.3237,2.594,0.4842,0.127,NVDA,False,True,True,True,True,True,2.0,2166.49,1385.17,1853.96,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,score,0.8,2,0.55,0.7,2.0,10,2887.15,23.16,1.07,-29.98,2151.68,1370.35,1839.15,50.73,76.51,23986.44,47.9729,0.35,3.897,0.6124,0.103,AMD,False,True,True,True,True,True,2.0,2151.68,1370.35,1839.15,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.7,2,0.65,0.6,2.0,10,2878.56,23.13,1.12,-34.91,2143.09,1361.77,1830.56,78.83,104.6,9872.79,19.7456,0.3415,2.633,0.581,0.135,NVDA,False,False,True,True,True,True,2.0,2143.09,1361.77,1830.56,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,sticky_score,0.8,1,0.55,0.7,2.0,10,2876.37,23.13,1.116,-30.54,2140.9,1359.57,1828.37,5.84,31.61,16975.6,33.9512,0.35,4.407,0.35,0.106,TSLA,False,True,True,True,True,True,2.0,2140.9,1359.57,1828.37,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,sticky_score,0.8,1,0.75,0.5,2.0,10,2875.74,23.13,1.14,-31.77,2140.27,1358.94,1827.74,11.24,37.01,12794.22,25.5884,0.2631,4.406,0.2631,0.102,TSLA,False,True,True,True,True,True,2.0,2140.27,1358.94,1827.74,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.7,2,0.55,0.7,2.0,10,2871.54,23.12,1.118,-31.03,2136.07,1354.75,1823.54,11.46,37.23,10108.0,20.216,0.14,4.988,0.28,0.104,TSLA,False,True,True,True,True,True,2.0,2136.07,1354.75,1823.54,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,score,0.8,2,0.75,0.5,2.0,10,2835.09,23.02,1.101,-31.61,2099.61,1318.29,1787.08,42.78,68.55,18013.22,36.0264,0.2657,3.896,0.4374,0.098,AMD,False,True,True,True,True,True,2.0,2099.61,1318.29,1787.08,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.7,1,0.55,0.7,2.0,10,2816.39,22.97,1.146,-33.66,2080.91,1299.59,1768.38,20.89,46.66,10957.53,21.9151,0.35,2.677,0.35,0.088,MU,False,True,True,True,True,True,2.0,2080.91,1299.59,1768.38,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,score,0.8,1,0.65,0.6,2.0,10,2815.01,22.97,1.081,-32.51,2079.53,1298.21,1767.0,30.78,56.55,20955.36,41.9107,0.3375,3.852,0.3375,0.11,TSLA,False,True,True,True,True,True,2.0,2079.53,1298.21,1767.0,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.7,1,0.75,0.5,2.0,10,2813.49,22.97,1.132,-35.41,2078.01,1296.69,1765.48,17.03,42.8,13698.05,27.3961,0.35,2.148,0.35,0.088,MU,False,True,True,True,True,True,2.0,2078.01,1296.69,1765.48,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,sticky_score,0.8,2,0.65,0.6,2.0,10,2805.07,22.95,1.094,-32.64,2069.6,1288.27,1757.07,30.2,55.97,14352.59,28.7052,0.3172,4.506,0.5249,0.107,TSLA,False,True,True,True,True,True,2.0,2069.6,1288.27,1757.07,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.8,1,0.65,0.6,2.0,10,2766.36,22.84,1.139,-33.47,2030.89,1249.57,1718.36,9.05,34.82,12474.0,24.948,0.12,4.988,0.12,0.089,TSLA,False,True,True,True,True,True,2.0,2030.89,1249.57,1718.36,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.7,1,0.65,0.6,2.0,10,2760.09,22.83,1.112,-35.89,2024.62,1243.3,1712.09,22.66,48.43,15251.07,30.5021,0.35,2.205,0.35,0.089,MU,False,True,True,True,True,True,2.0,2024.62,1243.3,1712.09,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.7,2,0.75,0.5,2.0,10,2758.26,22.82,1.112,-35.22,2022.79,1241.47,1710.26,77.03,102.8,13705.79,27.4116,0.35,2.152,0.4913,0.131,NVDA,False,False,True,True,True,True,2.0,2022.79,1241.47,1710.26,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,score,0.8,1,0.75,0.5,2.0,10,2751.89,22.81,1.099,-32.16,2016.42,1235.09,1703.89,28.95,54.72,17990.39,35.9808,0.2812,3.852,0.2812,0.108,TSLA,False,True,True,True,True,True,2.0,2016.42,1235.09,1703.89,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,sticky_score,0.8,2,0.75,0.5,2.0,10,2740.92,22.78,1.109,-32.39,2005.45,1224.13,1692.92,27.07,52.85,12310.78,24.6216,0.2644,4.506,0.4374,0.104,TSLA,False,True,True,True,True,True,2.0,2005.45,1224.13,1692.92,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.7,2,0.65,0.6,2.0,10,2736.63,22.77,1.156,-32.41,2001.16,1219.84,1688.63,31.51,57.28,9749.52,19.499,0.2625,4.36,0.5249,0.09,NVDA,False,True,True,True,True,True,2.0,2001.16,1219.84,1688.63,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,score,0.8,1,0.55,0.7,2.0,10,2714.46,22.71,1.061,-31.11,1978.99,1197.66,1666.46,28.59,54.36,23916.95,47.8339,0.35,3.853,0.35,0.112,TSLA,False,True,True,True,True,True,2.0,1978.99,1197.66,1666.46,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,sticky_score,0.8,2,0.55,0.7,2.0,10,2713.69,22.7,1.078,-30.97,1978.22,1196.89,1665.69,29.14,54.91,16396.69,32.7934,0.35,4.509,0.6124,0.109,TSLA,False,True,True,True,True,True,2.0,1978.22,1196.89,1665.69,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.8,1,0.75,0.5,2.0,10,2700.46,22.67,1.143,-33.32,1964.98,1183.66,1652.45,10.28,36.05,10738.0,21.476,0.1,4.988,0.1,0.087,TSLA,False,True,True,True,True,True,2.0,1964.98,1183.66,1652.45,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.7,2,0.65,0.6,2.0,10,2684.93,22.63,1.085,-35.59,1949.46,1168.14,1636.93,92.32,118.09,15217.68,30.4354,0.35,2.213,0.5896,0.145,NVDA,False,False,True,True,True,True,2.0,1949.46,1168.14,1636.93,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.8,1,0.65,0.6,2.0,10,2684.1,22.63,1.112,-35.22,1948.63,1167.3,1636.1,26.24,52.01,11279.98,22.56,0.35,2.641,0.35,0.071,AVGO,False,True,True,True,True,True,2.0,1948.63,1167.3,1636.1,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.7,2,0.75,0.5,2.0,10,2679.15,22.61,1.16,-32.59,1943.68,1162.35,1631.15,27.24,53.01,8399.69,16.7994,0.2187,4.36,0.4374,0.087,NVDA,False,True,True,True,True,True,2.0,1943.68,1162.35,1631.15,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top3,vol_score,0.8,1,0.55,0.7,2.0,10,2672.05,22.59,1.013,-29.06,1936.58,1155.26,1624.05,-10.62,15.15,23518.99,47.038,0.35,2.339,0.35,0.127,AMD,False,True,True,True,False,True,2.0,1936.58,1155.26,1624.05,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.8,1,0.55,0.7,2.0,10,2672.0,22.59,1.136,-31.82,1936.53,1155.2,1624.0,4.22,29.99,14210.0,28.42,0.14,4.988,0.14,0.091,TSLA,False,True,True,True,True,True,2.0,1936.53,1155.2,1624.0,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.7,1,0.65,0.6,2.0,10,2670.95,22.59,1.139,-34.51,1935.48,1154.15,1622.95,50.45,76.22,9889.87,19.7797,0.2828,4.33,0.2828,0.066,AVGO,False,True,True,True,True,True,2.0,1935.48,1154.15,1622.95,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.8,2,0.65,0.6,2.0,10,2660.26,22.56,1.11,-31.64,1924.78,1143.46,1612.25,17.77,43.54,11872.0,23.744,0.12,4.988,0.24,0.099,TSLA,False,True,True,True,True,True,2.0,1924.78,1143.46,1612.25,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.8,1,0.75,0.5,2.0,10,2644.69,22.52,1.123,-35.08,1909.22,1127.9,1596.69,24.04,49.82,9870.88,19.7418,0.35,2.611,0.35,0.069,AVGO,False,True,True,True,True,True,2.0,1909.22,1127.9,1596.69,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top3,vol_score,0.8,1,0.65,0.6,2.0,10,2641.77,22.51,1.028,-30.02,1906.3,1124.98,1593.77,-4.01,21.76,21647.41,43.2948,0.35,2.246,0.35,0.12,AMD,False,True,True,True,False,True,2.0,1906.3,1124.98,1593.77,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.7,2,0.55,0.7,2.0,10,2633.28,22.49,1.152,-30.37,1897.8,1116.48,1585.27,31.79,57.57,11106.93,22.2139,0.3062,4.36,0.6124,0.092,NVDA,False,True,True,True,True,True,2.0,1897.8,1116.48,1585.27,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.7,2,0.55,0.7,2.0,10,2630.14,22.48,1.091,-33.64,1894.67,1113.35,1582.14,86.87,112.65,10939.28,21.8786,0.35,2.675,0.6775,0.141,NVDA,False,False,True,True,True,True,2.0,1894.67,1113.35,1582.14,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.7,1,0.65,0.6,2.0,10,2628.35,22.47,1.075,-35.45,1892.88,1111.55,1580.35,10.19,35.96,20332.23,40.6645,0.35,3.533,0.35,0.107,TSLA,False,True,True,True,True,True,2.0,1892.88,1111.55,1580.35,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.7,1,0.75,0.5,2.0,10,2609.34,22.42,1.143,-34.41,1873.87,1092.55,1561.34,42.41,68.18,8541.84,17.0837,0.2356,4.33,0.2356,0.064,AVGO,False,True,True,True,True,True,2.0,1873.87,1092.55,1561.34,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,vol_score,0.7,2,0.75,0.5,2.0,10,2608.59,22.42,1.118,-34.54,1873.12,1091.79,1560.59,78.09,103.86,14320.08,28.6402,0.35,2.065,0.4943,0.122,NVDA,False,False,True,True,True,True,2.0,1873.12,1091.79,1560.59,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.8,2,0.75,0.5,2.0,10,2603.91,22.41,1.12,-31.61,1868.44,1087.12,1555.91,16.6,42.37,10192.0,20.384,0.1,4.988,0.2,0.097,TSLA,False,True,True,True,True,True,2.0,1868.44,1087.12,1555.91,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.7,1,0.55,0.7,2.0,10,2601.37,22.4,1.098,-34.61,1865.9,1084.58,1553.37,27.15,52.92,16167.75,32.3355,0.35,2.271,0.35,0.089,MU,False,True,True,True,True,True,2.0,1865.9,1084.58,1553.37,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,score,0.7,2,0.65,0.6,2.0,10,2580.56,22.34,1.124,-32.98,1845.09,1063.77,1532.56,19.07,44.84,15107.32,30.2146,0.313,3.8,0.5249,0.095,MU,False,True,True,True,True,True,2.0,1845.09,1063.77,1532.56,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.7,1,0.55,0.7,2.0,10,2575.59,22.33,1.136,-32.81,1840.12,1058.79,1527.59,54.33,80.1,11241.88,22.4838,0.3201,4.332,0.3201,0.067,AVGO,False,True,True,True,True,True,2.0,1840.12,1058.79,1527.59,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.7,1,0.75,0.5,2.0,10,2568.37,22.31,1.088,-35.04,1832.9,1051.58,1520.37,10.68,36.45,17461.53,34.9231,0.3425,3.529,0.3425,0.104,TSLA,False,True,True,True,True,True,2.0,1832.9,1051.58,1520.37,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.8,1,0.55,0.7,2.0,10,2567.69,22.3,1.1,-33.74,1832.22,1050.89,1519.69,24.77,50.54,12558.63,25.1173,0.35,2.683,0.35,0.073,AVGO,False,True,True,True,True,True,2.0,1832.22,1050.89,1519.69,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,equal,0.8,2,0.55,0.7,2.0,10,2559.71,22.28,1.1,-29.85,1824.24,1042.91,1511.71,15.16,40.93,13552.0,27.104,0.14,4.988,0.28,0.101,TSLA,False,True,True,True,True,True,2.0,1824.24,1042.91,1511.71,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,score,0.7,2,0.75,0.5,2.0,10,2559.01,22.28,1.135,-33.06,1823.54,1042.21,1511.01,17.61,43.38,12998.83,25.9977,0.2609,3.8,0.4374,0.092,MU,False,True,True,True,True,True,2.0,1823.54,1042.21,1511.01,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.8,2,0.65,0.6,2.0,10,2554.34,22.27,1.134,-32.5,1818.87,1037.54,1506.34,46.45,72.22,11245.54,22.4911,0.3159,4.446,0.5249,0.113,NVDA,False,True,True,True,True,True,2.0,1818.87,1037.54,1506.34,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.7,1,0.55,0.7,2.0,10,2540.12,22.23,1.062,-34.12,1804.65,1023.33,1492.12,5.37,31.14,23114.57,46.2291,0.35,3.547,0.35,0.109,TSLA,False,True,True,True,True,True,2.0,1804.65,1023.33,1492.12,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.8,2,0.75,0.5,2.0,10,2520.92,22.17,1.141,-32.66,1785.45,1004.12,1472.92,39.71,65.48,9710.87,19.4217,0.2632,4.446,0.4374,0.11,NVDA,False,True,True,True,True,True,2.0,1785.45,1004.12,1472.92,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.7,1,0.65,0.6,2.0,10,2505.46,22.13,1.136,-34.28,1769.99,988.66,1457.46,27.72,53.49,7210.0,14.42,0.12,4.988,0.12,0.059,NFLX,False,True,True,True,True,True,2.0,1769.99,988.66,1457.46,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.7,1,0.75,0.5,2.0,10,2500.39,22.11,1.144,-34.08,1764.92,983.59,1452.39,24.71,50.48,6230.0,12.46,0.1,4.988,0.1,0.057,NFLX,False,True,True,True,True,True,2.0,1764.92,983.59,1452.39,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.8,1,0.65,0.6,2.0,10,2495.86,22.1,1.072,-36.6,1760.39,979.07,1447.86,25.57,51.34,16291.12,32.5822,0.35,2.261,0.35,0.068,AVGO,False,True,True,True,True,True,2.0,1760.39,979.07,1447.86,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.8,1,0.75,0.5,2.0,10,2494.09,22.09,1.088,-36.26,1758.62,977.29,1446.09,24.36,50.13,14376.88,28.7538,0.35,2.216,0.35,0.066,NVDA,False,True,True,True,True,True,2.0,1758.62,977.29,1446.09,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.7,2,0.65,0.6,2.0,10,2486.53,22.07,1.143,-32.34,1751.06,969.73,1438.53,18.24,44.01,7118.0,14.236,0.12,4.988,0.24,0.081,NVDA,False,True,True,True,True,True,2.0,1751.06,969.73,1438.53,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.7,2,0.65,0.6,2.0,10,2474.71,22.04,1.047,-31.47,1739.24,957.92,1426.71,20.09,45.86,19362.68,38.7254,0.35,3.569,0.5249,0.113,TSLA,False,True,True,True,True,True,2.0,1739.24,957.92,1426.71,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.7,2,0.75,0.5,2.0,10,2470.3,22.03,1.15,-32.45,1734.83,953.51,1422.3,16.53,42.3,6130.0,12.26,0.1,4.988,0.2,0.078,NVDA,False,True,True,True,True,True,2.0,1734.83,953.51,1422.3,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,equal,0.7,1,0.65,0.6,2.0,10,2456.78,21.99,1.118,-35.78,1721.31,939.99,1408.78,-3.1,22.67,7116.67,14.2333,0.2,2.993,0.2,0.092,MU,False,True,True,True,False,True,2.0,1721.31,939.99,1408.78,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,vol_score,0.7,2,0.65,0.6,2.0,10,2453.06,21.98,1.078,-35.23,1717.59,936.26,1405.06,84.35,110.13,15509.73,31.0195,0.35,2.175,0.5932,0.127,NVDA,False,False,True,True,True,True,2.0,1717.59,936.26,1405.06,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,score,0.7,2,0.55,0.7,2.0,10,2451.02,21.97,1.113,-31.05,1715.54,934.22,1403.01,16.68,42.45,17218.67,34.4373,0.35,3.8,0.6124,0.097,MU,False,True,True,True,True,True,2.0,1715.54,934.22,1403.01,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,equal,0.7,1,0.75,0.5,2.0,10,2448.72,21.96,1.129,-35.59,1713.24,931.92,1400.71,-1.46,24.31,6136.67,12.2733,0.1667,2.993,0.1667,0.089,MU,False,True,True,True,False,True,2.0,1713.24,931.92,1400.71,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.7,2,0.75,0.5,2.0,10,2440.69,21.94,1.065,-31.48,1705.21,923.89,1392.68,18.94,44.71,16652.9,33.3058,0.3473,3.563,0.4374,0.11,TSLA,False,True,True,True,True,True,2.0,1705.21,923.89,1392.68,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,sticky_score,0.8,2,0.55,0.7,2.0,10,2436.48,21.93,1.127,-30.47,1701.01,919.68,1388.48,49.02,74.79,12780.01,25.56,0.35,4.447,0.6124,0.116,NVDA,False,True,True,True,True,True,2.0,1701.01,919.68,1388.48,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top3,score,0.8,2,0.75,0.5,2.0,10,2430.26,21.91,1.023,-32.41,1694.79,913.46,1382.26,66.15,91.92,19101.46,38.2029,0.35,2.23,0.4877,0.116,NVDA,False,True,True,True,True,True,2.0,1694.79,913.46,1382.26,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_consensus,top3,score,0.8,2,0.65,0.6,2.0,10,2429.31,21.91,0.994,-32.19,1693.83,912.51,1381.3,69.86,95.63,21721.84,43.4437,0.35,2.274,0.5852,0.121,NVDA,False,True,True,True,True,True,2.0,1693.83,912.51,1381.3,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,vol_score,0.7,1,0.75,0.5,2.0,10,2426.57,21.9,1.106,-35.24,1691.09,909.77,1378.56,11.24,37.01,14352.37,28.7047,0.35,2.059,0.35,0.07,MU,False,True,True,True,True,True,2.0,1691.09,909.77,1378.56,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.8,2,0.75,0.5,2.0,10,2420.13,21.88,1.093,-32.16,1684.66,903.33,1372.13,40.95,66.72,9776.39,19.5528,0.3176,2.637,0.4773,0.135,NVDA,False,True,True,True,True,True,2.0,1684.66,903.33,1372.13,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.8,2,0.75,0.5,2.0,10,2405.36,21.83,1.081,-32.06,1669.89,888.57,1357.36,48.06,73.83,14447.72,28.8954,0.35,2.249,0.4882,0.151,NVDA,False,True,True,True,True,True,2.0,1669.89,888.57,1357.36,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,sticky_score,0.8,2,0.65,0.6,2.0,10,2400.38,21.82,1.072,-31.93,1664.91,883.59,1352.38,46.33,72.1,11197.18,22.3944,0.35,2.661,0.5727,0.139,NVDA,False,True,True,True,True,True,2.0,1664.91,883.59,1352.38,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.8,2,0.65,0.6,2.0,10,2399.3,21.82,1.06,-31.81,1663.83,882.51,1351.3,52.42,78.19,16364.75,32.7295,0.35,2.288,0.5858,0.158,NVDA,False,False,True,True,True,True,2.0,1663.83,882.51,1351.3,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top3,score,0.8,2,0.55,0.7,2.0,10,2372.02,21.73,0.967,-31.98,1636.55,855.23,1324.02,73.4,99.18,23638.46,47.2769,0.35,2.337,0.6824,0.125,NVDA,False,True,True,True,True,True,2.0,1636.55,855.23,1324.02,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,equal,0.7,2,0.75,0.5,2.0,10,2371.39,21.73,1.098,-33.36,1635.92,854.6,1323.39,34.3,60.07,6040.0,12.08,0.1667,2.993,0.3333,0.116,NVDA,False,True,True,True,True,True,2.0,1635.92,854.6,1323.39,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.8,1,0.75,0.5,2.0,10,2368.61,21.72,1.067,-32.16,1633.14,851.81,1320.61,22.27,48.04,18688.2,37.3764,0.3288,3.639,0.3288,0.104,TSLA,False,True,True,True,True,True,2.0,1633.14,851.81,1320.61,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,score,0.7,2,0.55,0.7,2.0,10,2368.56,21.72,1.044,-34.5,1633.09,851.77,1320.56,99.12,124.9,16229.01,32.458,0.35,2.276,0.6877,0.151,NVDA,False,False,True,True,True,True,2.0,1633.09,851.77,1320.56,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_consensus,top5,vol_score,0.7,2,0.55,0.7,2.0,10,2368.1,21.72,1.027,-29.63,1632.63,851.31,1320.1,17.89,43.66,21986.97,43.9739,0.35,3.584,0.6124,0.114,TSLA,False,True,True,True,True,True,2.0,1632.63,851.31,1320.1,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.7,1,0.55,0.7,2.0,10,2365.02,21.71,1.128,-32.69,1629.55,848.22,1317.02,26.8,52.58,8190.0,16.38,0.14,4.988,0.14,0.06,NFLX,False,True,True,True,True,True,2.0,1629.55,848.22,1317.02,False,False
robust_overlay70_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.7,2,0.55,0.7,2.0,10,2356.83,21.69,1.137,-30.38,1621.36,840.04,1308.83,16.18,41.95,8106.0,16.212,0.14,4.988,0.28,0.083,NVDA,False,True,True,True,True,True,2.0,1621.36,840.04,1308.83,False,False
robust_overlay50_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.8,2,0.75,0.5,2.0,10,2353.63,21.68,1.13,-32.68,1618.15,836.83,1305.62,28.54,54.31,7604.0,15.208,0.1,4.988,0.2,0.092,NVDA,False,True,True,True,True,True,2.0,1618.15,836.83,1305.62,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,vol_score,0.7,1,0.65,0.6,2.0,10,2351.79,21.67,1.082,-35.8,1616.31,834.99,1303.78,10.44,36.21,15525.97,31.0519,0.35,2.17,0.35,0.076,MU,False,True,True,True,True,True,2.0,1616.31,834.99,1303.78,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top5,equal,0.8,2,0.65,0.6,2.0,10,2349.47,21.67,1.12,-32.61,1614.0,832.67,1301.47,32.22,57.99,8800.0,17.6,0.12,4.988,0.24,0.095,NVDA,False,True,True,True,True,True,2.0,1614.0,832.67,1301.47,False,False
robust_overlay60_ma100_vol30,100,0.3,regime_adaptive_low_vol,top3,equal,0.7,2,0.65,0.6,2.0,10,2347.8,21.66,1.079,-33.51,1612.33,831.0,1299.8,40.06,65.83,7033.33,14.0667,0.2,2.993,0.4,0.119,NVDA,False,True,True,True,True,True,2.0,1612.33,831.0,1299.8,False,False
