core_preset,tqqq_weight,overlay_gross,score_source,shape,max_per_sector,earnings_blackout_days,holding_days,drawdown_circuit_breaker,cost_stress,total_return_pct,cagr_pct,sharpe,max_drawdown_pct,holdout_return_pct,holdout_alpha_vs_qqq_pct,holdout_alpha_vs_blend_pct,turnover_pct,alpha_vs_spy_pct,alpha_vs_qqq_pct,alpha_vs_blend_pct,tqqq_stress_row_gate_pass,stress_cost_levels,stress_has_required_costs,stress_all_gates_pass,stress_min_alpha_vs_spy_pct,stress_min_alpha_vs_qqq_pct,stress_min_alpha_vs_blend_pct,stress_min_holdout_alpha_vs_qqq_pct,stress_min_holdout_alpha_vs_blend_pct,robust_cost_stress_pass,robustness_score,drawdown_penalty,turnover_penalty,instability_penalty,paper_ready
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,1,5,20,0.0,2.0,1439.39,18.2,1.207,-20.33,113.26,-23.07,2.21,3422.17,703.91,-77.41,391.38,True,"2.0,3.0,5.0",True,True,555.48,-225.84,242.95,-27.06,-1.77,False,1.207,0.0,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,1,5,20,0.0,3.0,1388.24,17.96,1.193,-20.47,111.92,-24.41,0.88,3422.17,652.77,-128.55,340.24,True,"2.0,3.0,5.0",True,True,555.48,-225.84,242.95,-27.06,-1.77,False,1.193,0.0,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,1,5,20,0.0,5.0,1290.95,17.47,1.164,-20.76,109.27,-27.06,-1.77,3422.17,555.48,-225.84,242.95,True,"2.0,3.0,5.0",True,True,555.48,-225.84,242.95,-27.06,-1.77,False,1.164,0.0,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,2,5,10,0.0,2.0,1661.95,19.23,1.244,-25.38,157.46,5.34,35.46,4907.94,899.21,37.14,554.38,True,"2.0,3.0,5.0",True,True,659.16,-202.9,314.33,-1.27,28.85,False,1.2288,0.0152,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,2,5,10,0.0,3.0,1578.03,18.88,1.224,-25.43,155.23,3.12,33.24,4907.94,815.28,-46.78,470.45,True,"2.0,3.0,5.0",True,True,659.16,-202.9,314.33,-1.27,28.85,False,1.2068,0.0172,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,2,5,10,0.0,5.0,1421.91,18.17,1.184,-25.54,150.85,-1.27,28.85,4907.94,659.16,-202.9,314.33,True,"2.0,3.0,5.0",True,True,659.16,-202.9,314.33,-1.27,28.85,False,1.1624,0.0216,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,2,5,20,0.0,2.0,1663.14,19.19,1.23,-21.78,148.39,12.06,37.34,3352.95,927.66,146.34,615.13,True,"2.0,3.0,5.0",True,True,761.23,-20.09,448.7,7.54,32.82,False,1.23,0.0,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,2,5,20,0.0,3.0,1605.83,18.95,1.216,-21.91,146.87,10.55,35.83,3352.95,870.36,89.04,557.83,True,"2.0,3.0,5.0",True,True,761.23,-20.09,448.7,7.54,32.82,False,1.216,0.0,0.0,0.0,False
tqqq_enhanced,0.0,0.25,regime_adaptive,top5,2,5,20,0.0,5.0,1496.7,18.47,1.19,-22.16,143.86,7.54,32.82,3352.95,761.23,-20.09,448.7,True,"2.0,3.0,5.0",True,True,761.23,-20.09,448.7,7.54,32.82,False,1.19,0.0,0.0,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,1,5,10,0.0,2.0,1910.61,20.2,0.98,-40.84,152.89,0.78,30.9,21970.91,1147.87,285.8,803.04,True,"2.0,3.0,5.0",True,True,180.25,-681.81,-164.58,-20.42,9.69,False,-0.5021,0.6336,0.8485,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,1,5,10,0.0,3.0,1515.77,18.6,0.916,-41.5,145.62,-6.49,23.63,21970.91,753.02,-109.04,408.2,True,"2.0,3.0,5.0",True,True,180.25,-681.81,-164.58,-20.42,9.69,False,-0.5925,0.66,0.8485,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,1,5,10,0.0,5.0,943.0,15.46,0.788,-42.81,131.69,-20.42,9.69,21970.91,180.25,-681.81,-164.58,True,"2.0,3.0,5.0",True,True,180.25,-681.81,-164.58,-20.42,9.69,False,-0.7729,0.7124,0.8485,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,1,5,20,0.0,2.0,2117.61,20.87,1.055,-35.28,146.63,10.31,35.59,11926.01,1382.14,600.82,1069.61,True,"2.0,3.0,5.0",True,True,720.85,-60.48,408.32,-1.45,23.83,False,0.2975,0.4112,0.3463,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,1,5,20,0.0,3.0,1870.89,20.0,1.018,-35.7,142.65,6.33,31.61,11926.01,1135.41,354.09,822.88,True,"2.0,3.0,5.0",True,True,720.85,-60.48,408.32,-1.45,23.83,False,0.2437,0.428,0.3463,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,1,5,20,0.0,5.0,1456.32,18.28,0.944,-36.52,134.87,-1.45,23.83,11926.01,720.85,-60.48,408.32,True,"2.0,3.0,5.0",True,True,720.85,-60.48,408.32,-1.45,23.83,False,0.1369,0.4608,0.3463,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,2,5,10,0.0,2.0,2301.7,21.52,1.001,-46.05,193.94,41.83,71.95,21704.84,1538.95,676.89,1194.13,True,"2.0,3.0,5.0",True,True,393.05,-469.01,48.23,20.03,50.15,False,-0.6762,0.842,0.8352,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,2,5,10,0.0,3.0,1835.17,19.92,0.94,-46.64,186.49,34.38,64.5,21704.84,1072.42,210.36,727.6,True,"2.0,3.0,5.0",True,True,393.05,-469.01,48.23,20.03,50.15,False,-0.7608,0.8656,0.8352,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,2,5,10,0.0,5.0,1155.8,16.78,0.818,-47.81,172.15,20.03,50.15,21704.84,393.05,-469.01,48.23,True,"2.0,3.0,5.0",True,True,393.05,-469.01,48.23,20.03,50.15,False,-0.9296,0.9124,0.8352,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,2,5,20,0.0,2.0,2223.85,21.22,1.044,-38.49,173.31,36.99,62.27,11799.18,1488.37,707.05,1175.84,True,"2.0,3.0,5.0",True,True,801.12,19.79,488.59,25.44,50.72,True,0.1644,0.5396,0.34,0.0,True
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,2,5,20,0.0,3.0,1967.71,20.35,1.009,-38.86,169.41,33.09,58.37,11799.18,1232.24,450.91,919.71,True,"2.0,3.0,5.0",True,True,801.12,19.79,488.59,25.44,50.72,True,0.1146,0.5544,0.34,0.0,True
tqqq_enhanced,0.0,0.5,factor_walkforward,top3,2,5,20,0.0,5.0,1536.59,18.65,0.938,-39.59,161.76,25.44,50.72,11799.18,801.12,19.79,488.59,True,"2.0,3.0,5.0",True,True,801.12,19.79,488.59,25.44,50.72,True,0.0144,0.5836,0.34,0.0,True
