group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2017,236,0.5593,6.94,13.12,1638.34,3.06,19.98,1.809
entry_year,2019,229,0.4672,5.08,-17.43,1163.77,2.96,19.99,1.363
entry_year,2024,181,0.4807,6.15,-21.01,1112.32,2.35,19.98,1.348
entry_year,2023,148,0.4257,4.89,-21.54,723.55,3.0,19.98,1.28
entry_year,2021,184,0.4402,3.42,-22.32,629.02,3.07,19.94,1.196
entry_year,2026,22,0.5455,25.01,42.78,550.24,2.55,18.7,2.223
entry_year,2020,66,0.5,8.3,0.25,547.81,2.88,19.93,1.558
entry_year,2016,195,0.4154,1.19,-14.33,231.33,2.84,19.99,1.101
entry_year,2025,145,0.3655,0.4,-26.31,58.27,2.52,19.89,1.02
entry_year,2015,164,0.3902,-0.61,-16.05,-100.04,3.26,19.96,0.952
entry_year,2018,189,0.4021,-2.09,-20.77,-394.12,2.67,19.92,0.872
entry_year,2022,100,0.3,-6.03,-28.44,-603.34,2.75,19.92,0.755
exit_reason,time_exit,1859,0.4406,2.99,-16.79,5557.15,2.86,19.94,1.195
sector,XLK,635,0.4378,5.12,-18.03,3249.36,2.8,19.83,1.286
sector,XLF,311,0.4727,4.3,-14.25,1337.19,3.16,20.0,1.331
sector,XLY,250,0.448,2.33,-17.05,583.66,3.02,20.0,1.157
sector,XLV,268,0.4328,0.99,-15.7,264.33,2.63,20.0,1.074
sector,XLI,120,0.4333,0.56,-22.85,66.67,2.44,20.0,1.032
sector,XLP,275,0.4145,0.2,-16.58,55.94,2.91,20.0,1.015
signal,LONG,1859,0.4406,2.99,-16.79,5557.15,2.86,19.94,1.195
signal_quality,MEDIUM,618,0.4741,4.64,-13.96,2867.85,2.94,19.96,1.323
signal_quality,HIGH,639,0.4147,2.72,-17.5,1740.5,2.82,19.93,1.172
signal_quality,LOW,602,0.4336,1.58,-17.51,948.8,2.83,19.93,1.1
ticker,NVDA,68,0.5735,15.33,26.02,1042.16,2.63,19.69,1.787
ticker,META,120,0.4583,8.09,-16.5,970.52,2.63,20.0,1.558
ticker,MA,128,0.5156,6.11,6.72,782.39,3.09,20.0,1.497
ticker,AMD,42,0.4286,13.83,-36.94,581.03,2.95,18.96,1.478
ticker,MSFT,132,0.4621,4.02,-14.52,530.82,3.11,20.0,1.303
ticker,V,124,0.4516,3.42,-16.29,424.32,3.04,20.0,1.25
ticker,AMZN,83,0.4458,4.3,-20.47,357.0,3.05,19.99,1.257
ticker,MU,50,0.38,6.1,-36.59,305.21,2.86,19.48,1.224
ticker,HD,167,0.4491,1.36,-16.08,226.66,3.0,20.0,1.097
ticker,GOOGL,110,0.4273,1.55,-19.57,170.87,2.66,20.0,1.095
ticker,PG,116,0.4138,1.43,-15.64,165.85,3.19,20.0,1.113
ticker,LLY,123,0.439,1.16,-15.77,142.54,2.61,20.0,1.087
ticker,BRK-B,59,0.4237,2.21,-15.87,130.48,3.59,20.0,1.169
ticker,UNH,145,0.4276,0.84,-15.57,121.79,2.65,20.0,1.062
ticker,CAT,120,0.4333,0.56,-22.85,66.67,2.44,20.0,1.032
ticker,COST,159,0.4151,-0.69,-17.13,-109.91,2.7,20.0,0.95
ticker,INTC,113,0.3451,-3.11,-20.57,-351.25,2.77,19.86,0.84
