group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2017,152,0.6184,3.82,12.71,580.53,3.02,19.58,1.361
entry_year,2016,123,0.5691,1.12,8.39,137.45,3.21,19.35,1.078
entry_year,2019,59,0.5932,1.06,6.15,62.34,3.56,19.64,1.076
entry_year,2023,15,0.5333,0.73,8.15,10.91,3.0,20.0,1.048
entry_year,2022,7,0.5714,0.35,8.29,2.45,2.86,20.0,1.024
entry_year,2024,15,0.4667,-0.7,-8.87,-10.55,3.6,20.0,0.962
entry_year,2021,17,0.4118,-4.5,-12.81,-76.46,3.41,19.82,0.765
entry_year,2025,6,0.1667,-18.91,-33.52,-113.48,3.33,14.73,0.281
entry_year,2020,20,0.5,-8.34,-2.44,-166.82,2.45,19.21,0.68
entry_year,2015,69,0.4783,-3.73,-2.8,-257.14,3.2,19.18,0.825
entry_year,2018,99,0.5354,-5.83,2.91,-576.81,3.08,19.94,0.713
exit_reason,take_profit,228,1.0,31.23,27.77,7120.87,2.21,19.61,
exit_reason,time_exit,195,0.4821,-2.71,-1.9,-528.07,5.0,19.54,0.768
exit_reason,stop_loss,159,0.0,-44.03,-40.48,-7000.38,2.25,19.36,0.0
sector,XLK,96,0.5833,2.73,22.21,261.92,3.12,18.16,1.131
sector,XLY,18,0.5,1.58,4.15,28.37,2.94,19.71,1.079
sector,XLV,208,0.5577,0.01,8.09,1.07,3.27,19.75,1.0
sector,XLP,51,0.6078,-0.16,11.35,-8.15,3.0,20.0,0.986
sector,OTHER,7,0.4286,-13.89,-13.16,-97.24,3.71,14.27,0.383
sector,XLE,45,0.5111,-2.28,4.37,-102.38,2.89,20.0,0.834
sector,XLF,112,0.5625,-1.64,7.42,-183.89,3.04,19.97,0.892
sector,XLI,45,0.4667,-6.83,-7.86,-307.28,3.4,19.97,0.681
signal,LONG,582,0.5533,-0.7,8.09,-407.58,3.15,19.52,0.956
signal_quality,LOW,102,0.5784,1.99,8.77,202.74,2.99,19.98,1.165
signal_quality,MEDIUM,139,0.5683,-2.05,10.78,-284.91,3.08,19.85,0.869
signal_quality,HIGH,341,0.5396,-0.95,6.8,-325.41,3.23,19.25,0.945
ticker,NVDA,59,0.6441,8.47,30.15,499.63,3.02,17.68,1.438
ticker,XOM,26,0.5769,3.88,5.42,101.0,2.85,20.0,1.393
ticker,AMZN,5,0.6,9.4,43.12,47.02,2.6,20.0,1.51
ticker,GOOGL,9,0.5556,4.46,26.46,40.18,3.78,19.74,1.27
ticker,MU,4,0.5,9.61,11.3,38.44,3.75,16.38,1.353
ticker,MA,57,0.5789,0.57,11.35,32.46,2.72,19.96,1.038
ticker,META,5,0.8,5.44,9.49,27.18,3.0,19.44,1.565
ticker,LLY,48,0.5833,0.51,12.16,24.35,3.33,19.81,1.036
ticker,UNH,110,0.5545,0.18,7.54,19.34,3.18,19.62,1.012
ticker,GS,6,0.5,1.69,9.04,10.12,2.67,20.0,1.094
ticker,COST,41,0.6341,0.24,14.06,9.88,3.1,20.0,1.02
ticker,TSLA,4,0.5,2.4,-3.02,9.6,3.0,18.69,1.071
ticker,INTC,5,0.6,0.56,2.89,2.81,3.4,20.0,1.042
ticker,ABBV,9,0.5556,-1.61,15.06,-14.53,3.33,19.8,0.931
ticker,PG,10,0.5,-1.8,-2.91,-18.03,2.6,20.0,0.823
ticker,BAC,4,0.5,-5.4,-9.45,-21.61,3.5,19.84,0.686
ticker,BRK-B,5,0.4,-5.1,-9.47,-25.5,5.0,20.0,0.52
ticker,JNJ,41,0.5366,-0.69,8.02,-28.09,3.44,20.0,0.926
ticker,HD,9,0.4444,-3.14,-6.09,-28.25,3.11,20.0,0.789
ticker,MSFT,3,0.3333,-18.71,-35.91,-56.12,2.33,20.0,0.3
ticker,DE,5,0.2,-14.59,-23.76,-72.96,4.6,20.0,0.285
ticker,AAPL,7,0.2857,-11.32,-10.82,-79.24,3.43,20.0,0.463
ticker,V,10,0.6,-8.5,10.46,-84.97,3.1,20.0,0.562
ticker,JPM,30,0.5667,-3.15,2.11,-94.39,3.3,20.0,0.783
ticker,BTC-USD,7,0.4286,-13.89,-13.16,-97.24,3.71,14.27,0.383
ticker,CVX,19,0.4211,-10.7,-4.33,-203.38,2.95,20.0,0.431
ticker,AMD,4,0.25,-52.74,-84.07,-210.96,2.5,14.88,0.174
ticker,CAT,40,0.5,-5.86,-2.7,-234.32,3.25,19.96,0.728
