paper_signal_type,paper_ready,core_preset,risk_control_mode,regime_mode,current_regime,score_source,live_config_hash,live_config_created_at,live_config_source_json,approved_family_signature,approved_exact_config,target_spy_weight,target_qqq_weight,target_tqqq_weight,target_cash_weight,gross_exposure,max_gross_exposure,paper_max_gross_exposure,raw_research_gross_exposure,paper_weight_scale,paper_weights_scaled,overlay_gross,raw_overlay_gross,core_gross,raw_core_gross,max_single_name_weight,robust_cost_stress_pass,adaptive_exit_mode,earnings_blackout_days,earnings_blackout_skipped_count,earnings_blackout_skipped_tickers,earnings_blackout_skipped_json,holding_days,overlay_tickers,overlay_weights_json,raw_overlay_weights_json,single_name_stock_picker_enabled,ml_overlay_enabled,factor_overlay_enabled,latest_factor_date,cost_stress,gates_all_pass,reason,live_gate_source,live_gate_reasons,walkforward_approval_pass,nested_cost_stress_approval_pass,medium_risk_review_pass,medium_risk_review_reasons,survivorship_review,execution_stress_review,factor_decay_review,feature_health_gate_pass,live_regime_refresh_failed,live_regime_refresh_error,active_cluster_count,effective_cluster_count,max_cluster_weight,quarantined_features,watchlist_features,predicted_at,run_id,sticky_holdings_source,sticky_holdings_used,sticky_held_tickers,sticky_prev_overlay_json,sticky_holdings_reason,sentiment_veto_enabled,sentiment_scores_json
core_satellite_alpha,True,nested_qqq_trend_switch_overlay70_core55_cashbuffer_h20_ov0.50_ma100_volpercentile0.30_tqqq0.00_riskoff,off,qqq_trend_switch_overlay70_core55_cashbuffer,risk_on,regime_adaptive,efc9620f12f77952,2026-09-02T18:48:27+00:00,signals\core_satellite_nested_walkforward.json,"score=regime_adaptive,shape=top3,weighting=sticky_score,risk=off,tqqq=0.0","h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",0.0,0.6,0.0,0.0,1.0,1.25,1.0,1.25,0.8,True,0.4,0.5,0.6,0.75,0.25,True,fixed,5,0,,[],20,"MU,INTC,FCX","{""FCX"": 0.029245, ""INTC"": 0.170755, ""MU"": 0.2}","{""FCX"": 0.036557, ""INTC"": 0.213443, ""MU"": 0.25}",False,False,True,2026-09-03,2.0,True,nested walk-forward live gates pass,nested_walkforward_approval,,True,True,True,,"{""audit_rebalance_selections"": 28, ""capital_approval_pass"": false, ""capital_blockers"": [""failed_name_coverage_incomplete"", ""point_in_time_universe_incomplete"", ""survivorship_adjusted_score_below_capital_floor"", ""survivorship_return_delta_below_capital_floor""], ""failed_name_coverage_rate"": 0.2941, ""max_drawdown_delta_pct"": -0.63, ""minimum_failed_name_coverage_for_capital"": 1.0, ""pass"": true, ""point_in_time_universe_complete"": false, ""survivorship_adjusted_score"": 0.7954, ""total_return_delta_pct"": -1095.62}","{""failed_scenarios"": 0, ""pass"": true, ""worst_stressed_drawdown_pct"": -25.71}","{""edge_health_status"": ""advisory"", ""pass"": true, ""reason"": ""rank IC is weak/negative but top-bucket edge and overlay alpha remain positive""}",True,False,,8,8,0.142857,"ret_vs_sector_1d,macd_hist,vwap_dist,dist_ma20,bb_pos","ret_1d,xs_rank_sector_factor_liquidity_dollar_vol_20d,vol_trend_20_60",2026-09-05T01:01+08:00,github-33897908550,none,False,,{},no_live_or_prior_overlay_state,True,"{""AMAT"": 0.1222, ""AMD"": 0.1713, ""CAT"": 0.0687, ""FCX"": 0.2568, ""INTC"": 0.1038, ""MU"": 0.071}"
