ticker,trades,win_rate,avg_pnl,median_pnl,total_pnl,long_trades,short_trades
MSFT,31,0.7097,8.9823,19.48,278.45,31,0
NVDA,39,0.641,7.0697,21.18,275.72,39,0
MA,43,0.6744,5.9753,17.83,256.94,43,0
MU,5,0.8,37.768,51.28,188.84,5,0
CAT,8,0.625,14.9413,31.405,119.53,8,0
HD,26,0.6923,2.7596,16.34,71.75,26,0
BTC-USD,7,0.5714,6.17,26.36,43.19,7,0
UNH,28,0.5714,0.7579,17.27,21.22,28,0
TSLA,6,0.6667,1.0167,30.415,6.1,6,0
DUK,7,0.4286,-2.0857,-26.55,-14.6,7,0
LIN,6,0.5,-2.755,-6.51,-16.53,6,0
BAC,14,0.5714,-2.3693,21.71,-33.17,14,0
JPM,5,0.4,-8.344,-29.23,-41.72,5,0
XOM,7,0.4286,-6.7357,-21.22,-47.15,7,0
CVX,5,0.4,-10.188,-24.83,-50.94,5,0
JNJ,7,0.4286,-7.4486,-18.68,-52.14,7,0
META,6,0.5,-9.7,-1.155,-58.2,6,0
V,3,0.3333,-20.58,-37.0,-61.74,3,0
LLY,8,0.5,-8.0363,-6.3,-64.29,8,0
PG,4,0.25,-16.56,-25.12,-66.24,4,0
GOOGL,7,0.2857,-11.1557,-19.28,-78.09,7,0
KO,30,0.6,-2.723,6.705,-81.69,30,0
COST,4,0.25,-21.71,-26.885,-86.84,4,0
DE,4,0.25,-26.475,-39.925,-105.9,4,0
GS,14,0.4286,-9.4443,-27.94,-132.22,14,0
AAPL,9,0.4444,-14.9111,-30.44,-134.2,9,0
AMD,5,0.4,-27.69,-70.86,-138.45,5,0
BRK-B,7,0.2857,-20.3371,-27.17,-142.36,7,0
ABBV,6,0.3333,-28.9933,-34.12,-173.96,6,0
INTC,6,0.1667,-30.9867,-42.76,-185.92,6,0
AMZN,5,0.2,-47.962,-45.35,-239.81,5,0
