ticker,confidence_threshold,min_expected_return,allowed_qualities,exit_horizon_days,stop_loss_pct,take_profit_pct,max_position_pct,allow_shorts,avoid_bear_regime,optimized_at,optimization_score,score,trades,win_rate,total_pnl,avg_pnl,profit_factor,sharpe,max_drawdown_pct,approved_candidate
AAPL,58.0,0.5,['MEDIUM'],10,0.04,0.12,0.15,False,False,,,151.8059,112,0.5982,1371.2,12.2429,1.5347,0.9029,-12.97,True
AAPL,58.0,0.0,['MEDIUM'],10,0.04,0.12,0.15,False,False,,,151.8059,112,0.5982,1371.2,12.2429,1.5347,0.9029,-12.97,True
AAPL,62.5,0.5,"['MEDIUM', 'HIGH']",5,0.08,0.12,0.15,False,False,,,151.6716,173,0.6243,1345.84,7.7794,1.4019,0.9476,-16.41,True
AAPL,62.5,0.75,"['MEDIUM', 'HIGH']",5,0.08,0.06,0.05,False,False,,,151.6654,161,0.6398,489.79,3.0422,1.5036,1.1675,-4.99,True
AAPL,52.0,0.0,['MEDIUM'],5,0.04,0.12,0.05,False,False,,,151.6447,188,0.5904,502.07,2.6706,1.5043,1.154,-3.16,True
AAPL,52.0,0.75,"['MEDIUM', 'HIGH']",5,0.04,0.06,0.05,False,False,,,151.288,236,0.5975,643.2,2.7254,1.4441,1.114,-5.01,True
AAPL,58.0,0.75,"['MEDIUM', 'HIGH']",5,0.08,0.06,0.15,False,False,,,151.1509,224,0.6205,1579.68,7.0521,1.3321,0.8317,-14.28,True
AAPL,52.0,0.5,['MEDIUM'],5,0.04,0.06,0.05,False,False,,,151.1225,178,0.5899,477.11,2.6804,1.4857,1.1614,-3.33,True
AAPL,52.0,0.75,"['MEDIUM', 'HIGH']",5,0.04,0.12,0.05,False,False,,,150.8086,236,0.5975,649.38,2.7516,1.4476,1.1066,-5.01,True
AAPL,52.0,0.5,"['MEDIUM', 'HIGH']",5,0.08,0.06,0.15,False,False,,,150.4787,450,0.5756,2367.78,5.2617,1.2298,0.5882,-20.71,True
AAPL,58.0,0.75,"['MEDIUM', 'HIGH']",5,0.08,0.12,0.15,False,False,,,150.3658,224,0.6205,1583.6,7.0696,1.3312,0.8223,-14.28,True
AAPL,62.5,0.0,"['MEDIUM', 'HIGH']",5,0.08,0.12,0.15,False,False,,,147.4557,174,0.6207,1312.81,7.5449,1.3894,0.9224,-16.66,True
