group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
ticker,META,24,0.375,-6.28,-20.09,-150.84,3.08,20.0,0.642
ticker,AMGN,8,0.375,-18.89,-34.81,-151.15,3.12,20.0,0.347
ticker,CVS,19,0.4737,-8.22,-3.12,-156.26,3.32,19.68,0.554
ticker,ORCL,10,0.4,-15.94,-27.83,-159.37,3.1,18.38,0.39
ticker,AMD,11,0.3636,-15.93,-47.72,-175.22,3.27,13.57,0.537
ticker,NEM,8,0.25,-26.55,-48.36,-212.38,3.25,17.15,0.369
ticker,CHTR,14,0.2857,-17.57,-28.02,-245.99,3.86,20.0,0.341
ticker,NOW,13,0.4615,-19.35,-31.4,-251.56,3.38,19.6,0.344
ticker,NVDA,10,0.3,-27.18,-31.54,-271.83,3.4,19.13,0.292
ticker,VLO,13,0.3077,-25.81,-36.48,-335.55,3.62,19.81,0.335
