group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
entry_year,2019,116,0.6034,3.39,10.59,392.93,3.29,19.41,1.278
entry_year,2026,29,0.6552,9.0,24.22,261.12,3.14,19.82,1.824
entry_year,2020,44,0.5,0.07,-1.27,3.07,3.68,17.92,1.005
entry_year,2021,148,0.5541,-0.21,9.95,-30.64,3.18,19.77,0.987
entry_year,2024,150,0.52,-0.69,4.42,-104.13,3.1,19.7,0.942
entry_year,2023,119,0.5462,-1.29,6.2,-153.76,3.27,19.72,0.904
entry_year,2025,103,0.5146,-1.88,2.82,-193.15,3.51,19.44,0.865
entry_year,2022,60,0.5,-3.62,0.58,-216.9,3.52,18.75,0.811
entry_year,2015,114,0.5175,-3.24,5.28,-369.15,3.27,19.63,0.834
entry_year,2016,136,0.4706,-4.39,-3.45,-596.4,3.35,18.65,0.735
entry_year,2018,121,0.4876,-7.23,-2.78,-875.2,3.21,19.55,0.62
entry_year,2017,169,0.4911,-5.74,-2.35,-970.06,2.99,19.81,0.626
exit_reason,take_profit,493,1.0,28.31,25.21,13956.17,2.46,19.55,
exit_reason,time_exit,398,0.4799,-1.88,-2.03,-750.08,5.0,19.32,0.811
exit_reason,stop_loss,418,0.0,-38.42,-34.86,-16058.36,2.51,19.46,0.0
sector,XLP,105,0.5619,0.77,7.18,80.47,3.2,19.93,1.079
sector,XLRE,83,0.5181,-0.97,3.1,-80.41,3.12,19.76,0.921
sector,XLI,131,0.5573,-0.81,7.37,-105.75,3.03,19.76,0.944
sector,XLE,109,0.5321,-1.47,1.47,-160.52,3.29,18.91,0.917
sector,XLF,106,0.5,-1.65,-0.16,-175.17,3.31,19.68,0.889
sector,XLV,194,0.5309,-0.95,4.15,-183.4,3.31,19.54,0.928
sector,XLU,74,0.5405,-2.76,1.45,-204.19,3.36,19.97,0.74
sector,XLY,123,0.5122,-2.25,2.69,-277.23,3.37,19.3,0.856
sector,XLB,73,0.4932,-4.69,-3.69,-342.73,3.22,18.77,0.755
sector,XLC,118,0.5,-2.95,-2.41,-348.57,3.21,19.36,0.821
sector,XLK,193,0.5026,-5.47,1.32,-1054.77,3.27,19.14,0.735
signal,LONG,1309,0.5225,-2.18,3.1,-2852.27,3.25,19.45,0.858
signal_quality,HIGH,1309,0.5225,-2.18,3.1,-2852.27,3.25,19.45,0.858
ticker,GOOGL,7,1.0,31.44,29.6,220.11,3.0,19.75,
ticker,BKNG,7,1.0,30.42,40.15,212.95,4.14,19.46,
ticker,CI,20,0.65,7.71,15.31,154.1,4.2,19.77,1.8
ticker,PM,4,1.0,26.85,30.31,107.4,3.75,20.0,
ticker,CMCSA,4,1.0,26.62,23.95,106.49,3.25,20.0,
ticker,SPG,5,0.6,19.62,35.39,98.11,3.6,16.06,2.805
ticker,KMB,20,0.7,4.82,11.79,96.43,2.7,20.0,1.677
ticker,AMAT,13,0.6154,7.14,17.72,92.77,3.38,19.66,1.51
ticker,KMI,13,0.6923,6.96,15.24,90.5,3.0,19.91,2.217
ticker,GILD,9,0.6667,9.9,12.99,89.14,3.89,20.0,2.409
ticker,GIS,14,0.7143,6.27,10.44,87.8,3.21,20.0,1.905
ticker,SCHW,14,0.5714,5.99,22.44,83.85,3.5,19.03,1.511
ticker,UNH,13,0.6154,6.14,15.19,79.88,3.31,17.43,1.819
ticker,SLB,10,0.7,7.84,23.19,78.39,3.1,18.9,1.544
ticker,VZ,5,0.8,14.18,17.66,70.91,1.6,20.0,3.704
ticker,CCI,5,0.8,14.01,18.91,70.06,2.8,20.0,2.524
ticker,PSX,18,0.6111,3.84,19.02,69.19,3.17,19.61,1.227
ticker,EQIX,2,1.0,34.16,34.16,68.33,1.0,20.0,
ticker,MAR,7,0.7143,9.62,18.12,67.33,3.14,18.74,2.033
ticker,FDX,16,0.6875,4.18,8.54,66.89,3.88,19.86,1.378
ticker,EBAY,17,0.5294,3.56,16.15,60.58,3.18,19.68,1.298
ticker,DHR,14,0.5,4.3,1.34,60.16,3.57,17.43,1.573
ticker,PH,4,0.75,15.04,29.39,60.15,2.5,20.0,2.946
ticker,BSX,3,0.6667,19.11,27.9,57.34,2.0,20.0,3.695
ticker,TMO,1,1.0,55.23,55.23,55.23,2.0,20.0,
ticker,SPGI,5,0.6,10.92,15.89,54.6,3.2,20.0,2.751
ticker,USB,5,0.8,10.02,20.81,50.08,2.8,18.88,2.189
ticker,ETN,5,0.8,9.94,15.95,49.7,2.4,20.0,2.487
ticker,BAC,4,0.75,12.35,19.33,49.4,4.0,20.0,2.729
ticker,LMT,9,0.6667,5.46,14.54,49.16,3.44,20.0,1.685
ticker,DOW,6,0.6667,8.16,36.3,48.97,2.83,20.0,1.362
ticker,PNC,11,0.5455,4.25,21.07,46.75,3.09,19.96,1.232
ticker,NEE,4,1.0,10.8,10.8,43.19,3.5,20.0,
ticker,WMB,12,0.5,3.46,-0.19,41.53,3.67,16.08,1.254
ticker,AMT,4,0.5,10.35,5.95,41.41,4.75,20.0,2.393
ticker,CRM,15,0.6,2.76,23.67,41.4,3.4,19.07,1.164
ticker,COF,12,0.5833,3.35,4.56,40.21,4.33,18.94,1.274
ticker,FCX,13,0.6154,3.02,15.53,39.31,3.69,15.07,1.142
ticker,AMZN,5,0.6,7.32,25.16,36.62,3.6,18.78,1.657
ticker,SYY,8,0.625,4.09,7.89,32.71,4.25,20.0,1.522
ticker,PEG,9,0.5556,3.41,13.06,30.73,3.78,20.0,1.402
ticker,AIG,7,0.7143,4.34,20.05,30.39,2.57,19.85,1.344
ticker,MSFT,3,0.6667,10.12,14.15,30.35,3.67,20.0,2.114
ticker,DUK,1,1.0,26.16,26.16,26.16,4.0,20.0,
ticker,WMT,3,0.6667,8.57,25.02,25.71,2.67,20.0,1.904
ticker,NUE,8,0.625,3.16,14.25,25.27,3.12,20.0,1.297
ticker,EA,8,0.625,3.12,14.05,24.98,2.5,20.0,1.233
ticker,ROST,17,0.5882,1.4,14.06,23.81,3.47,19.04,1.106
ticker,MRK,6,0.5,2.98,-0.43,17.89,3.0,20.0,1.25
ticker,V,3,0.6667,5.48,15.23,16.43,1.67,20.0,1.544
ticker,O,16,0.5625,0.93,11.29,14.88,2.56,20.0,1.09
ticker,DD,7,0.4286,1.86,-3.69,13.02,3.71,19.59,1.192
ticker,ABBV,37,0.5946,0.3,10.23,11.21,3.08,20.0,1.031
ticker,CVX,4,0.5,2.78,-1.85,11.1,3.75,19.61,1.207
ticker,SHW,4,0.75,2.11,15.74,8.46,3.5,20.0,1.17
ticker,PG,4,0.5,2.11,7.62,8.44,3.5,20.0,1.234
ticker,GE,23,0.6087,0.36,7.58,8.2,3.22,19.55,1.022
ticker,BA,13,0.5385,0.44,21.12,5.71,3.0,19.36,1.024
ticker,D,6,0.6667,0.8,12.0,4.8,3.33,20.0,1.069
ticker,COP,6,0.5,0.45,5.55,2.73,3.33,19.85,1.029
ticker,SYK,9,0.5556,0.23,0.7,2.04,3.33,20.0,1.019
ticker,ADBE,12,0.5833,0.07,16.05,0.84,3.33,19.01,1.004
ticker,AEP,5,0.6,0.1,0.42,0.5,4.4,20.0,1.024
ticker,EOG,14,0.5,0.02,4.97,0.27,3.21,18.21,1.001
ticker,CSX,2,0.5,-0.45,-0.45,-0.89,3.0,20.0,0.943
ticker,ABT,6,0.6667,-0.19,11.86,-1.15,3.33,20.0,0.986
ticker,HON,4,0.5,-0.71,-0.36,-2.85,2.25,20.0,0.949
ticker,ISRG,6,0.5,-0.85,4.59,-5.11,2.67,19.18,0.952
ticker,RTX,2,0.5,-4.65,-4.65,-9.3,1.5,20.0,0.638
ticker,TMUS,5,0.6,-2.47,4.66,-12.35,1.6,20.0,0.803
ticker,MCD,3,0.6667,-4.83,2.45,-14.49,2.33,20.0,0.471
ticker,BRK-B,5,0.4,-3.18,-4.51,-15.91,2.6,20.0,0.727
ticker,NOC,5,0.4,-3.36,-18.39,-16.81,3.4,20.0,0.758
ticker,WFC,3,0.3333,-6.01,-28.8,-18.03,4.0,20.0,0.707
ticker,AAPL,8,0.5,-2.41,-5.95,-19.3,2.5,20.0,0.851
ticker,COST,6,0.6667,-3.47,10.0,-20.83,3.5,20.0,0.717
ticker,LYV,29,0.5862,-0.76,13.36,-21.97,3.41,18.75,0.947
ticker,GM,7,0.4286,-3.15,-1.52,-22.03,4.14,19.74,0.855
ticker,INTC,12,0.5833,-1.85,10.55,-22.23,3.75,19.51,0.905
ticker,MO,9,0.5556,-2.48,3.55,-22.28,3.67,20.0,0.798
ticker,EXC,5,0.6,-4.74,11.79,-23.7,2.2,20.0,0.663
ticker,XOM,1,0.0,-24.48,-24.48,-24.48,4.0,20.0,0.0
ticker,MMM,10,0.5,-2.47,-2.74,-24.65,1.8,19.28,0.833
ticker,MU,9,0.5556,-2.85,17.08,-25.66,2.78,18.31,0.884
ticker,NFLX,20,0.5,-1.36,-7.29,-27.18,3.0,18.23,0.94
ticker,T,10,0.5,-2.9,1.32,-28.95,3.5,20.0,0.763
ticker,LIN,1,0.0,-30.29,-30.29,-30.29,5.0,20.0,0.0
ticker,MDT,4,0.25,-8.1,-14.92,-32.39,3.25,20.0,0.342
ticker,KO,2,0.0,-16.95,-16.95,-33.9,4.5,20.0,0.0
ticker,MA,3,0.3333,-11.55,-17.31,-34.65,2.0,20.0,0.364
ticker,IBM,12,0.5833,-2.92,8.91,-35.03,3.0,20.0,0.783
ticker,QCOM,9,0.5556,-3.95,1.98,-35.55,4.22,19.51,0.78
ticker,EMR,5,0.4,-7.23,-7.37,-36.16,3.2,20.0,0.515
ticker,C,4,0.5,-10.24,-0.18,-40.98,4.0,20.0,0.024
ticker,MPC,13,0.4615,-3.17,-6.19,-41.26,3.23,18.29,0.82
ticker,ED,15,0.5333,-2.91,5.85,-43.61,3.33,20.0,0.711
ticker,WELL,9,0.5556,-4.86,6.38,-43.76,3.33,20.0,0.625
ticker,XEL,9,0.5556,-4.87,1.04,-43.84,3.78,20.0,0.559
ticker,PLD,3,0.3333,-14.78,-31.21,-44.35,4.0,20.0,0.304
ticker,CL,8,0.375,-5.7,-15.68,-45.63,2.75,20.0,0.509
ticker,UNP,4,0.25,-11.63,-18.33,-46.54,3.75,20.0,0.287
ticker,TXN,7,0.5714,-6.88,7.2,-48.15,2.43,20.0,0.666
ticker,TRV,4,0.25,-12.81,-24.8,-51.22,4.0,20.0,0.362
ticker,OXY,5,0.6,-10.59,0.11,-52.94,3.0,20.0,0.232
ticker,CAT,8,0.5,-6.76,-16.99,-54.09,3.25,19.9,0.726
ticker,BMY,13,0.5385,-4.47,5.16,-58.15,3.46,20.0,0.754
ticker,GS,3,0.3333,-20.23,-34.3,-60.68,2.33,20.0,0.34
ticker,UPS,9,0.4444,-6.8,-8.05,-61.21,2.89,19.73,0.537
ticker,BLK,7,0.4286,-8.85,-9.88,-61.96,3.0,20.0,0.472
ticker,PSA,8,0.375,-7.85,-7.08,-62.77,2.88,20.0,0.402
ticker,HD,1,0.0,-65.53,-65.53,-65.53,2.0,20.0,0.0
ticker,IFF,13,0.5385,-5.13,10.67,-66.75,2.69,20.0,0.609
ticker,PEP,4,0.0,-16.77,-17.44,-67.06,3.25,20.0,0.0
ticker,ECL,6,0.3333,-11.51,-22.53,-69.08,2.67,20.0,0.392
ticker,MS,7,0.4286,-10.69,-22.04,-74.8,3.71,20.0,0.464
ticker,SO,10,0.3,-7.66,-2.35,-76.64,3.1,20.0,0.402
ticker,LLY,10,0.4,-7.98,-26.14,-79.76,3.1,19.56,0.599
ticker,TJX,10,0.4,-8.03,-11.81,-80.25,3.5,19.87,0.389
ticker,LOW,5,0.2,-16.12,-23.83,-80.61,3.0,20.0,0.244
ticker,AXP,6,0.1667,-13.67,-12.96,-82.0,3.5,20.0,0.156
ticker,HSY,23,0.4348,-3.84,-9.32,-88.32,2.96,19.68,0.675
ticker,DE,12,0.5,-7.75,-9.44,-93.06,2.75,20.0,0.503
ticker,SBUX,16,0.5,-5.86,-3.21,-93.84,3.19,19.26,0.653
ticker,F,5,0.2,-19.54,-36.64,-97.72,3.8,19.96,0.264
ticker,APD,7,0.2857,-14.18,-27.26,-99.26,3.29,20.0,0.258
ticker,OMC,14,0.3571,-7.39,-9.16,-103.5,3.29,19.85,0.485
ticker,JPM,3,0.0,-35.55,-33.96,-106.65,3.0,20.0,0.0
ticker,CSCO,7,0.2857,-15.35,-23.77,-107.43,3.14,20.0,0.237
ticker,NKE,11,0.4545,-10.03,-6.61,-110.38,3.18,18.93,0.416
ticker,AVB,14,0.4286,-7.92,-16.02,-110.86,3.21,20.0,0.482
ticker,DIS,9,0.2222,-12.33,-19.59,-111.01,4.0,19.75,0.387
ticker,EQR,17,0.4706,-6.56,-5.85,-111.46,3.24,20.0,0.5
ticker,PFE,6,0.3333,-18.59,-20.38,-111.52,3.0,19.9,0.133
ticker,TSLA,12,0.4167,-9.47,-24.91,-113.67,3.33,18.39,0.631
ticker,JNJ,10,0.3,-11.49,-17.61,-114.9,3.0,20.0,0.221
ticker,SRE,10,0.4,-12.18,-21.29,-121.78,2.9,19.77,0.29
ticker,AVGO,11,0.3636,-12.55,-17.53,-138.07,3.91,19.21,0.497
