group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,avg_holding_days,avg_position_pct,profit_factor
signal_quality,HIGH,255,0.5333,-0.5,7.18,-128.11,3.24,19.83,0.965
signal_quality,MEDIUM,175,0.56,-0.99,7.78,-173.76,3.15,19.82,0.925
signal_quality,LOW,422,0.4953,-4.05,-0.2,-1710.92,3.16,19.88,0.73
ticker,BKNG,38,0.6053,9.19,26.74,349.05,3.29,19.6,1.632
ticker,DOW,6,0.8333,26.82,26.73,160.93,3.83,20.0,7.473
ticker,TJX,21,0.7619,7.49,15.09,157.21,2.52,20.0,2.022
ticker,NEM,3,1.0,50.91,45.01,152.72,5.0,16.22,
ticker,SCHW,14,0.7143,9.99,19.75,139.79,3.29,20.0,2.006
ticker,CSX,21,0.619,5.79,18.59,121.69,3.57,20.0,1.601
ticker,EQIX,18,0.6667,6.32,8.21,113.74,3.39,20.0,1.738
ticker,MSFT,5,0.8,20.16,20.16,100.78,2.8,20.0,4.494
ticker,XEL,59,0.5593,1.49,7.21,87.65,3.22,20.0,1.188
ticker,CMCSA,11,0.7273,7.9,8.73,86.88,3.45,20.0,2.643
ticker,MDT,3,1.0,28.15,30.22,84.45,2.67,20.0,
ticker,UNP,4,1.0,19.05,17.63,76.22,3.75,20.0,
ticker,IFF,5,0.8,14.78,23.28,73.88,4.4,20.0,6.057
ticker,WFC,3,1.0,23.57,22.8,70.71,2.33,20.0,
ticker,LMT,3,1.0,23.5,24.51,70.5,3.67,20.0,
ticker,PNC,4,1.0,16.62,17.98,66.49,2.25,20.0,
ticker,SPGI,3,1.0,20.92,17.41,62.75,3.0,20.0,
ticker,KMI,19,0.5789,3.24,14.04,61.51,3.68,20.0,1.313
ticker,PEG,5,0.6,12.22,15.47,61.08,3.4,20.0,3.215
ticker,SYK,11,0.7273,5.44,11.97,59.84,3.82,20.0,1.651
ticker,PFE,3,1.0,19.93,19.73,59.8,3.67,20.0,
ticker,AVGO,1,1.0,53.83,53.83,53.83,4.0,19.26,
ticker,ETN,5,0.6,10.55,21.76,52.76,1.8,20.0,1.753
ticker,DE,2,1.0,25.24,25.24,50.48,2.0,20.0,
ticker,CRM,3,0.6667,15.08,23.93,45.25,4.33,20.0,4.011
ticker,TMO,2,1.0,22.17,22.17,44.34,2.5,20.0,
ticker,SLB,5,0.6,8.84,22.82,44.22,4.0,20.0,1.845
ticker,GM,6,0.6667,7.37,23.59,44.2,3.33,20.0,1.57
ticker,HD,3,0.6667,14.04,11.03,42.13,4.67,20.0,7.907
ticker,LYV,14,0.6429,2.97,17.69,41.6,3.14,19.83,1.244
ticker,NOW,2,0.5,20.52,20.52,41.05,3.5,20.0,6.662
ticker,CL,10,0.6,3.99,12.72,39.88,3.2,20.0,1.456
ticker,SPG,3,1.0,12.88,8.67,38.65,3.67,20.0,
ticker,HON,1,1.0,38.08,38.08,38.08,2.0,20.0,
ticker,UNH,8,0.5,4.5,3.57,35.97,3.88,20.0,1.686
ticker,TRV,8,0.5,3.96,11.18,31.7,3.0,20.0,1.433
ticker,FCX,3,0.6667,10.26,42.71,30.77,4.0,8.0,1.518
ticker,EQR,2,1.0,15.15,15.15,30.3,4.0,20.0,
ticker,EXC,1,1.0,26.51,26.51,26.51,3.0,20.0,
ticker,VZ,27,0.5926,0.98,12.06,26.51,3.0,20.0,1.099
ticker,GIS,1,1.0,26.45,26.45,26.45,2.0,20.0,
ticker,JNJ,1,1.0,26.37,26.37,26.37,1.0,20.0,
ticker,AMAT,3,0.6667,8.32,38.1,24.95,2.67,20.0,1.379
ticker,TMUS,5,0.6,4.64,6.09,23.21,4.2,20.0,1.95
ticker,F,1,1.0,20.55,20.55,20.55,1.0,20.0,
ticker,IBM,5,0.6,4.05,11.1,20.24,4.4,20.0,1.532
ticker,AIG,5,0.6,3.76,10.27,18.81,3.4,20.0,1.435
ticker,C,1,1.0,18.36,18.36,18.36,5.0,20.0,
ticker,META,3,0.3333,5.98,-5.07,17.95,5.0,20.0,1.649
ticker,AVB,2,1.0,7.88,7.88,15.75,3.0,20.0,
ticker,SHW,3,0.6667,4.94,6.79,14.83,5.0,20.0,2.493
ticker,FDX,5,0.6,2.51,16.97,12.56,3.8,20.0,1.268
ticker,ORCL,2,0.5,3.36,3.36,6.72,4.0,20.0,1.99
ticker,MRK,3,0.6667,2.01,10.03,6.02,1.33,20.0,1.239
ticker,EBAY,18,0.5556,0.24,11.49,4.25,3.22,20.0,1.017
ticker,COST,2,0.5,0.81,0.81,1.63,5.0,20.0,1.05
ticker,AEP,1,0.0,-0.03,-0.03,-0.03,5.0,20.0,0.0
ticker,T,18,0.6111,-0.05,7.46,-0.97,3.28,20.0,0.994
ticker,PG,11,0.4545,-0.29,-1.86,-3.14,3.82,20.0,0.967
ticker,HSY,2,0.5,-1.84,-1.84,-3.69,5.0,20.0,0.668
ticker,CVS,4,0.5,-0.97,2.83,-3.87,3.5,20.0,0.904
ticker,MCD,2,0.5,-2.39,-2.39,-4.78,2.0,20.0,0.82
ticker,GE,11,0.6364,-0.55,9.52,-6.04,2.18,20.0,0.94
ticker,LLY,2,0.5,-3.68,-3.68,-7.36,1.0,20.0,0.72
ticker,WMT,4,0.25,-2.26,-7.94,-9.04,4.25,20.0,0.759
ticker,PM,2,0.5,-4.62,-4.62,-9.25,3.5,20.0,0.685
ticker,ROST,3,0.3333,-3.69,-4.0,-11.06,2.67,20.0,0.677
ticker,NEE,2,0.5,-5.61,-5.61,-11.22,3.0,20.0,0.708
ticker,BAC,8,0.5,-1.58,-1.26,-12.62,2.5,20.0,0.9
ticker,KMB,3,0.3333,-4.28,-17.0,-12.83,3.67,20.0,0.7
ticker,CAT,1,0.0,-12.89,-12.89,-12.89,5.0,20.0,0.0
ticker,ISRG,1,0.0,-13.1,-13.1,-13.1,5.0,20.0,0.0
ticker,MO,16,0.625,-1.04,7.33,-16.65,1.69,20.0,0.908
ticker,WELL,2,0.5,-10.82,-10.82,-21.64,4.0,20.0,0.6
ticker,LIN,9,0.5556,-2.43,14.26,-21.91,2.44,20.0,0.825
ticker,MS,6,0.3333,-3.78,-11.94,-22.7,3.67,20.0,0.829
ticker,PEP,1,0.0,-24.76,-24.76,-24.76,5.0,20.0,0.0
ticker,VLO,4,0.25,-6.28,-20.35,-25.11,3.0,20.0,0.658
ticker,TSLA,2,0.5,-13.93,-13.93,-27.87,5.0,20.0,0.471
ticker,DUK,1,0.0,-28.59,-28.59,-28.59,1.0,20.0,0.0
ticker,BLK,1,0.0,-29.26,-29.26,-29.26,3.0,20.0,0.0
ticker,ECL,1,0.0,-30.14,-30.14,-30.14,4.0,20.0,0.0
ticker,MMM,3,0.3333,-11.98,-11.26,-35.93,3.67,20.0,0.476
ticker,PLD,4,0.5,-9.08,-7.27,-36.3,3.25,20.0,0.459
ticker,ADBE,12,0.5,-3.09,3.89,-37.11,2.67,20.0,0.842
ticker,RTX,1,0.0,-38.68,-38.68,-38.68,3.0,20.0,0.0
ticker,PSA,2,0.0,-19.36,-19.36,-38.73,3.0,20.0,0.0
ticker,AXP,7,0.4286,-5.74,-19.17,-40.18,3.14,20.0,0.743
ticker,AMT,3,0.3333,-14.18,-29.53,-42.54,3.33,20.0,0.36
ticker,COF,11,0.4545,-3.98,-0.72,-43.76,3.82,20.0,0.646
ticker,ED,2,0.0,-22.75,-22.75,-45.5,3.0,20.0,0.0
ticker,AMD,3,0.3333,-15.26,-52.2,-45.77,2.33,11.7,0.586
ticker,ABBV,4,0.5,-11.46,0.47,-45.86,5.0,20.0,0.509
ticker,COP,3,0.3333,-15.4,-51.38,-46.21,2.33,19.65,0.567
ticker,GILD,14,0.5,-3.31,3.46,-46.39,2.79,19.87,0.785
ticker,NKE,4,0.5,-12.18,-13.06,-48.71,3.25,20.0,0.319
ticker,SYY,8,0.5,-6.22,-2.3,-49.75,3.75,20.0,0.349
ticker,NOC,7,0.4286,-7.36,-18.08,-51.5,2.71,20.0,0.562
ticker,O,2,0.0,-27.7,-27.7,-55.41,3.0,20.0,0.0
ticker,APD,2,0.0,-28.13,-28.13,-56.26,3.5,20.0,0.0
ticker,ABT,2,0.0,-29.52,-29.52,-59.04,1.0,20.0,0.0
ticker,JPM,2,0.0,-29.71,-29.71,-59.41,4.5,20.0,0.0
ticker,KO,24,0.5833,-2.5,5.56,-60.07,3.04,20.0,0.729
ticker,INTC,1,0.0,-60.42,-60.42,-60.42,1.0,20.0,0.0
ticker,OMC,5,0.4,-12.59,-21.48,-62.97,1.8,20.0,0.372
ticker,TXN,1,0.0,-67.08,-67.08,-67.08,3.0,20.0,0.0
ticker,AMGN,4,0.25,-16.83,-21.05,-67.32,3.25,20.0,0.289
ticker,OXY,4,0.25,-17.09,-24.81,-68.38,2.75,20.0,0.18
ticker,DIS,4,0.25,-18.1,-27.66,-72.41,3.25,20.0,0.236
ticker,V,4,0.0,-18.42,-21.52,-73.67,3.5,20.0,0.0
ticker,WMB,1,0.0,-74.23,-74.23,-74.23,1.0,14.06,0.0
ticker,CHTR,3,0.3333,-25.22,-51.21,-75.67,4.0,20.0,0.292
ticker,MU,1,0.0,-78.97,-78.97,-78.97,1.0,20.0,0.0
ticker,EOG,2,0.0,-39.73,-39.73,-79.46,3.0,20.0,0.0
ticker,SRE,3,0.0,-27.02,-32.01,-81.07,2.67,20.0,0.0
ticker,DD,2,0.0,-40.58,-40.58,-81.15,3.0,20.0,0.0
ticker,UPS,6,0.3333,-13.53,-21.3,-81.18,2.83,20.0,0.223
ticker,BRK-B,3,0.3333,-27.33,-49.72,-82.0,3.67,20.0,0.186
ticker,PH,2,0.0,-41.58,-41.58,-83.15,1.5,20.0,0.0
ticker,CCI,33,0.5455,-2.58,8.09,-85.05,2.7,20.0,0.77
ticker,BA,5,0.4,-17.66,-41.58,-88.3,2.6,20.0,0.43
ticker,BSX,3,0.0,-30.2,-31.08,-90.61,3.67,20.0,0.0
ticker,MAR,3,0.0,-30.34,-28.37,-91.01,3.67,20.0,0.0
ticker,BMY,2,0.0,-48.96,-48.96,-97.92,3.5,20.0,0.0
ticker,USB,4,0.0,-24.7,-26.58,-98.79,3.5,20.0,0.0
ticker,CI,4,0.25,-25.36,-41.17,-101.44,3.0,20.0,0.223
ticker,MA,5,0.2,-20.64,-22.95,-103.18,3.6,20.0,0.117
ticker,D,5,0.2,-21.46,-31.16,-107.29,3.6,20.0,0.177
ticker,QCOM,7,0.4286,-15.8,-0.38,-110.61,3.29,20.0,0.301
ticker,AMZN,2,0.0,-68.2,-68.2,-136.4,3.0,19.2,0.0
ticker,NUE,7,0.1429,-21.13,-20.95,-147.94,4.0,20.0,0.004
ticker,CSCO,5,0.0,-31.25,-30.88,-156.26,4.2,20.0,0.0
ticker,SBUX,5,0.0,-31.83,-30.98,-159.16,3.0,20.0,0.0
ticker,PSX,11,0.2727,-14.51,-9.5,-159.57,3.82,20.0,0.277
ticker,GOOGL,10,0.4,-18.18,-25.69,-181.8,2.5,20.0,0.262
ticker,GS,5,0.0,-38.11,-31.4,-190.56,2.8,20.0,0.0
ticker,MPC,6,0.1667,-41.0,-51.41,-246.03,2.67,18.82,0.141
ticker,NFLX,21,0.4286,-16.79,-17.8,-352.66,2.48,19.08,0.542
