ticker,approved_for_live,approval_status,approval_reason,direction_accuracy,baseline_up_rate,direction_edge_pp,return_spearman,threshold_used_fallback,confidence_threshold,evaluated_at,walkforward_trades,walkforward_win_rate,walkforward_total_pnl,walkforward_sharpe,walkforward_max_drawdown_pct,quality_source,portfolio_sharpe,portfolio_max_drawdown_pct,portfolio_total_return_pct,portfolio_nw_tstat_vs_cash,walkforward_avg_win,walkforward_avg_loss,walkforward_avg_win_loss_ratio,walkforward_profit_factor,walkforward_avg_expected_return,walkforward_exposure_pct,portfolio_cagr_pct,portfolio_avg_gross_exposure_pct,portfolio_in_market_pct,rank_spearman,confidence_validated,confidence_validation_reason,daily_rank_ic_mean,daily_rank_ic_tstat
DUK,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; avg_win_loss_ratio 0.450 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.75,9.72,0.585,-0.28,backtest_walkforward,0.542,-17.47,139.1,2.443,12.47,27.7,0.45,1.351,0.16,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
TRV,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; avg_win_loss_ratio 0.725 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,14,0.6429,45.08,0.552,-0.74,backtest_walkforward,0.542,-17.47,139.1,2.443,21.39,29.48,0.725,1.306,0.4843,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
SYK,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,12.9,0.535,-0.28,backtest_walkforward,0.542,-17.47,139.1,2.443,28.17,21.72,1.297,1.297,0.3675,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AIG,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; avg_win_loss_ratio 0.820 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,18,0.6111,76.33,0.564,-1.91,backtest_walkforward,0.542,-17.47,139.1,2.443,31.01,37.83,0.82,1.288,0.3856,19.51,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
GOOGL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,9,0.5556,40.18,0.547,-1.0,backtest_walkforward,0.647,-19.51,211.03,3.154,37.79,37.19,1.016,1.27,0.4,19.74,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
AMAT,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; avg_win_loss_ratio 0.704 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,25,0.64,120.71,0.505,-1.87,backtest_walkforward,0.542,-17.47,139.1,2.443,37.49,53.24,0.704,1.252,0.53,18.7,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
KMI,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.496 < 0.500; avg_win_loss_ratio 0.830 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,10,0.6,34.86,0.496,-1.05,backtest_walkforward,0.542,-17.47,139.1,2.443,29.57,35.63,0.83,1.245,0.346,19.1,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AMGN,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_sharpe 0.484 < 0.500; avg_win_loss_ratio 0.932 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.5714,15.55,0.484,-0.42,backtest_walkforward,0.542,-17.47,139.1,2.443,19.93,21.39,0.932,1.242,0.3243,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
PEG,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_sharpe 0.394 < 0.500; avg_win_loss_ratio 0.800 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,5,0.6,13.58,0.394,-0.68,backtest_walkforward,0.542,-17.47,139.1,2.443,27.22,34.05,0.8,1.199,0.294,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
SLB,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_sharpe 0.360 < 0.500,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,16.45,0.36,-0.59,backtest_walkforward,0.542,-17.47,139.1,2.443,52.56,44.34,1.186,1.186,0.255,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
KMB,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 8 < 10; walkforward_sharpe 0.330 < 0.500; avg_win_loss_ratio 0.394 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,8,0.75,11.67,0.33,-0.35,backtest_walkforward,0.542,-17.47,139.1,2.443,12.59,31.93,0.394,1.183,0.225,19.47,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
LOW,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 8 < 10; walkforward_sharpe 0.241 < 0.500; avg_win_loss_ratio 0.674 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,8,0.625,11.17,0.241,-0.63,backtest_walkforward,0.542,-17.47,139.1,2.443,20.35,30.19,0.674,1.123,0.4025,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AVGO,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.247 < 0.500; avg_win_loss_ratio 0.893 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,27,0.5556,77.09,0.247,-1.93,backtest_walkforward,0.542,-17.47,139.1,2.443,49.27,55.17,0.893,1.116,0.4393,19.11,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
DD,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 3 < 10; walkforward_sharpe 0.182 < 0.500,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,3,0.3333,5.35,0.182,-0.46,backtest_walkforward,0.542,-17.47,139.1,2.443,51.92,23.29,2.23,1.115,0.5,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.225 < 0.500; avg_win_loss_ratio 0.555 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,15,0.6667,20.06,0.225,-1.35,backtest_walkforward,0.542,-17.47,139.1,2.443,20.28,36.54,0.555,1.11,0.374,19.68,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
GS,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 6 < 10; walkforward_sharpe 0.198 < 0.500; profit_factor 1.094 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,6,0.5,10.12,0.198,-0.91,backtest_walkforward,0.647,-19.51,211.03,3.154,39.25,35.88,1.094,1.094,0.47,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
TSLA,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_sharpe 0.147 < 0.500; profit_factor 1.071 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,4,0.5,9.6,0.147,-1.32,backtest_walkforward,0.647,-19.51,211.03,3.154,71.99,67.19,1.071,1.071,0.4575,18.69,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
XEL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.106 < 0.500; profit_factor 1.049 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,18,0.5,9.83,0.106,-0.67,backtest_walkforward,0.542,-17.47,139.1,2.443,23.21,22.12,1.049,1.049,0.3361,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
INTC,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_sharpe 0.082 < 0.500; profit_factor 1.042 < 1.100; avg_win_loss_ratio 0.695 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,5,0.6,2.81,0.082,-0.41,backtest_walkforward,0.647,-19.51,211.03,3.154,23.37,33.65,0.695,1.042,0.196,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
MA,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.080 < 0.500; profit_factor 1.038 < 1.100; avg_win_loss_ratio 0.755 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,57,0.5789,32.46,0.08,-2.79,backtest_walkforward,0.647,-19.51,211.03,3.154,26.81,35.52,0.755,1.038,0.3084,19.96,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
LLY,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.079 < 0.500; profit_factor 1.036 < 1.100; avg_win_loss_ratio 0.740 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,48,0.5833,24.35,0.079,-1.65,backtest_walkforward,0.647,-19.51,211.03,3.154,24.71,33.37,0.74,1.036,0.299,19.81,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
ECL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_sharpe 0.075 < 0.500; profit_factor 1.035 < 1.100; avg_win_loss_ratio 0.828 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,9,0.5556,4.33,0.075,-0.37,backtest_walkforward,0.542,-17.47,139.1,2.443,25.38,30.64,0.828,1.035,0.3656,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
USB,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.065 < 0.500; profit_factor 1.031 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,22,0.5,9.26,0.065,-1.45,backtest_walkforward,0.542,-17.47,139.1,2.443,28.01,27.17,1.031,1.031,0.3268,19.29,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CSX,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 6 < 10; walkforward_sharpe 0.051 < 0.500; profit_factor 1.025 < 1.100; avg_win_loss_ratio 0.512 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,6,0.6667,3.07,0.051,-0.47,backtest_walkforward,0.542,-17.47,139.1,2.443,32.09,62.65,0.512,1.025,0.465,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
QCOM,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.043 < 0.500; profit_factor 1.021 < 1.100; avg_win_loss_ratio 0.638 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,26,0.6154,9.54,0.043,-1.68,backtest_walkforward,0.542,-17.47,139.1,2.443,28.38,44.45,0.638,1.021,0.465,19.79,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
COST,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.044 < 0.500; profit_factor 1.020 < 1.100; avg_win_loss_ratio 0.589 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,41,0.6341,9.88,0.044,-1.48,backtest_walkforward,0.647,-19.51,211.03,3.154,19.24,32.69,0.589,1.02,0.3556,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
UNH,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.026 < 0.500; profit_factor 1.012 < 1.100; avg_win_loss_ratio 0.813 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,110,0.5545,19.34,0.026,-2.25,backtest_walkforward,0.647,-19.51,211.03,3.154,26.95,33.16,0.813,1.012,0.3857,19.62,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
TMO,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 2 < 10; walkforward_sharpe 0.011 < 0.500; profit_factor 1.006 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,2,0.5,0.32,0.011,0.0,backtest_walkforward,0.542,-17.47,139.1,2.443,53.22,52.9,1.006,1.006,-0.025,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BMY,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_sharpe 0.004 < 0.500; profit_factor 1.002 < 1.100; avg_win_loss_ratio 0.668 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,10,0.6,0.2,0.004,-0.94,backtest_walkforward,0.542,-17.47,139.1,2.443,20.15,30.17,0.668,1.002,0.404,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
FDX,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -1.08 <= 0.00; walkforward_sharpe -0.015 < 0.500; profit_factor 0.993 < 1.100; avg_win_loss_ratio 0.397 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.7143,-1.08,-0.015,-0.8,backtest_walkforward,0.542,-17.47,139.1,2.443,29.92,75.35,0.397,0.993,0.3329,19.3,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
SCHW,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -2.01 <= 0.00; walkforward_sharpe -0.036 < 0.500; profit_factor 0.982 < 1.100; avg_win_loss_ratio 0.737 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.5714,-2.01,-0.036,-0.77,backtest_walkforward,0.542,-17.47,139.1,2.443,27.82,37.77,0.737,0.982,0.3943,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CHTR,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -2.43 <= 0.00; walkforward_sharpe -0.054 < 0.500; profit_factor 0.974 < 1.100; avg_win_loss_ratio 0.731 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.5714,-2.43,-0.054,-0.47,backtest_walkforward,0.542,-17.47,139.1,2.443,22.84,31.27,0.731,0.974,0.2214,19.97,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
FRC,False,rejected,walkforward_total_pnl -9.97 <= 0.00; walkforward_sharpe -0.066 < 0.500; profit_factor 0.972 < 1.100; avg_win_loss_ratio 0.707 < 1.000; portfolio_sharpe 0.440 < 0.500,0.0,50.0,-50.0,,True,52.5,2026-04-27T20:24:41,19,0.5789,-9.97,-0.066,-1.39,backtest_walkforward,0.44,-22.54,128.69,2.195,31.58,44.67,0.707,0.972,0.8584,20.0,5.2,29.55,51.38,0.0219,False,,,
ABBV,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_total_pnl -14.53 <= 0.00; walkforward_sharpe -0.159 < 0.500; profit_factor 0.931 < 1.100; avg_win_loss_ratio 0.745 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,9,0.5556,-14.53,-0.159,-0.85,backtest_walkforward,0.647,-19.51,211.03,3.154,39.41,52.9,0.745,0.931,0.2433,19.8,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
JNJ,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -28.09 <= 0.00; walkforward_sharpe -0.169 < 0.500; profit_factor 0.926 < 1.100; avg_win_loss_ratio 0.799 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,41,0.5366,-28.09,-0.169,-1.26,backtest_walkforward,0.647,-19.51,211.03,3.154,15.9,19.88,0.799,0.926,0.2598,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
SPGI,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -7.34 <= 0.00; walkforward_sharpe -0.212 < 0.500; profit_factor 0.906 < 1.100; avg_win_loss_ratio 0.906 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-7.34,-0.212,-0.78,backtest_walkforward,0.542,-17.47,139.1,2.443,35.55,39.22,0.906,0.906,0.2975,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
IFF,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -38.78 <= 0.00; walkforward_sharpe -0.267 < 0.500; profit_factor 0.891 < 1.100; avg_win_loss_ratio 0.668 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,28,0.5714,-38.78,-0.267,-1.47,backtest_walkforward,0.542,-17.47,139.1,2.443,19.87,29.73,0.668,0.891,0.1421,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CI,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -15.42 <= 0.00; walkforward_sharpe -0.296 < 0.500; profit_factor 0.868 < 1.100; avg_win_loss_ratio 0.868 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-15.42,-0.296,-0.47,backtest_walkforward,0.542,-17.47,139.1,2.443,50.48,58.19,0.868,0.868,0.5,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
PEP,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_total_pnl -13.95 <= 0.00; walkforward_sharpe -0.338 < 0.500; profit_factor 0.855 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,9,0.4444,-13.95,-0.338,-0.79,backtest_walkforward,0.542,-17.47,139.1,2.443,20.55,19.23,1.069,0.855,0.3611,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
SO,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 6 < 10; walkforward_total_pnl -11.57 <= 0.00; walkforward_sharpe -0.387 < 0.500; profit_factor 0.839 < 1.100; avg_win_loss_ratio 0.839 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,6,0.5,-11.57,-0.387,-0.51,backtest_walkforward,0.542,-17.47,139.1,2.443,20.13,23.99,0.839,0.839,0.2767,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
NFLX,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_total_pnl -41.64 <= 0.00; walkforward_sharpe -0.386 < 0.500; profit_factor 0.825 < 1.100; avg_win_loss_ratio 0.660 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,9,0.5556,-41.64,-0.386,-0.99,backtest_walkforward,0.542,-17.47,139.1,2.443,39.3,59.53,0.66,0.825,0.3878,19.23,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
PG,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -18.03 <= 0.00; walkforward_sharpe -0.427 < 0.500; profit_factor 0.823 < 1.100; avg_win_loss_ratio 0.823 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,10,0.5,-18.03,-0.427,-0.49,backtest_walkforward,0.647,-19.51,211.03,3.154,16.79,20.39,0.823,0.823,0.264,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
HD,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_total_pnl -28.25 <= 0.00; walkforward_sharpe -0.509 < 0.500; profit_factor 0.789 < 1.100; avg_win_loss_ratio 0.987 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,9,0.4444,-28.25,-0.509,-0.7,backtest_walkforward,0.647,-19.51,211.03,3.154,26.47,26.83,0.987,0.789,0.3433,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
BA,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -31.26 <= 0.00; walkforward_sharpe -0.490 < 0.500; profit_factor 0.789 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,5,0.4,-31.26,-0.49,-0.81,backtest_walkforward,0.542,-17.47,139.1,2.443,58.62,49.5,1.184,0.789,0.244,19.78,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
JPM,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -94.39 <= 0.00; walkforward_sharpe -0.535 < 0.500; profit_factor 0.783 < 1.100; avg_win_loss_ratio 0.598 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,30,0.5667,-94.39,-0.535,-2.06,backtest_walkforward,0.647,-19.51,211.03,3.154,19.99,33.4,0.598,0.783,0.3127,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
MRK,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -33.71 <= 0.00; walkforward_sharpe -0.583 < 0.500; profit_factor 0.775 < 1.100; avg_win_loss_ratio 0.775 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,10,0.5,-33.71,-0.583,-1.2,backtest_walkforward,0.542,-17.47,139.1,2.443,23.28,30.02,0.775,0.775,0.328,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AVB,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_total_pnl -26.80 <= 0.00; walkforward_sharpe -0.526 < 0.500; profit_factor 0.774 < 1.100; avg_win_loss_ratio 0.619 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,9,0.5556,-26.8,-0.526,-0.69,backtest_walkforward,0.542,-17.47,139.1,2.443,18.35,29.64,0.619,0.774,0.4056,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
DIS,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -12.43 <= 0.00; walkforward_sharpe -0.565 < 0.500; profit_factor 0.769 < 1.100; avg_win_loss_ratio 0.769 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-12.43,-0.565,-0.36,backtest_walkforward,0.542,-17.47,139.1,2.443,20.67,26.89,0.769,0.769,0.285,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
WELL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -43.40 <= 0.00; walkforward_sharpe -0.671 < 0.500; profit_factor 0.744 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,10,0.4,-43.4,-0.671,-1.08,backtest_walkforward,0.542,-17.47,139.1,2.443,31.54,28.26,1.116,0.744,0.363,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
ORCL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -21.41 <= 0.00; walkforward_sharpe -0.623 < 0.500; profit_factor 0.736 < 1.100; avg_win_loss_ratio 0.736 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-21.41,-0.623,-0.44,backtest_walkforward,0.542,-17.47,139.1,2.443,29.77,40.48,0.736,0.736,0.205,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
