ticker,approved_for_live,approval_status,approval_reason,direction_accuracy,baseline_up_rate,direction_edge_pp,return_spearman,threshold_used_fallback,confidence_threshold,evaluated_at,walkforward_trades,walkforward_win_rate,walkforward_total_pnl,walkforward_sharpe,walkforward_max_drawdown_pct,quality_source,portfolio_sharpe,portfolio_max_drawdown_pct,portfolio_total_return_pct,portfolio_nw_tstat_vs_cash,walkforward_avg_win,walkforward_avg_loss,walkforward_avg_win_loss_ratio,walkforward_profit_factor,walkforward_avg_expected_return,walkforward_exposure_pct,portfolio_cagr_pct,portfolio_avg_gross_exposure_pct,portfolio_in_market_pct,rank_spearman,confidence_validated,confidence_validation_reason,daily_rank_ic_mean,daily_rank_ic_tstat
CMCSA,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -28.98 <= 0.00; walkforward_sharpe -0.659 < 0.500; profit_factor 0.735 < 1.100; avg_win_loss_ratio 0.735 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-28.98,-0.659,-0.58,backtest_walkforward,0.542,-17.47,139.1,2.443,40.17,54.66,0.735,0.735,0.6575,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CAT,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -234.32 <= 0.00; walkforward_sharpe -0.689 < 0.500; profit_factor 0.728 < 1.100; avg_win_loss_ratio 0.728 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,40,0.5,-234.32,-0.689,-3.66,backtest_walkforward,0.647,-19.51,211.03,3.154,31.39,43.1,0.728,0.728,0.3545,19.96,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
EBAY,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -18.36 <= 0.00; walkforward_sharpe -0.591 < 0.500; profit_factor 0.707 < 1.100; avg_win_loss_ratio 0.707 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-18.36,-0.591,-0.02,backtest_walkforward,0.542,-17.47,139.1,2.443,22.16,31.34,0.707,0.707,0.3925,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
EA,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -60.57 <= 0.00; walkforward_sharpe -0.740 < 0.500; profit_factor 0.700 < 1.100; avg_win_loss_ratio 0.525 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.5714,-60.57,-0.74,-1.45,backtest_walkforward,0.542,-17.47,139.1,2.443,35.27,67.21,0.525,0.7,0.3629,18.29,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BAC,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -21.61 <= 0.00; walkforward_sharpe -0.740 < 0.500; profit_factor 0.686 < 1.100; avg_win_loss_ratio 0.686 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,4,0.5,-21.61,-0.74,-0.43,backtest_walkforward,0.647,-19.51,211.03,3.154,23.6,34.41,0.686,0.686,0.5925,19.84,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
AMT,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 3 < 10; walkforward_total_pnl -20.79 <= 0.00; walkforward_sharpe -0.706 < 0.500; profit_factor 0.674 < 1.100; avg_win_loss_ratio 0.337 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,3,0.6667,-20.79,-0.706,-0.64,backtest_walkforward,0.542,-17.47,139.1,2.443,21.5,63.8,0.337,0.674,0.3833,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
O,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -61.91 <= 0.00; walkforward_sharpe -0.883 < 0.500; profit_factor 0.664 < 1.100; avg_win_loss_ratio 0.664 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,12,0.5,-61.91,-0.883,-0.95,backtest_walkforward,0.542,-17.47,139.1,2.443,20.36,30.68,0.664,0.664,0.3425,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CSCO,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 6 < 10; walkforward_total_pnl -35.57 <= 0.00; walkforward_sharpe -0.978 < 0.500; profit_factor 0.626 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,6,0.3333,-35.57,-0.978,-0.73,backtest_walkforward,0.542,-17.47,139.1,2.443,29.73,23.75,1.251,0.626,0.4583,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
PH,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -36.77 <= 0.00; walkforward_sharpe -1.013 < 0.500; profit_factor 0.621 < 1.100; avg_win_loss_ratio 0.621 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-36.77,-1.013,-0.96,backtest_walkforward,0.542,-17.47,139.1,2.443,30.13,48.52,0.621,0.621,0.0275,19.53,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
ED,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 8 < 10; walkforward_total_pnl -53.44 <= 0.00; walkforward_sharpe -1.078 < 0.500; profit_factor 0.611 < 1.100; avg_win_loss_ratio 0.611 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,8,0.5,-53.44,-1.078,-0.89,backtest_walkforward,0.542,-17.47,139.1,2.443,20.97,34.33,0.611,0.611,0.375,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BBBY,False,rejected,walkforward_total_pnl -263.06 <= 0.00; walkforward_sharpe -1.191 < 0.500; profit_factor 0.591 < 1.100; avg_win_loss_ratio 0.739 < 1.000; portfolio_sharpe 0.440 < 0.500,0.0,50.0,-50.0,,True,52.5,2026-04-27T20:24:41,18,0.4444,-263.06,-1.191,-3.82,backtest_walkforward,0.44,-22.54,128.69,2.195,47.48,64.29,0.739,0.591,0.6517,13.37,5.2,29.55,51.38,0.0219,False,,,
APD,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -39.30 <= 0.00; walkforward_sharpe -1.250 < 0.500; profit_factor 0.579 < 1.100; avg_win_loss_ratio 0.772 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.4286,-39.3,-1.25,-0.72,backtest_walkforward,0.542,-17.47,139.1,2.443,18.04,23.35,0.772,0.579,0.4,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AEP,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -66.68 <= 0.00; walkforward_sharpe -1.121 < 0.500; profit_factor 0.575 < 1.100; avg_win_loss_ratio 0.863 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,10,0.4,-66.68,-1.121,-0.69,backtest_walkforward,0.542,-17.47,139.1,2.443,22.58,26.17,0.863,0.575,0.376,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
NOC,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -43.79 <= 0.00; walkforward_sharpe -1.293 < 0.500; profit_factor 0.570 < 1.100; avg_win_loss_ratio 0.759 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.4286,-43.79,-1.293,-0.59,backtest_walkforward,0.542,-17.47,139.1,2.443,19.31,25.43,0.759,0.57,0.2914,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
COF,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 8 < 10; walkforward_total_pnl -64.28 <= 0.00; walkforward_sharpe -1.182 < 0.500; profit_factor 0.568 < 1.100; avg_win_loss_ratio 0.568 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,8,0.5,-64.28,-1.182,-0.63,backtest_walkforward,0.542,-17.47,139.1,2.443,21.16,37.23,0.568,0.568,0.4487,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
PM,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -19.70 <= 0.00; walkforward_sharpe -1.152 < 0.500; profit_factor 0.565 < 1.100; avg_win_loss_ratio 0.565 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-19.7,-1.152,-0.15,backtest_walkforward,0.542,-17.47,139.1,2.443,12.81,22.66,0.565,0.565,0.44,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
V,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -84.97 <= 0.00; walkforward_sharpe -1.142 < 0.500; profit_factor 0.562 < 1.100; avg_win_loss_ratio 0.374 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,10,0.6,-84.97,-1.142,-1.46,backtest_walkforward,0.647,-19.51,211.03,3.154,18.15,48.47,0.374,0.562,0.221,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
MPC,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -41.93 <= 0.00; walkforward_sharpe -1.136 < 0.500; profit_factor 0.543 < 1.100; avg_win_loss_ratio 0.543 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.5,-41.93,-1.136,-0.3,backtest_walkforward,0.542,-17.47,139.1,2.443,24.9,45.86,0.543,0.543,0.2425,18.8,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
GIS,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 6 < 10; walkforward_total_pnl -44.64 <= 0.00; walkforward_sharpe -1.295 < 0.500; profit_factor 0.527 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,6,0.3333,-44.64,-1.295,-0.39,backtest_walkforward,0.542,-17.47,139.1,2.443,24.87,23.59,1.054,0.527,0.305,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
EOG,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -101.64 <= 0.00; walkforward_sharpe -1.317 < 0.500; profit_factor 0.521 < 1.100; avg_win_loss_ratio 0.694 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.4286,-101.64,-1.317,-2.04,backtest_walkforward,0.542,-17.47,139.1,2.443,36.8,53.01,0.694,0.521,0.27,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BRK-B,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -25.50 <= 0.00; walkforward_sharpe -1.284 < 0.500; profit_factor 0.520 < 1.100; avg_win_loss_ratio 0.781 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,5,0.4,-25.5,-1.284,-0.44,backtest_walkforward,0.647,-19.51,211.03,3.154,13.84,17.72,0.781,0.52,0.188,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
TMUS,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -36.28 <= 0.00; walkforward_sharpe -1.255 < 0.500; profit_factor 0.514 < 1.100; avg_win_loss_ratio 0.343 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,5,0.6,-36.28,-1.255,-0.74,backtest_walkforward,0.542,-17.47,139.1,2.443,12.79,37.32,0.343,0.514,0.286,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
GILD,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 3 < 10; walkforward_total_pnl -28.19 <= 0.00; walkforward_sharpe -1.272 < 0.500; profit_factor 0.512 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,3,0.3333,-28.19,-1.272,-0.58,backtest_walkforward,0.542,-17.47,139.1,2.443,29.61,28.9,1.025,0.512,0.3433,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
T,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 8 < 10; walkforward_total_pnl -61.81 <= 0.00; walkforward_sharpe -1.586 < 0.500; profit_factor 0.493 < 1.100; avg_win_loss_ratio 0.493 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,8,0.5,-61.81,-1.586,-0.94,backtest_walkforward,0.542,-17.47,139.1,2.443,15.01,30.46,0.493,0.493,0.3375,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
LIN,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -73.86 <= 0.00; walkforward_sharpe -1.591 < 0.500; profit_factor 0.493 < 1.100; avg_win_loss_ratio 0.658 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.4286,-73.86,-1.591,-0.98,backtest_walkforward,0.542,-17.47,139.1,2.443,23.98,36.45,0.658,0.493,0.2757,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
VZ,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -31.96 <= 0.00; walkforward_sharpe -1.564 < 0.500; profit_factor 0.491 < 1.100; avg_win_loss_ratio 0.736 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,5,0.4,-31.96,-1.564,-0.53,backtest_walkforward,0.542,-17.47,139.1,2.443,15.41,20.92,0.736,0.491,0.218,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
D,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -139.79 <= 0.00; walkforward_sharpe -1.706 < 0.500; profit_factor 0.479 < 1.100; avg_win_loss_ratio 0.639 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,14,0.4286,-139.79,-1.706,-1.48,backtest_walkforward,0.542,-17.47,139.1,2.443,21.45,33.56,0.639,0.479,0.4479,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
LMT,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -106.42 <= 0.00; walkforward_sharpe -1.602 < 0.500; profit_factor 0.472 < 1.100; avg_win_loss_ratio 0.540 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,15,0.4667,-106.42,-1.602,-1.39,backtest_walkforward,0.542,-17.47,139.1,2.443,13.6,25.2,0.54,0.472,0.2573,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AAPL,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -79.24 <= 0.00; walkforward_sharpe -1.531 < 0.500; profit_factor 0.463 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,7,0.2857,-79.24,-1.531,-1.44,backtest_walkforward,0.647,-19.51,211.03,3.154,34.18,29.52,1.158,0.463,0.3143,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
NKE,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -58.14 <= 0.00; walkforward_sharpe -1.599 < 0.500; profit_factor 0.448 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.25,-58.14,-1.599,-0.38,backtest_walkforward,0.542,-17.47,139.1,2.443,47.23,35.12,1.345,0.448,0.2525,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
DHR,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 4 < 10; walkforward_total_pnl -73.36 <= 0.00; walkforward_sharpe -1.791 < 0.500; profit_factor 0.434 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,4,0.25,-73.36,-1.791,-1.0,backtest_walkforward,0.542,-17.47,139.1,2.443,56.33,43.23,1.303,0.434,0.31,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
CVX,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -203.38 <= 0.00; walkforward_sharpe -1.821 < 0.500; profit_factor 0.431 < 1.100; avg_win_loss_ratio 0.593 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,19,0.4211,-203.38,-1.821,-2.43,backtest_walkforward,0.647,-19.51,211.03,3.154,19.29,32.52,0.593,0.431,0.4221,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
WMT,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -66.01 <= 0.00; walkforward_sharpe -1.831 < 0.500; profit_factor 0.426 < 1.100; avg_win_loss_ratio 0.639 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,5,0.4,-66.01,-1.831,-0.56,backtest_walkforward,0.542,-17.47,139.1,2.443,24.48,38.32,0.639,0.426,0.312,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
UNP,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -64.79 <= 0.00; walkforward_sharpe -1.850 < 0.500; profit_factor 0.412 < 1.100; avg_win_loss_ratio 0.549 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.4286,-64.79,-1.85,-1.1,backtest_walkforward,0.542,-17.47,139.1,2.443,15.11,27.53,0.549,0.412,0.4057,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BKNG,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -203.60 <= 0.00; walkforward_sharpe -2.134 < 0.500; profit_factor 0.384 < 1.100; avg_win_loss_ratio 0.691 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,14,0.3571,-203.6,-2.134,-1.81,backtest_walkforward,0.542,-17.47,139.1,2.443,25.37,36.71,0.691,0.384,0.3136,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BTC-USD,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -97.24 <= 0.00; walkforward_sharpe -1.960 < 0.500; profit_factor 0.383 < 1.100; avg_win_loss_ratio 0.511 < 1.000,48.67,45.56,3.11,,True,52.5,2026-05-02T18:15:31,7,0.4286,-97.24,-1.96,-0.75,backtest_walkforward,0.647,-19.51,211.03,3.154,20.15,39.42,0.511,0.383,0.6071,14.27,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
MS,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 3 < 10; walkforward_total_pnl -38.64 <= 0.00; walkforward_sharpe -1.807 < 0.500; profit_factor 0.373 < 1.100; avg_win_loss_ratio 0.745 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,3,0.3333,-38.64,-1.807,-0.61,backtest_walkforward,0.542,-17.47,139.1,2.443,22.94,30.79,0.745,0.373,0.2833,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
VLO,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -112.71 <= 0.00; walkforward_sharpe -1.999 < 0.500; profit_factor 0.367 < 1.100; avg_win_loss_ratio 0.551 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,5,0.4,-112.71,-1.999,-1.32,backtest_walkforward,0.542,-17.47,139.1,2.443,32.7,59.37,0.551,0.367,0.476,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
EXC,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 9 < 10; walkforward_total_pnl -96.39 <= 0.00; walkforward_sharpe -2.230 < 0.500; profit_factor 0.364 < 1.100; avg_win_loss_ratio 0.454 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,9,0.4444,-96.39,-2.23,-1.04,backtest_walkforward,0.542,-17.47,139.1,2.443,13.77,30.29,0.454,0.364,0.3256,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
AXP,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 7 < 10; walkforward_total_pnl -124.27 <= 0.00; walkforward_sharpe -2.332 < 0.500; profit_factor 0.340 < 1.100; avg_win_loss_ratio 0.850 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,7,0.2857,-124.27,-2.332,-1.57,backtest_walkforward,0.542,-17.47,139.1,2.443,32.0,37.65,0.85,0.34,0.6471,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
PSX,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -534.90 <= 0.00; walkforward_sharpe -2.583 < 0.500; profit_factor 0.332 < 1.100; avg_win_loss_ratio 0.995 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,20,0.25,-534.9,-2.583,-5.32,backtest_walkforward,0.542,-17.47,139.1,2.443,53.06,53.35,0.995,0.332,0.3395,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
BLK,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 3 < 10; walkforward_total_pnl -57.13 <= 0.00; walkforward_sharpe -2.431 < 0.500; profit_factor 0.312 < 1.100; avg_win_loss_ratio 0.625 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,3,0.3333,-57.13,-2.431,-0.83,backtest_walkforward,0.542,-17.47,139.1,2.443,25.95,41.54,0.625,0.312,0.3867,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
SYY,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_total_pnl -128.09 <= 0.00; walkforward_sharpe -2.253 < 0.500; profit_factor 0.305 < 1.100; avg_win_loss_ratio 0.366 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:03:48,11,0.4545,-128.09,-2.253,-1.7,backtest_walkforward,0.542,-17.47,139.1,2.443,11.23,30.71,0.366,0.305,0.4009,20.0,5.49,21.6,39.86,0.0126,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0011,0.318
MSFT,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 3 < 10; walkforward_total_pnl -56.12 <= 0.00; walkforward_sharpe -2.521 < 0.500; profit_factor 0.300 < 1.100; avg_win_loss_ratio 0.600 < 1.000,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,3,0.3333,-56.12,-2.521,-0.8,backtest_walkforward,0.647,-19.51,211.03,3.154,24.04,40.08,0.6,0.3,0.3433,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
DE,False,rejected,confidence_not_validated: confidence_not_correlated_with_correctness; bucket_precision_not_monotonic; walkforward_trades 5 < 10; walkforward_total_pnl -72.96 <= 0.00; walkforward_sharpe -2.617 < 0.500; profit_factor 0.285 < 1.100,47.88,46.41,1.47,,True,52.5,2026-05-02T18:15:31,5,0.2,-72.96,-2.617,-0.74,backtest_walkforward,0.647,-19.51,211.03,3.154,29.07,25.51,1.14,0.285,0.302,20.0,7.2,12.66,31.85,-0.0912,False,confidence_not_correlated_with_correctness; bucket_precision_not_monotonic,0.0049,1.106
